preamble,stimulus,item,category,rank,score,params,model
Pawpaw,is a fruit.,pawpaw,fruit,42,-26.637346267700195,82760793,distilroberta-base
Coconut,is a fruit.,coconut,fruit,43,-17.178882598876953,82760793,distilroberta-base
Avocado,is a fruit.,avocado,fruit,44,-17.110074996948242,82760793,distilroberta-base
Pumpkin,is a fruit.,pumpkin,fruit,45,-23.242441177368164,82760793,distilroberta-base
Tomato,is a fruit.,tomato,fruit,46,-25.59083080291748,82760793,distilroberta-base
Nut,is a fruit.,nut,fruit,47,-19.455225467681885,82760793,distilroberta-base
Gourd,is a fruit.,gourd,fruit,48,-25.248729705810547,82760793,distilroberta-base
Olive,is a fruit.,olive,fruit,49,-21.42308807373047,82760793,distilroberta-base
Pickle,is a fruit.,pickle,fruit,50,-20.656620979309082,82760793,distilroberta-base
Squash,is a fruit.,squash,fruit,51,-22.304338455200195,82760793,distilroberta-base
A pant,is a type of clothing.,pant,clothing,1,-13.4055757522583,82760793,distilroberta-base
A shirt,is a type of clothing.,shirt,clothing,2,-14.49219799041748,82760793,distilroberta-base
A dress,is a type of clothing.,dress,clothing,3,-13.258864402770996,82760793,distilroberta-base
A skirt,is a type of clothing.,skirt,clothing,4,-14.593437194824219,82760793,distilroberta-base
A blouse,is a type of clothing.,blouse,clothing,5,-13.56329345703125,82760793,distilroberta-base
A suit,is a type of clothing.,suit,clothing,6,-15.252107620239258,82760793,distilroberta-base
A slack,is a type of clothing.,slack,clothing,7,-21.670172691345215,82760793,distilroberta-base
A jacket,is a type of clothing.,jacket,clothing,8,-14.48409366607666,82760793,distilroberta-base
A coat,is a type of clothing.,coat,clothing,9,-14.170380592346191,82760793,distilroberta-base
A sweater,is a type of clothing.,sweater,clothing,10,-13.208279609680176,82760793,distilroberta-base
A sweatshirt,is a type of clothing.,sweatshirt,clothing,11,-13.615694046020508,82760793,distilroberta-base
An underpant,is a type of clothing.,underpant,clothing,12,-21.590569496154785,82760793,distilroberta-base
A sports jacket,is a type of clothing.,sports jacket,clothing,13,-14.008707046508789,82760793,distilroberta-base
A jumper,is a type of clothing.,jumper,clothing,14,-16.638267517089844,82760793,distilroberta-base
A panty,is a type of clothing.,panty,clothing,15,-15.268647193908691,82760793,distilroberta-base
A sock,is a type of clothing.,sock,clothing,16,-17.114176750183105,82760793,distilroberta-base
A parka,is a type of clothing.,parka,clothing,17,-24.196568489074707,82760793,distilroberta-base
A pajama,is a type of clothing.,pajama,clothing,18,-15.972525596618652,82760793,distilroberta-base
An undershirt,is a type of clothing.,undershirt,clothing,19,-13.29767894744873,82760793,distilroberta-base
An overcoat,is a type of clothing.,overcoat,clothing,20,-16.815415382385254,82760793,distilroberta-base
A nightgown,is a type of clothing.,nightgown,clothing,21,-18.052082061767578,82760793,distilroberta-base
A raincoat,is a type of clothing.,raincoat,clothing,22,-16.063454627990723,82760793,distilroberta-base
A bathing suit,is a type of clothing.,bathing suit,clothing,23,-15.898346900939941,82760793,distilroberta-base
A bathrobe,is a type of clothing.,bathrobe,clothing,24,-17.048623085021973,82760793,distilroberta-base
A slip,is a type of clothing.,slip,clothing,25,-22.39646625518799,82760793,distilroberta-base
A bra,is a type of clothing.,bra,clothing,26,-15.164412498474121,82760793,distilroberta-base
A shoe,is a type of clothing.,shoe,clothing,27,-17.17411708831787,82760793,distilroberta-base
A tuxedo,is a type of clothing.,tuxedo,clothing,28,-15.026784896850586,82760793,distilroberta-base
A stocking,is a type of clothing.,stocking,clothing,29,-17.54920768737793,82760793,distilroberta-base
A vest,is a type of clothing.,vest,clothing,30,-14.845540046691895,82760793,distilroberta-base
A nylon,is a type of clothing.,nylon,clothing,31,-14.129203796386719,82760793,distilroberta-base
A cape,is a type of clothing.,cape,clothing,32,-16.040278434753418,82760793,distilroberta-base
A boot,is a type of clothing.,boot,clothing,33,-20.247069358825684,82760793,distilroberta-base
A sandal,is a type of clothing.,sandal,clothing,34,-19.345201015472412,82760793,distilroberta-base
A tie,is a type of clothing.,tie,clothing,35,-17.53676414489746,82760793,distilroberta-base
A girdle,is a type of clothing.,girdle,clothing,36,-19.401490211486816,82760793,distilroberta-base
A belt,is a type of clothing.,belt,clothing,37,-18.019036293029785,82760793,distilroberta-base
A scarf,is a type of clothing.,scarf,clothing,38,-15.599075317382812,82760793,distilroberta-base
A mitten,is a type of clothing.,mitten,clothing,39,-23.09921360015869,82760793,distilroberta-base
A slipper,is a type of clothing.,slipper,clothing,40,-17.48079013824463,82760793,distilroberta-base
A hat,is a type of clothing.,hat,clothing,41,-16.547621726989746,82760793,distilroberta-base
An overshoe,is a type of clothing.,overshoe,clothing,42,-17.13405704498291,82760793,distilroberta-base
A glove,is a type of clothing.,glove,clothing,43,-18.680192947387695,82760793,distilroberta-base
An apron,is a type of clothing.,apron,clothing,44,-18.89989137649536,82760793,distilroberta-base
An earmuff,is a type of clothing.,earmuff,clothing,45,-22.48416042327881,82760793,distilroberta-base
A handkerchief,is a type of clothing.,handkerchief,clothing,46,-17.965352058410645,82760793,distilroberta-base
A purse,is a type of clothing.,purse,clothing,47,-21.149806022644043,82760793,distilroberta-base
A hairband,is a type of clothing.,hairband,clothing,48,-17.07122039794922,82760793,distilroberta-base
A ring,is a type of clothing.,ring,clothing,49,-21.068511962890625,82760793,distilroberta-base
An earring,is a type of clothing.,earring,clothing,50,-20.14416217803955,82760793,distilroberta-base
A watch,is a type of clothing.,watch,clothing,51,-19.53785991668701,82760793,distilroberta-base
A cuff link,is a type of clothing.,cuff link,clothing,52,-22.01186990737915,82760793,distilroberta-base
A necklace,is a type of clothing.,necklace,clothing,53,-20.007702827453613,82760793,distilroberta-base
A bracelet,is a type of clothing.,bracelet,clothing,54,-19.707919120788574,82760793,distilroberta-base
A cane,is a type of clothing.,cane,clothing,55,-23.70661449432373,82760793,distilroberta-base
An automobile,is a vehicle.,automobile,vehicle,1,-8.974679946899414,82760793,distilroberta-base
A station wagon,is a vehicle.,station wagon,vehicle,2,-13.537264823913574,82760793,distilroberta-base
A truck,is a vehicle.,truck,vehicle,3,-14.197486877441406,82760793,distilroberta-base
A car,is a vehicle.,car,vehicle,4,-10.82163143157959,82760793,distilroberta-base
A bus,is a vehicle.,bus,vehicle,5,-13.362127304077148,82760793,distilroberta-base
A taxi,is a vehicle.,taxi,vehicle,6,-15.008706092834473,82760793,distilroberta-base
A jeep,is a vehicle.,jeep,vehicle,7,-14.883584976196289,82760793,distilroberta-base
An ambulance,is a vehicle.,ambulance,vehicle,8,-18.324108123779297,82760793,distilroberta-base
A motorcycle,is a vehicle.,motorcycle,vehicle,9,-13.218083381652832,82760793,distilroberta-base
A streetcar,is a vehicle.,streetcar,vehicle,10,-11.779645919799805,82760793,distilroberta-base
A van,is a vehicle.,van,vehicle,11,-12.059982299804688,82760793,distilroberta-base
A honda,is a vehicle.,Honda,vehicle,12,-14.522419929504395,82760793,distilroberta-base
A cable car,is a vehicle.,cable car,vehicle,13,-14.545096397399902,82760793,distilroberta-base
A train,is a vehicle.,train,vehicle,14,-15.248322486877441,82760793,distilroberta-base
A trolley,is a vehicle.,trolley,vehicle,15,-14.134546279907227,82760793,distilroberta-base
A bicycle,is a vehicle.,bicycle,vehicle,16,-11.950494766235352,82760793,distilroberta-base
A carriage,is a vehicle.,carriage,vehicle,17,-11.76616096496582,82760793,distilroberta-base
An airplane,is a vehicle.,airplane,vehicle,18,-13.718659400939941,82760793,distilroberta-base
A bike,is a vehicle.,bike,vehicle,19,-12.233733177185059,82760793,distilroberta-base
A boat,is a vehicle.,boat,vehicle,20,-14.459643363952637,82760793,distilroberta-base
A jet,is a vehicle.,jet,vehicle,21,-16.373991012573242,82760793,distilroberta-base
A ship,is a vehicle.,ship,vehicle,22,-14.12393856048584,82760793,distilroberta-base
A scooter,is a vehicle.,scooter,vehicle,23,-13.723282814025879,82760793,distilroberta-base
A tractor,is a vehicle.,tractor,vehicle,24,-14.190628051757812,82760793,distilroberta-base
A wagon,is a vehicle.,wagon,vehicle,25,-11.801237106323242,82760793,distilroberta-base
A subway,is a vehicle.,subway,vehicle,26,-17.04103946685791,82760793,distilroberta-base
A trailer,is a vehicle.,trailer,vehicle,27,-15.991561889648438,82760793,distilroberta-base
A cart,is a vehicle.,cart,vehicle,28,-14.097053527832031,82760793,distilroberta-base
A wheelchair,is a vehicle.,wheelchair,vehicle,29,-15.41130256652832,82760793,distilroberta-base
A yacht,is a vehicle.,yacht,vehicle,30,-14.268983840942383,82760793,distilroberta-base
A tank,is a vehicle.,tank,vehicle,31,-13.84273910522461,82760793,distilroberta-base
A go-cart,is a vehicle.,go-cart,vehicle,32,-14.070043563842773,82760793,distilroberta-base
A rowboat,is a vehicle.,rowboat,vehicle,33,-16.50154685974121,82760793,distilroberta-base
A dogsled,is a vehicle.,dogsled,vehicle,34,-21.49941349029541,82760793,distilroberta-base
A tricycle,is a vehicle.,tricycle,vehicle,35,-12.41440200805664,82760793,distilroberta-base
A canoe,is a vehicle.,canoe,vehicle,36,-13.670354843139648,82760793,distilroberta-base
A raft,is a vehicle.,raft,vehicle,37,-15.2748441696167,82760793,distilroberta-base
A submarine,is a vehicle.,submarine,vehicle,38,-14.54830265045166,82760793,distilroberta-base
A sled,is a vehicle.,sled,vehicle,39,-13.591743469238281,82760793,distilroberta-base
A horse,is a vehicle.,horse,vehicle,40,-17.218689918518066,82760793,distilroberta-base
A rocket,is a vehicle.,rocket,vehicle,41,-15.884961128234863,82760793,distilroberta-base
A blimp,is a vehicle.,blimp,vehicle,42,-15.794170379638672,82760793,distilroberta-base
A skate,is a vehicle.,skate,vehicle,43,-15.760700225830078,82760793,distilroberta-base
A camel,is a vehicle.,camel,vehicle,44,-19.08583164215088,82760793,distilroberta-base
Feet,are vehicles.,feet,vehicle,45,-24.45220947265625,82760793,distilroberta-base
A ski,is a vehicle.,ski,vehicle,46,-16.554173469543457,82760793,distilroberta-base
A skateboard,is a vehicle.,skateboard,vehicle,47,-14.115008354187012,82760793,distilroberta-base
A wheelbarrow,is a vehicle.,wheelbarrow,vehicle,48,-13.713945388793945,82760793,distilroberta-base
A surfboard,is a vehicle.,surfboard,vehicle,49,-15.310558319091797,82760793,distilroberta-base
An elevator,is a vehicle.,elevator,vehicle,50,-16.111162185668945,82760793,distilroberta-base
A chair,is a type of furniture.,chair,furniture,1,-15.330443382263184,82760793,distilroberta-base
A sofa,is a type of furniture.,sofa,furniture,2,-14.229517936706543,82760793,distilroberta-base
A couch,is a type of furniture.,couch,furniture,3,-16.616649627685547,82760793,distilroberta-base
A table,is a type of furniture.,table,furniture,4,-21.70092487335205,82760793,distilroberta-base
An easy chair,is a type of furniture.,easy chair,furniture,5,-17.91452407836914,82760793,distilroberta-base
A dresser,is a type of furniture.,dresser,furniture,6,-22.299460887908936,82760793,distilroberta-base
A rocking chair,is a type of furniture.,rocking chair,furniture,7,-15.183025360107422,82760793,distilroberta-base
A coffee table,is a type of furniture.,coffee table,furniture,8,-17.642050743103027,82760793,distilroberta-base
A rocker,is a type of furniture.,rocker,furniture,9,-27.585481643676758,82760793,distilroberta-base
A love seat,is a type of furniture.,love seat,furniture,10,-20.403137683868408,82760793,distilroberta-base
Chest of drawers,are furniture.,chest of drawers,furniture,11,-19.172646522521973,82760793,distilroberta-base
A desk,is a type of furniture.,desk,furniture,12,-18.104371070861816,82760793,distilroberta-base
A bed,is a type of furniture.,bed,furniture,13,-18.634366989135742,82760793,distilroberta-base
A bureau,is a type of furniture.,bureau,furniture,14,-24.0435791015625,82760793,distilroberta-base
A davenport,is a type of furniture.,davenport,furniture,15,-22.439948081970215,82760793,distilroberta-base
An end table,is a type of furniture.,end table,furniture,16,-24.206052780151367,82760793,distilroberta-base
A divan,is a type of furniture.,divan,furniture,17,-21.020811080932617,82760793,distilroberta-base
A night table,is a type of furniture.,night table,furniture,18,-18.63810157775879,82760793,distilroberta-base
A chest,is a type of furniture.,chest,furniture,19,-20.844515323638916,82760793,distilroberta-base
A cedar chest,is a type of furniture.,cedar chest,furniture,20,-17.665531158447266,82760793,distilroberta-base
A vanity,is a type of furniture.,vanity,furniture,21,-24.056607246398926,82760793,distilroberta-base
A bookcase,is a type of furniture.,bookcase,furniture,22,-18.630176544189453,82760793,distilroberta-base
A lounge,is a type of furniture.,lounge,furniture,23,-20.654667377471924,82760793,distilroberta-base
A chaise lounge,is a type of furniture.,chaise lounge,furniture,24,-20.5720272064209,82760793,distilroberta-base
An ottoman,is a type of furniture.,ottoman,furniture,25,-23.229320526123047,82760793,distilroberta-base
A footstool,is a type of furniture.,footstool,furniture,26,-17.93134593963623,82760793,distilroberta-base
A cabinet,is a type of furniture.,cabinet,furniture,27,-18.01573944091797,82760793,distilroberta-base
A china closet,is a type of furniture.,china closet,furniture,28,-20.418219566345215,82760793,distilroberta-base
A bench,is a type of furniture.,bench,furniture,29,-18.64226531982422,82760793,distilroberta-base
A buffet,is a type of furniture.,buffet,furniture,30,-21.94443416595459,82760793,distilroberta-base
A lamp,is a type of furniture.,lamp,furniture,31,-18.186412811279297,82760793,distilroberta-base
A stool,is a type of furniture.,stool,furniture,32,-18.918950080871582,82760793,distilroberta-base
A hassock,is a type of furniture.,hassock,furniture,33,-20.796080589294434,82760793,distilroberta-base
A drawer,is a type of furniture.,drawer,furniture,34,-20.905442237854004,82760793,distilroberta-base
A piano,is a type of furniture.,piano,furniture,35,-18.510930061340332,82760793,distilroberta-base
A cushion,is a type of furniture.,cushion,furniture,36,-17.074959754943848,82760793,distilroberta-base
A magazine rack,is a type of furniture.,magazine rack,furniture,37,-19.642776489257812,82760793,distilroberta-base
A hi-fi,is a type of furniture.,hi-fi,furniture,38,-20.688112258911133,82760793,distilroberta-base
A cupboard,is a type of furniture.,cupboard,furniture,39,-17.994279861450195,82760793,distilroberta-base
A stereo,is a type of furniture.,stereo,furniture,40,-19.674921989440918,82760793,distilroberta-base
A mirror,is a type of furniture.,mirror,furniture,41,-22.23717498779297,82760793,distilroberta-base
A television,is a type of furniture.,television,furniture,42,-20.908178329467773,82760793,distilroberta-base
A bar,is a type of furniture.,bar,furniture,43,-21.144007682800293,82760793,distilroberta-base
A shelf,is a type of furniture.,shelf,furniture,44,-20.528483390808105,82760793,distilroberta-base
A rug,is a type of furniture.,rug,furniture,45,-17.37614345550537,82760793,distilroberta-base
A pillow,is a type of furniture.,pillow,furniture,46,-18.609944343566895,82760793,distilroberta-base
A wastebasket,is a type of furniture.,wastebasket,furniture,47,-18.498583793640137,82760793,distilroberta-base
A radio,is a type of furniture.,radio,furniture,48,-24.009434700012207,82760793,distilroberta-base
A sewing machine,is a type of furniture.,sewing machine,furniture,49,-20.86021137237549,82760793,distilroberta-base
A stove,is a type of furniture.,stove,furniture,50,-17.861119270324707,82760793,distilroberta-base
A counter,is a type of furniture.,counter,furniture,51,-22.869409561157227,82760793,distilroberta-base
A clock,is a type of furniture.,clock,furniture,52,-23.369020462036133,82760793,distilroberta-base
A drape,is a type of furniture.,drape,furniture,53,-19.201714515686035,82760793,distilroberta-base
A refrigerator,is a type of furniture.,refrigerator,furniture,54,-19.222816467285156,82760793,distilroberta-base
A picture,is a type of furniture.,picture,furniture,55,-25.32332134246826,82760793,distilroberta-base
A closet,is a type of furniture.,closet,furniture,56,-19.69714069366455,82760793,distilroberta-base
A vase,is a type of furniture.,vase,furniture,57,-19.77529239654541,82760793,distilroberta-base
An ashtray,is a type of furniture.,ashtray,furniture,58,-19.636427879333496,82760793,distilroberta-base
A fan,is a type of furniture.,fan,furniture,59,-28.59633445739746,82760793,distilroberta-base
A telephone,is a type of furniture.,telephone,furniture,60,-22.602924346923828,82760793,distilroberta-base
A gun,is a weapon.,gun,weapon,1,-6.49235725402832,82760793,distilroberta-base
A pistol,is a weapon.,pistol,weapon,2,-7.2471723556518555,82760793,distilroberta-base
A revolver,is a weapon.,revolver,weapon,3,-8.088532447814941,82760793,distilroberta-base
A machine gun,is a weapon.,machine gun,weapon,4,-7.75766658782959,82760793,distilroberta-base
A rifle,is a weapon.,rifle,weapon,5,-7.801358222961426,82760793,distilroberta-base
A switchblade,is a weapon.,switchblade,weapon,6,-10.447501182556152,82760793,distilroberta-base
A knife,is a weapon.,knife,weapon,7,-6.2870893478393555,82760793,distilroberta-base
A dagger,is a weapon.,dagger,weapon,8,-7.755582809448242,82760793,distilroberta-base
A shotgun,is a weapon.,shotgun,weapon,9,-7.619616508483887,82760793,distilroberta-base
A sword,is a weapon.,sword,weapon,10,-6.98787784576416,82760793,distilroberta-base
A bomb,is a weapon.,bomb,weapon,11,-8.567636489868164,82760793,distilroberta-base
A hand grenade,is a weapon.,hand grenade,weapon,12,-8.486513137817383,82760793,distilroberta-base
An atom bomb,is a weapon.,Atom bomb,weapon,13,-8.916196823120117,82760793,distilroberta-base
A bayonet,is a weapon.,bayonet,weapon,14,-8.06817626953125,82760793,distilroberta-base
A spear,is a weapon.,spear,weapon,15,-8.623456001281738,82760793,distilroberta-base
A bazooka,is a weapon.,bazooka,weapon,16,-14.063994407653809,82760793,distilroberta-base
A cannon,is a weapon.,cannon,weapon,17,-8.56441593170166,82760793,distilroberta-base
A bow and arrow,is a weapon.,bow and arrow,weapon,18,-6.76577091217041,82760793,distilroberta-base
A club,is a weapon.,club,weapon,19,-14.960272312164307,82760793,distilroberta-base
A lance,is a weapon.,lance,weapon,20,-12.8779296875,82760793,distilroberta-base
A brass knuckle,is a weapon.,brass knuckle,weapon,21,-9.852444648742676,82760793,distilroberta-base
A bullet,is a weapon.,bullet,weapon,22,-8.903182983398438,82760793,distilroberta-base
A tomahawk,is a weapon.,tomahawk,weapon,23,-10.580309867858887,82760793,distilroberta-base
A mortar,is a weapon.,mortar,weapon,24,-9.316112518310547,82760793,distilroberta-base
An arrow,is a weapon.,arrow,weapon,25,-10.43148422241211,82760793,distilroberta-base
A blackjack,is a weapon.,blackjack,weapon,26,-16.958036422729492,82760793,distilroberta-base
A tank,is a weapon.,tank,weapon,27,-11.254772186279297,82760793,distilroberta-base
Teargas,is a weapon.,teargas,weapon,28,-13.758606910705566,82760793,distilroberta-base
A missile,is a weapon.,missile,weapon,29,-8.60302448272705,82760793,distilroberta-base
A whip,is a weapon.,whip,weapon,30,-9.989396095275879,82760793,distilroberta-base
An ice pick,is a weapon.,ice pick,weapon,31,-10.727913856506348,82760793,distilroberta-base
A hatchet,is a weapon.,hatchet,weapon,32,-8.745182037353516,82760793,distilroberta-base
A slingshot,is a weapon.,slingshot,weapon,33,-10.133045196533203,82760793,distilroberta-base
A fist,is a weapon.,fist,weapon,34,-9.703944206237793,82760793,distilroberta-base
An axe,is a weapon.,axe,weapon,35,-9.217748641967773,82760793,distilroberta-base
A bow,is a weapon.,bow,weapon,36,-9.081835746765137,82760793,distilroberta-base
A razor,is a weapon.,razor,weapon,37,-9.201262474060059,82760793,distilroberta-base
A razor blade,is a weapon.,razor blade,weapon,38,-8.751646041870117,82760793,distilroberta-base
A rocket,is a weapon.,rocket,weapon,39,-9.731125831604004,82760793,distilroberta-base
A judo,is a weapon.,judo,weapon,40,-12.156710624694824,82760793,distilroberta-base
A stick,is a weapon.,stick,weapon,41,-10.665054321289062,82760793,distilroberta-base
A poison,is a weapon.,poison,weapon,42,-8.394137382507324,82760793,distilroberta-base
A rock,is a weapon.,rock,weapon,43,-13.625197887420654,82760793,distilroberta-base
A stone,is a weapon.,stone,weapon,44,-11.25961685180664,82760793,distilroberta-base
Gas,is a weapon.,gas,weapon,45,-11.435755729675293,82760793,distilroberta-base
A chain,is a weapon.,chain,weapon,46,-14.324868202209473,82760793,distilroberta-base
A scissor,is a weapon.,scissor,weapon,47,-11.037887573242188,82760793,distilroberta-base
A brick,is a weapon.,brick,weapon,48,-13.195784568786621,82760793,distilroberta-base
A pitchfork,is a weapon.,pitchfork,weapon,49,-10.118914604187012,82760793,distilroberta-base
A hammer,is a weapon.,hammer,weapon,50,-9.928197860717773,82760793,distilroberta-base
A word,is a weapon.,word,weapon,51,-11.554553031921387,82760793,distilroberta-base
A hand,is a weapon.,hand,weapon,52,-13.72069263458252,82760793,distilroberta-base
A pipe,is a weapon.,pipe,weapon,53,-12.472567558288574,82760793,distilroberta-base
A rope,is a weapon.,rope,weapon,54,-12.679920196533203,82760793,distilroberta-base
An airplane,is a weapon.,airplane,weapon,55,-12.817079544067383,82760793,distilroberta-base
A foot,is a weapon.,foot,weapon,56,-11.905757904052734,82760793,distilroberta-base
A car,is a weapon.,car,weapon,57,-13.772777557373047,82760793,distilroberta-base
A screwdriver,is a weapon.,screwdriver,weapon,58,-11.029727935791016,82760793,distilroberta-base
Glass,is a weapon.,glass,weapon,59,-12.376497268676758,82760793,distilroberta-base
A shoe,is a weapon.,shoe,weapon,60,-10.827187538146973,82760793,distilroberta-base
