stimulus,item,category,rank,logprob,normalized_logprob,params,model
a scissors is a tool.,scissors,tool,59,-38.35408878326416,-5.479155540466309,116537088,openai-gpt
a crane is a tool.,crane,tool,60,-35.230815172195435,-5.03297359602792,116537088,openai-gpt
orange is a fruit.,orange,fruit,1,-32.21765661239624,-5.369609435399373,116537088,openai-gpt
apple is a fruit.,apple,fruit,2,-29.85827112197876,-4.976378520329793,116537088,openai-gpt
banana is a fruit.,banana,fruit,3,-31.95986318588257,-5.326643864313762,116537088,openai-gpt
peach is a fruit.,peach,fruit,4,-33.042378425598145,-5.507063070933024,116537088,openai-gpt
pear is a fruit.,pear,fruit,5,-31.646472692489624,-5.274412115414937,116537088,openai-gpt
apricot is a fruit.,apricot,fruit,6,-35.09114146232605,-5.013020208903721,116537088,openai-gpt
tangerine is a fruit.,tangerine,fruit,7,-34.87787127494812,-4.982553039278303,116537088,openai-gpt
plum is a fruit.,plum,fruit,8,-31.780417680740356,-5.296736280123393,116537088,openai-gpt
grapes are fruit.,grapes,fruit,9,-31.4910831451416,-6.29821662902832,116537088,openai-gpt
nectarine is a fruit.,nectarine,fruit,10,-37.92593955993652,-4.740742444992065,116537088,openai-gpt
strawberry is a fruit.,strawberry,fruit,11,-33.078009366989136,-5.513001561164856,116537088,openai-gpt
grapefruit is a fruit.,grapefruit,fruit,12,-34.278621196746826,-5.713103532791138,116537088,openai-gpt
berry is a fruit.,berry,fruit,13,-34.06524920463562,-5.677541534105937,116537088,openai-gpt
cherry is a fruit.,cherry,fruit,14,-32.360867977142334,-5.393477996190389,116537088,openai-gpt
pineapple is a fruit.,pineapple,fruit,15,-33.79930305480957,-5.633217175801595,116537088,openai-gpt
blackberry is a fruit.,blackberry,fruit,16,-35.011958599090576,-5.835326433181763,116537088,openai-gpt
melon is a fruit.,melon,fruit,17,-33.17026662826538,-5.5283777713775635,116537088,openai-gpt
blueberry is a fruit.,blueberry,fruit,18,-34.869983434677124,-5.811663905779521,116537088,openai-gpt
raspberry is a fruit.,raspberry,fruit,19,-34.66003894805908,-5.776673158009847,116537088,openai-gpt
lemon is a fruit.,lemon,fruit,20,-32.15692114830017,-5.359486858050029,116537088,openai-gpt
black raspberry is a fruit.,black raspberry,fruit,21,-42.43881344795227,-6.062687635421753,116537088,openai-gpt
boysenberry is a fruit.,boysenberry,fruit,22,-40.75436019897461,-5.094295024871826,116537088,openai-gpt
watermelon is a fruit.,watermelon,fruit,23,-32.55538201332092,-5.425897002220154,116537088,openai-gpt
cantaloupe is a fruit.,cantaloupe,fruit,24,-33.50385403633118,-3.7226504484812417,116537088,openai-gpt
lime is a fruit.,lime,fruit,25,-33.372278690338135,-5.562046448389689,116537088,openai-gpt
tangelo is a fruit.,tangelo,fruit,26,-43.131288051605225,-6.161612578800747,116537088,openai-gpt
papaya is a fruit.,papaya,fruit,27,-33.585915088653564,-4.198239386081696,116537088,openai-gpt
honeydew is a fruit.,honeydew,fruit,28,-33.91219162940979,-4.844598804201398,116537088,openai-gpt
fig is a fruit.,fig,fruit,29,-33.75447177886963,-5.6257452964782715,116537088,openai-gpt
mango is a fruit.,mango,fruit,30,-33.74652171134949,-5.6244202852249146,116537088,openai-gpt
guava is a fruit.,guava,fruit,31,-34.91273760795593,-4.9875339439937045,116537088,openai-gpt
pomegranate is a fruit.,pomegranate,fruit,32,-32.60730266571045,-3.623033629523383,116537088,openai-gpt
cranberry is a fruit.,cranberry,fruit,33,-35.90342736244202,-5.9839045604070025,116537088,openai-gpt
passion fruit is a fruit.,passion fruit,fruit,34,-40.03743934631348,-5.7196341923304965,116537088,openai-gpt
prunes are fruit.,prunes,fruit,35,-37.01777458190918,-6.169629096984863,116537088,openai-gpt
gooseberry is a fruit.,gooseberry,fruit,36,-34.75773000717163,-4.965390001024518,116537088,openai-gpt
date is a fruit.,date,fruit,37,-36.48817276954651,-6.0813621282577515,116537088,openai-gpt
kumquat is a fruit.,kumquat,fruit,38,-40.31863284111023,-4.479848093456692,116537088,openai-gpt
raisin is a fruit.,raisin,fruit,39,-33.22194743156433,-4.745992490223476,116537088,openai-gpt
muskmelon is a fruit.,muskmelon,fruit,40,-41.953306436538696,-5.244163304567337,116537088,openai-gpt
persimmon is a fruit.,persimmon,fruit,41,-37.966166257858276,-4.7457707822322845,116537088,openai-gpt
pawpaw is a fruit.,pawpaw,fruit,42,-37.948283433914185,-4.743535429239273,116537088,openai-gpt
coconut is a fruit.,coconut,fruit,43,-34.29385733604431,-5.715642889340718,116537088,openai-gpt
avocado is a fruit.,avocado,fruit,44,-33.235849380493164,-5.539308230082194,116537088,openai-gpt
pumpkin is a fruit.,pumpkin,fruit,45,-32.21286702156067,-5.368811170260112,116537088,openai-gpt
tomato is a fruit.,tomato,fruit,46,-33.8437180519104,-5.6406196753184,116537088,openai-gpt
nut is a fruit.,nut,fruit,47,-33.60301756858826,-5.6005029280980425,116537088,openai-gpt
gourd is a fruit.,gourd,fruit,48,-34.70041012763977,-4.957201446805682,116537088,openai-gpt
olive is a fruit.,olive,fruit,49,-33.07593512535095,-5.512655854225159,116537088,openai-gpt
pickle is a fruit.,pickle,fruit,50,-32.40743064880371,-5.401238441467285,116537088,openai-gpt
squash is a fruit.,squash,fruit,51,-34.013100147247314,-5.668850024541219,116537088,openai-gpt
pants are clothes.,pants,clothing,1,-31.836711406707764,-6.367342281341553,116537088,openai-gpt
a shirt is a type of clothing.,shirt,clothing,2,-39.982184648513794,-4.442464960945977,116537088,openai-gpt
dress is a type of clothing.,dress,clothing,3,-36.030245542526245,-4.503780692815781,116537088,openai-gpt
a skirt is a type of clothing.,skirt,clothing,4,-41.27015733718872,-4.585573037465413,116537088,openai-gpt
a blouse is a type of clothing.,blouse,clothing,5,-42.31503343582153,-4.701670381757948,116537088,openai-gpt
a suit is a type of clothing.,suit,clothing,6,-38.630359172821045,-4.29226213031345,116537088,openai-gpt
slacks are clothes.,slacks,clothing,7,-35.215314865112305,-7.043062973022461,116537088,openai-gpt
a jacket is a type of clothing.,jacket,clothing,8,-40.85894441604614,-4.539882712894016,116537088,openai-gpt
a coat is a type of clothing.,coat,clothing,9,-40.03790855407715,-4.448656506008572,116537088,openai-gpt
a sweater is a type of clothing.,sweater,clothing,10,-41.14398813247681,-4.571554236941868,116537088,openai-gpt
a sweatshirt is a type of clothing.,sweatshirt,clothing,11,-44.518356800079346,-4.946484088897705,116537088,openai-gpt
underpants are clothes.,underpants,clothing,12,-34.95641279220581,-6.991282558441162,116537088,openai-gpt
a sports jacket is a type of clothing.,sports jacket,clothing,13,-47.23606586456299,-4.723606586456299,116537088,openai-gpt
a jumper is a type of clothing.,jumper,clothing,14,-46.9207706451416,-5.213418960571289,116537088,openai-gpt
panties are clothes.,panties,clothing,15,-32.966670989990234,-6.593334197998047,116537088,openai-gpt
socks are clothes.,socks,clothing,16,-32.444621562957764,-6.488924312591553,116537088,openai-gpt
a parka is a type of clothing.,parka,clothing,17,-44.844260454177856,-4.982695606019762,116537088,openai-gpt
pajamas are clothes.,pajamas,clothing,18,-32.654348373413086,-6.530869674682617,116537088,openai-gpt
an undershirt is a type of clothing.,undershirt,clothing,19,-45.036895751953125,-5.004099527994792,116537088,openai-gpt
an overcoat is a type of clothing.,overcoat,clothing,20,-42.091405391693115,-4.676822821299235,116537088,openai-gpt
a nightgown is a type of clothing.,nightgown,clothing,21,-43.72822284698486,-4.858691427442762,116537088,openai-gpt
a raincoat is a type of clothing.,raincoat,clothing,22,-42.02779769897461,-4.669755299886067,116537088,openai-gpt
a bathing suit is a type of clothing.,bathing suit,clothing,23,-42.895503997802734,-4.289550399780273,116537088,openai-gpt
a bathrobe is a type of clothing.,bathrobe,clothing,24,-43.357709884643555,-4.81752332051595,116537088,openai-gpt
a slip is a type of clothing.,slip,clothing,25,-44.97850561141968,-4.997611734602186,116537088,openai-gpt
a bra is a type of clothing.,bra,clothing,26,-41.901463985443115,-4.655718220604791,116537088,openai-gpt
shoes are clothes.,shoes,clothing,27,-31.7345609664917,-6.34691219329834,116537088,openai-gpt
a tuxedo is a type of clothing.,tuxedo,clothing,28,-41.48800325393677,-4.609778139326307,116537088,openai-gpt
stockings are clothes.,stockings,clothing,29,-34.96583557128906,-6.993167114257813,116537088,openai-gpt
a vest is a type of clothing.,vest,clothing,30,-43.04289937019348,-4.782544374465942,116537088,openai-gpt
nylons are clothes.,nylons,clothing,31,-37.137807846069336,-6.189634641011556,116537088,openai-gpt
a cape is a type of clothing.,cape,clothing,32,-41.50412178039551,-4.611569086710612,116537088,openai-gpt
boots are clothes.,boots,clothing,33,-32.07137489318848,-6.414274978637695,116537088,openai-gpt
sandals are clothes.,sandals,clothing,34,-35.25598096847534,-7.051196193695068,116537088,openai-gpt
a tie is a type of clothing.,tie,clothing,35,-40.48468255996704,-4.49829806221856,116537088,openai-gpt
a girdle is a type of clothing.,girdle,clothing,36,-43.970218658447266,-4.397021865844726,116537088,openai-gpt
a belt is a type of clothing.,belt,clothing,37,-43.421546936035156,-4.824616326226129,116537088,openai-gpt
a scarf is a type of clothing.,scarf,clothing,38,-41.89238953590393,-4.65470994843377,116537088,openai-gpt
mittens are clothes.,mittens,clothing,39,-37.38824224472046,-7.477648448944092,116537088,openai-gpt
slippers are clothes.,slippers,clothing,40,-34.98729753494263,-6.997459506988525,116537088,openai-gpt
a hat is a type of clothing.,hat,clothing,41,-40.55178642272949,-4.505754046969944,116537088,openai-gpt
overshoes are clothes.,overshoes,clothing,42,-38.69149971008301,-6.448583285013835,116537088,openai-gpt
gloves are clothes.,gloves,clothing,43,-34.40992736816406,-6.881985473632812,116537088,openai-gpt
an apron is a type of clothing.,apron,clothing,44,-43.446871280670166,-4.827430142296685,116537088,openai-gpt
earmuffs are clothes.,earmuffs,clothing,45,-38.94231605529785,-5.563188007899693,116537088,openai-gpt
a handkerchief is a type of clothing.,handkerchief,clothing,46,-44.48184561729431,-4.942427290810479,116537088,openai-gpt
a purse is a type of clothing.,purse,clothing,47,-42.96841526031494,-4.7742683622572155,116537088,openai-gpt
a hairband is a type of clothing.,hairband,clothing,48,-46.874610900878906,-4.687461090087891,116537088,openai-gpt
a ring is a type of clothing.,ring,clothing,49,-43.41542720794678,-4.823936356438531,116537088,openai-gpt
en arring is a type of clothing.,earrings,clothing,50,-57.953593492507935,-5.795359349250793,116537088,openai-gpt
a watch is a type of clothing.,watch,clothing,51,-43.739405155181885,-4.859933906131321,116537088,openai-gpt
cuff links are clothes.,cuff links,clothing,52,-37.79969811439514,-6.299949685732524,116537088,openai-gpt
a necklace is a type of clothing.,necklace,clothing,53,-42.71159315109253,-4.745732572343615,116537088,openai-gpt
a bracelet is a type of clothing.,bracelet,clothing,54,-43.825658321380615,-4.869517591264513,116537088,openai-gpt
a cane is a type of clothing.,cane,clothing,55,-44.805667877197266,-4.978407541910808,116537088,openai-gpt
an automobile is a vehicle.,automobile,vehicle,1,-30.23929452896118,-4.319899218423026,116537088,openai-gpt
a station wagon is a vehicle.,station wagon,vehicle,2,-36.89433431625366,-4.611791789531708,116537088,openai-gpt
a truck is a vehicle.,truck,vehicle,3,-30.657270908355713,-4.379610129765102,116537088,openai-gpt
a car is a vehicle.,car,vehicle,4,-28.108458280563354,-4.015494040080479,116537088,openai-gpt
bus are vehicles.,bus,vehicle,5,-35.53493070602417,-7.106986141204834,116537088,openai-gpt
a taxi is a vehicle.,taxi,vehicle,6,-35.923550844192505,-5.1319358348846436,116537088,openai-gpt
a jeep is a vehicle.,jeep,vehicle,7,-33.40709090232849,-4.772441557475498,116537088,openai-gpt
an ambulance is a vehicle.,ambulance,vehicle,8,-35.37395787239075,-5.053422553198678,116537088,openai-gpt
a motorcycle is a vehicle.,motorcycle,vehicle,9,-33.922802448272705,-4.846114635467529,116537088,openai-gpt
a streetcar is a vehicle.,streetcar,vehicle,10,-36.9989013671875,-4.6248626708984375,116537088,openai-gpt
a van is a vehicle.,van,vehicle,11,-33.75806188583374,-4.82258026940482,116537088,openai-gpt
a Honda is a vehicle.,Honda,vehicle,12,-37.92666053771973,-5.41809436253139,116537088,openai-gpt
a cable car is a vehicle.,cable car,vehicle,13,-37.40621018409729,-4.675776273012161,116537088,openai-gpt
a train is a vehicle.,train,vehicle,14,-33.65898036956787,-4.808425767081125,116537088,openai-gpt
a trolley is a vehicle.,trolley,vehicle,15,-37.43424916267395,-5.3477498803819925,116537088,openai-gpt
a bicycle is a vehicle.,bicycle,vehicle,16,-34.18065881729126,-4.882951259613037,116537088,openai-gpt
a carriage is a vehicle.,carriage,vehicle,17,-33.82487082481384,-4.832124403544834,116537088,openai-gpt
an airplane is a vehicle.,airplane,vehicle,18,-33.00693082809448,-4.715275832584926,116537088,openai-gpt
a bike is a vehicle.,bike,vehicle,19,-33.34337568283081,-4.7633393832615445,116537088,openai-gpt
a boat is a vehicle.,boat,vehicle,20,-32.23820114135742,-4.605457305908203,116537088,openai-gpt
a jet is a vehicle.,jet,vehicle,21,-34.73653602600098,-4.962362289428711,116537088,openai-gpt
a ship is a vehicle.,ship,vehicle,22,-32.71951699256897,-4.674216713224139,116537088,openai-gpt
a scooter is a vehicle.,scooter,vehicle,23,-34.347105503082275,-4.906729357583182,116537088,openai-gpt
a tractor is a vehicle.,tractor,vehicle,24,-33.39285612106323,-4.770408017294748,116537088,openai-gpt
a wagon is a vehicle.,wagon,vehicle,25,-33.11348104476929,-4.730497292109898,116537088,openai-gpt
a subway is a vehicle.,subway,vehicle,26,-38.603267431259155,-5.5147524901798795,116537088,openai-gpt
a trailer is a vehicle.,trailer,vehicle,27,-35.325010776519775,-5.0464301109313965,116537088,openai-gpt
a cart is a vehicle.,cart,vehicle,28,-36.153564453125,-5.164794921875,116537088,openai-gpt
a wheelchair is a vehicle.,wheelchair,vehicle,29,-35.54616451263428,-5.078023501804897,116537088,openai-gpt
a yacht is a vehicle.,yacht,vehicle,30,-36.08243227005005,-5.154633181435721,116537088,openai-gpt
a tank is a vehicle.,tank,vehicle,31,-35.362247943878174,-5.0517497062683105,116537088,openai-gpt
a go-cart is a vehicle.,go-cart,vehicle,32,-42.30674767494202,-4.700749741660224,116537088,openai-gpt
a rowboat is a vehicle.,rowboat,vehicle,33,-37.06158137321472,-5.294511624744961,116537088,openai-gpt
a dogsled is a vehicle.,dogsled,vehicle,34,-39.97860383987427,-4.9973254799842834,116537088,openai-gpt
a tricycle is a vehicle.,tricycle,vehicle,35,-35.37283277511597,-4.421604096889496,116537088,openai-gpt
a canoe is a vehicle.,canoe,vehicle,36,-34.98872900009155,-4.998389857155936,116537088,openai-gpt
a raft is a vehicle.,raft,vehicle,37,-36.537222385406494,-5.219603197915213,116537088,openai-gpt
a submarine is a vehicle.,submarine,vehicle,38,-35.82227325439453,-5.117467607770648,116537088,openai-gpt
a sled is a vehicle.,sled,vehicle,39,-36.574299335479736,-5.224899905068534,116537088,openai-gpt
a horse is a vehicle.,horse,vehicle,40,-31.403090953826904,-4.486155850546701,116537088,openai-gpt
a rocket is a vehicle.,rocket,vehicle,41,-34.494596004486084,-4.927799429212298,116537088,openai-gpt
a blimp is a vehicle.,blimp,vehicle,42,-40.812495708465576,-5.101561963558197,116537088,openai-gpt
skates are vehicles.,skates,vehicle,43,-40.356629848480225,-8.071325969696044,116537088,openai-gpt
a camel is a vehicle.,camel,vehicle,44,-36.50024604797363,-5.2143208639962335,116537088,openai-gpt
feet are vehicles.,feet,vehicle,45,-34.17299842834473,-6.8345996856689455,116537088,openai-gpt
ski is a vehicle.,skis,vehicle,46,-37.88543653488159,-6.314239422480266,116537088,openai-gpt
a skateboard is a vehicle.,skateboard,vehicle,47,-37.53041982650757,-5.361488546643939,116537088,openai-gpt
a wheelbarrow is a vehicle.,wheelbarrow,vehicle,48,-35.84987282752991,-5.121410403932844,116537088,openai-gpt
a surfboard is a vehicle.,surfboard,vehicle,49,-37.67919063568115,-4.709898829460144,116537088,openai-gpt
an elevator is a vehicle.,elevator,vehicle,50,-35.71265172958374,-5.101807389940534,116537088,openai-gpt
a chair is a type of furniture.,chair,furniture,1,-42.580559492111206,-4.731173276901245,116537088,openai-gpt
a sofa is a type of furniture.,sofa,furniture,2,-43.72397303581238,-4.858219226201375,116537088,openai-gpt
a couch is a type of furniture.,couch,furniture,3,-42.678061723709106,-4.7420068581899,116537088,openai-gpt
a table is a type of furniture.,table,furniture,4,-47.02407670021057,-5.224897411134508,116537088,openai-gpt
an easy chair is a type of furniture.,easy chair,furniture,5,-47.76730442047119,-4.7767304420471195,116537088,openai-gpt
a dresser is a type of furniture.,dresser,furniture,6,-43.95331382751465,-4.883701536390516,116537088,openai-gpt
a rocking chair is a type of furniture.,rocking chair,furniture,7,-44.45747256278992,-4.445747256278992,116537088,openai-gpt
a coffee table is a type of furniture.,coffee table,furniture,8,-48.35836982727051,-4.83583698272705,116537088,openai-gpt
a rocker is a type of furniture.,rocker,furniture,9,-43.975098848342896,-4.886122094260322,116537088,openai-gpt
a love seat is a type of furniture.,love seat,furniture,10,-48.58886957168579,-4.858886957168579,116537088,openai-gpt
a chest of drawers is a type of furniture.,chest of drawers,furniture,11,-46.94094800949097,-4.267358909953725,116537088,openai-gpt
a desk is a type of furniture.,desk,furniture,12,-42.23356223106384,-4.69261802567376,116537088,openai-gpt
a bed is a type of furniture.,bed,furniture,13,-41.26703429222107,-4.5852260324690075,116537088,openai-gpt
a bureau is a type of furniture.,bureau,furniture,14,-45.84153151512146,-5.093503501680162,116537088,openai-gpt
a davenport is a type of furniture.,davenport,furniture,15,-48.81083631515503,-5.423426257239448,116537088,openai-gpt
an end table is a type of furniture.,end table,furniture,16,-50.96267890930176,-5.096267890930176,116537088,openai-gpt
a divan is a type of furniture.,divan,furniture,17,-48.71101427078247,-5.41233491897583,116537088,openai-gpt
a night table is a type of furniture.,night table,furniture,18,-48.307373046875,-4.8307373046875,116537088,openai-gpt
a chest is a type of furniture.,chest,furniture,19,-46.10470986366272,-5.122745540406969,116537088,openai-gpt
a cedar chest is a type of furniture.,cedar chest,furniture,20,-50.52118229866028,-5.052118229866028,116537088,openai-gpt
a vanity is a type of furniture.,vanity,furniture,21,-45.02059030532837,-5.002287811703152,116537088,openai-gpt
a bookcase is a type of furniture.,bookcase,furniture,22,-46.85862421989441,-5.20651380221049,116537088,openai-gpt
a lounge is a type of furniture.,lounge,furniture,23,-47.4380943775177,-5.270899375279744,116537088,openai-gpt
a chaise lounge is a type of furniture.,chaise lounge,furniture,24,-49.14782524108887,-4.914782524108887,116537088,openai-gpt
an ottoman is a type of furniture.,ottoman,furniture,25,-43.27104187011719,-4.807893541124132,116537088,openai-gpt
a footstool is a type of furniture.,footstool,furniture,26,-44.80423665046692,-4.4804236650466915,116537088,openai-gpt
a cabinet is a type of furniture.,cabinet,furniture,27,-44.640297174453735,-4.960033019383748,116537088,openai-gpt
a china closet is a type of furniture.,china closet,furniture,28,-50.59437656402588,-5.059437656402588,116537088,openai-gpt
a bench is a type of furniture.,bench,furniture,29,-47.65568947792053,-5.295076608657837,116537088,openai-gpt
a buffet is a type of furniture.,buffet,furniture,30,-48.71162796020508,-5.412403106689453,116537088,openai-gpt
a lamp is a type of furniture.,lamp,furniture,31,-44.0576114654541,-4.895290162828234,116537088,openai-gpt
a stool is a type of furniture.,stool,furniture,32,-47.063764572143555,-5.229307174682617,116537088,openai-gpt
a hassock is a type of furniture.,hassock,furniture,33,-46.06942009925842,-4.6069420099258425,116537088,openai-gpt
drawers are furniture.,drawers,furniture,34,-36.76724815368652,-7.3534496307373045,116537088,openai-gpt
a piano is a type of furniture.,piano,furniture,35,-41.551061153411865,-4.616784572601318,116537088,openai-gpt
a cushion is a type of furniture.,cushion,furniture,36,-44.28528690338135,-4.920587433709039,116537088,openai-gpt
a magazine rack is a type of furniture.,magazine rack,furniture,37,-50.408403396606445,-5.040840339660645,116537088,openai-gpt
a hi-fi is a type of furniture.,hi-fi,furniture,38,-53.61848497390747,-4.874407724900679,116537088,openai-gpt
a cupboard is a type of furniture.,cupboard,furniture,39,-47.31982398033142,-5.257758220036824,116537088,openai-gpt
a stereo is a type of furniture.,stereo,furniture,40,-48.79697108268738,-5.421885675854153,116537088,openai-gpt
a mirror is a type of furniture.,mirror,furniture,41,-43.36349034309387,-4.818165593677097,116537088,openai-gpt
a television is a type of furniture.,television,furniture,42,-45.53951644897461,-5.05994627210829,116537088,openai-gpt
a bar is a type of furniture.,bar,furniture,43,-45.10258603096008,-5.011398447884454,116537088,openai-gpt
a shelf is a type of furniture.,shelf,furniture,44,-46.16038417816162,-5.128931575351292,116537088,openai-gpt
a rug is a type of furniture.,rug,furniture,45,-41.512296199798584,-4.612477355533176,116537088,openai-gpt
a pillow is a type of furniture.,pillow,furniture,46,-45.08123850822449,-5.009026500913832,116537088,openai-gpt
a wastebasket is a type of furniture.,wastebasket,furniture,47,-49.169140338897705,-5.463237815433079,116537088,openai-gpt
a radio is a type of furniture.,radio,furniture,48,-47.43105459213257,-5.270117176903619,116537088,openai-gpt
a sewing machine is a type of furniture.,sewing machine,furniture,49,-45.778928995132446,-4.577892899513245,116537088,openai-gpt
a stove is a type of furniture.,stove,furniture,50,-45.498411655426025,-5.055379072825114,116537088,openai-gpt
a counter is a type of furniture.,counter,furniture,51,-45.214680671691895,-5.023853407965766,116537088,openai-gpt
a clock is a type of furniture.,clock,furniture,52,-47.23431444168091,-5.248257160186768,116537088,openai-gpt
drapes are furniture.,drapes,furniture,53,-36.10057735443115,-7.22011547088623,116537088,openai-gpt
a refrigerator is a type of furniture.,refrigerator,furniture,54,-46.46947145462036,-5.163274606068929,116537088,openai-gpt
a picture is a type of furniture.,picture,furniture,55,-45.45234942436218,-5.050261047151354,116537088,openai-gpt
a closet is a type of furniture.,closet,furniture,56,-43.77557969093323,-4.86395329899258,116537088,openai-gpt
a vase is a type of furniture.,vase,furniture,57,-45.20151400566101,-5.022390445073445,116537088,openai-gpt
an ashtray is a type of furniture.,ashtray,furniture,58,-45.21543073654175,-5.023936748504639,116537088,openai-gpt
a fan is a type of furniture.,fan,furniture,59,-47.92040967941284,-5.324489964379205,116537088,openai-gpt
a telephone is a type of furniture.,telephone,furniture,60,-45.91507077217102,-5.101674530241224,116537088,openai-gpt
a gun is a weapon.,gun,weapon,1,-25.98209571838379,-3.711727959769113,116537088,openai-gpt
a pistol is a weapon.,pistol,weapon,2,-28.051897525787354,-4.007413932255337,116537088,openai-gpt
a revolver is a weapon.,revolver,weapon,3,-30.554152011871338,-4.364878858838763,116537088,openai-gpt
a machine gun is a weapon.,machine gun,weapon,4,-30.178550481796265,-3.772318810224533,116537088,openai-gpt
a rifle is a weapon.,rifle,weapon,5,-28.477564334869385,-4.068223476409912,116537088,openai-gpt
a switchblade is a weapon.,switchblade,weapon,6,-33.75623607635498,-4.8223194394792825,116537088,openai-gpt
a knife is a weapon.,knife,weapon,7,-28.072983264923096,-4.010426180703299,116537088,openai-gpt
a dagger is a weapon.,dagger,weapon,8,-29.558141708374023,-4.22259167262486,116537088,openai-gpt
a shotgun is a weapon.,shotgun,weapon,9,-29.399569988250732,-4.199938569750104,116537088,openai-gpt
a sword is a weapon.,sword,weapon,10,-27.108339309692383,-3.8726199013846263,116537088,openai-gpt
a bomb is a weapon.,bomb,weapon,11,-30.540752410888672,-4.362964630126953,116537088,openai-gpt
a hand grenade is a weapon.,hand grenade,weapon,12,-38.2493839263916,-4.78117299079895,116537088,openai-gpt
an atom bomb is a weapon.,atom bomb,weapon,13,-34.47467303276062,-4.3093341290950775,116537088,openai-gpt
a bayonet is a weapon.,bayonet,weapon,14,-33.2504448890686,-4.750063555581229,116537088,openai-gpt
a spear is a weapon.,spear,weapon,15,-29.186522483825684,-4.169503211975098,116537088,openai-gpt
a bazooka is a weapon.,bazooka,weapon,16,-33.54791593551636,-3.727546215057373,116537088,openai-gpt
a cannon is a weapon.,cannon,weapon,17,-30.638821601867676,-4.376974514552525,116537088,openai-gpt
a bow and arrow is a weapon.,bow and arrow,weapon,18,-34.28427481651306,-3.8093638685014515,116537088,openai-gpt
a club is a weapon.,club,weapon,19,-35.0875301361084,-5.012504305158343,116537088,openai-gpt
a lance is a weapon.,lance,weapon,20,-32.67095875740051,-4.667279822485788,116537088,openai-gpt
brass knuckles are weapons.,brass knuckles,weapon,21,-36.90245294570923,-6.150408824284871,116537088,openai-gpt
a bullet is a weapon.,bullet,weapon,22,-29.553672313690186,-4.221953187670026,116537088,openai-gpt
a tomahawk is a weapon.,tomahawk,weapon,23,-34.371800661087036,-4.2964750826358795,116537088,openai-gpt
a mortar is a weapon.,mortar,weapon,24,-34.89411807060242,-4.98487401008606,116537088,openai-gpt
an arrow is a weapon.,arrow,weapon,25,-29.55962109565735,-4.222803013665335,116537088,openai-gpt
a blackjack is a weapon.,blackjack,weapon,26,-36.892258644104004,-5.270322663443429,116537088,openai-gpt
a tank is a weapon.,tank,weapon,27,-35.89625597000122,-5.128036567143032,116537088,openai-gpt
teargas is a weapon.,teargas,weapon,28,-37.012978076934814,-5.287568296704974,116537088,openai-gpt
a missile is a weapon.,missile,weapon,29,-31.265185594558716,-4.4664550849369595,116537088,openai-gpt
a whip is a weapon.,whip,weapon,30,-31.073116779327393,-4.439016682761056,116537088,openai-gpt
an ice pick is a weapon.,ice pick,weapon,31,-35.323140382766724,-4.4153925478458405,116537088,openai-gpt
a hatchet is a weapon.,hatchet,weapon,32,-31.928617477416992,-4.561231068202427,116537088,openai-gpt
a slingshot is a weapon.,slingshot,weapon,33,-32.806817054748535,-4.686688150678362,116537088,openai-gpt
a fist is a weapon.,fist,weapon,34,-32.31615924835205,-4.616594178336007,116537088,openai-gpt
an axe is a weapon.,axe,weapon,35,-28.68849802017212,-4.098356860024588,116537088,openai-gpt
a bow is a weapon.,bow,weapon,36,-30.941322565078735,-4.4201889378683905,116537088,openai-gpt
a razor is a weapon.,razor,weapon,37,-31.638202667236328,-4.519743238176618,116537088,openai-gpt
a razor blade is a weapon.,razor blade,weapon,38,-33.128448724746704,-4.141056090593338,116537088,openai-gpt
a rocket is a weapon.,rocket,weapon,39,-31.701115608215332,-4.5287308011736185,116537088,openai-gpt
a judo is a weapon.,judo,weapon,40,-43.60039448738098,-5.450049310922623,116537088,openai-gpt
a stick is a weapon.,stick,weapon,41,-30.233296394348145,-4.319042342049735,116537088,openai-gpt
a poison is a weapon.,poison,weapon,42,-33.22901105880737,-4.747001579829624,116537088,openai-gpt
a rock is a weapon.,rock,weapon,43,-32.89665937423706,-4.699522767748151,116537088,openai-gpt
a stone is a weapon.,stone,weapon,44,-33.62398386001587,-4.803426265716553,116537088,openai-gpt
gas is a weapon.,gas,weapon,45,-32.012908935546875,-5.3354848225911455,116537088,openai-gpt
a chain is a weapon.,chain,weapon,46,-31.839762449264526,-4.548537492752075,116537088,openai-gpt
a scissors is a weapon.,scissors,weapon,47,-37.61312770843506,-5.373303958347866,116537088,openai-gpt
a brick is a weapon.,bricks,weapon,48,-37.23919987678528,-5.319885696683611,116537088,openai-gpt
a pitchfork is a weapon.,pitchfork,weapon,49,-32.96574258804321,-4.709391798291888,116537088,openai-gpt
a hammer is a weapon.,hammer,weapon,50,-30.50669574737549,-4.358099392482212,116537088,openai-gpt
words are weapons.,word,weapon,51,-29.93379545211792,-5.986759090423584,116537088,openai-gpt
hands are weapons.,hand,weapon,52,-30.550886154174805,-6.110177230834961,116537088,openai-gpt
a pipe is a weapon.,pipe,weapon,53,-31.4052996635437,-4.486471380506243,116537088,openai-gpt
a rope is a weapon.,rope,weapon,54,-33.73286461830139,-4.818980659757342,116537088,openai-gpt
an airplane is a weapon.,airplane,weapon,55,-33.161367893218994,-4.737338270459857,116537088,openai-gpt
feet are weapons.,foot,weapon,56,-31.849923610687256,-6.369984722137451,116537088,openai-gpt
