stimulus,item,category,rank,logprob,normalized_logprob,params,model
apricot is a fruit.,apricot,fruit,6,-121.5716438293457,-17.36737768990653,356461657,roberta-large
tangerine is a fruit.,tangerine,fruit,7,-120.57205581665039,-17.224579402378627,356461657,roberta-large
plum is a fruit.,plum,fruit,8,-89.61721801757812,-14.936203002929688,356461657,roberta-large
grapes are fruit.,grapes,fruit,9,-103.26931762695312,-17.21155293782552,356461657,roberta-large
nectarine is a fruit.,nectarine,fruit,10,-101.69695472717285,-16.94949245452881,356461657,roberta-large
strawberry is a fruit.,strawberry,fruit,11,-105.55900192260742,-15.079857417515345,356461657,roberta-large
grapefruit is a fruit.,grapefruit,fruit,12,-113.88518905639648,-16.269312722342356,356461657,roberta-large
berry is a fruit.,berry,fruit,13,-77.17096138000488,-15.434192276000976,356461657,roberta-large
cherry is a fruit.,cherry,fruit,14,-95.52042770385742,-15.920071283976236,356461657,roberta-large
pineapple is a fruit.,pineapple,fruit,15,-90.45922660827637,-15.07653776804606,356461657,roberta-large
blackberry is a fruit.,blackberry,fruit,16,-88.48873519897461,-14.748122533162435,356461657,roberta-large
melon is a fruit.,melon,fruit,17,-70.49248123168945,-14.098496246337891,356461657,roberta-large
blueberry is a fruit.,blueberry,fruit,18,-80.45427703857422,-13.409046173095703,356461657,roberta-large
raspberry is a fruit.,raspberry,fruit,19,-93.64023208618164,-15.60670534769694,356461657,roberta-large
lemon is a fruit.,lemon,fruit,20,-86.52825546264648,-14.42137591044108,356461657,roberta-large
black raspberry is a fruit.,black raspberry,fruit,21,-82.10047912597656,-13.68341318766276,356461657,roberta-large
boysenberry is a fruit.,boysenberry,fruit,22,-108.60023880004883,-15.514319828578405,356461657,roberta-large
watermelon is a fruit.,watermelon,fruit,23,-91.0632209777832,-15.177203496297201,356461657,roberta-large
cantaloupe is a fruit.,cantaloupe,fruit,24,-155.57625198364258,-17.28625022040473,356461657,roberta-large
lime is a fruit.,lime,fruit,25,-70.26962661743164,-14.053925323486329,356461657,roberta-large
tangelo is a fruit.,tangelo,fruit,26,-92.7895278930664,-15.464921315511068,356461657,roberta-large
papaya is a fruit.,papaya,fruit,27,-107.04053115844727,-15.291504451206752,356461657,roberta-large
honeydew is a fruit.,honeydew,fruit,28,-138.35609817504883,-17.294512271881104,356461657,roberta-large
fig is a fruit.,fig,fruit,29,-76.2267074584961,-15.245341491699218,356461657,roberta-large
mango is a fruit.,mango,fruit,30,-84.59612274169922,-14.099353790283203,356461657,roberta-large
guava is a fruit.,guava,fruit,31,-96.18107223510742,-16.030178705851238,356461657,roberta-large
pomegranate is a fruit.,pomegranate,fruit,32,-167.67754745483398,-20.959693431854248,356461657,roberta-large
cranberry is a fruit.,cranberry,fruit,33,-107.61427307128906,-15.373467581612724,356461657,roberta-large
passion fruit is a fruit.,passion fruit,fruit,34,-96.3307991027832,-13.76154272896903,356461657,roberta-large
prunes are fruit.,prunes,fruit,35,-87.45631408691406,-17.49126281738281,356461657,roberta-large
gooseberry is a fruit.,gooseberry,fruit,36,-108.01962280273438,-15.431374686104911,356461657,roberta-large
date is a fruit.,date,fruit,37,-73.42387390136719,-14.684774780273438,356461657,roberta-large
kumquat is a fruit.,kumquat,fruit,38,-128.2773895263672,-16.0346736907959,356461657,roberta-large
raisin is a fruit.,raisin,fruit,39,-85.50799942016602,-14.251333236694336,356461657,roberta-large
muskmelon is a fruit.,muskmelon,fruit,40,-109.23835754394531,-13.654794692993164,356461657,roberta-large
persimmon is a fruit.,persimmon,fruit,41,-116.55753707885742,-16.65107672555106,356461657,roberta-large
pawpaw is a fruit.,pawpaw,fruit,42,-133.08428192138672,-16.63553524017334,356461657,roberta-large
coconut is a fruit.,coconut,fruit,43,-112.88240051269531,-16.12605721609933,356461657,roberta-large
avocado is a fruit.,avocado,fruit,44,-102.45392227172852,-17.075653711954754,356461657,roberta-large
pumpkin is a fruit.,pumpkin,fruit,45,-103.0870361328125,-14.726719447544642,356461657,roberta-large
tomato is a fruit.,tomato,fruit,46,-100.89713668823242,-16.816189448038738,356461657,roberta-large
nut is a fruit.,nut,fruit,47,-71.24795913696289,-14.249591827392578,356461657,roberta-large
gourd is a fruit.,gourd,fruit,48,-118.13557434082031,-16.876510620117188,356461657,roberta-large
olive is a fruit.,olive,fruit,49,-99.94143676757812,-16.656906127929688,356461657,roberta-large
pickle is a fruit.,pickle,fruit,50,-87.31756591796875,-14.552927652994791,356461657,roberta-large
squash is a fruit.,squash,fruit,51,-95.06695175170898,-15.844491958618164,356461657,roberta-large
pants are clothes.,pants,clothing,1,-52.63072967529297,-13.157682418823242,356461657,roberta-large
a shirt is a type of clothing.,shirt,clothing,2,-137.11957168579102,-17.139946460723877,356461657,roberta-large
dress is a type of clothing.,dress,clothing,3,-128.2005500793457,-18.314364297049387,356461657,roberta-large
a skirt is a type of clothing.,skirt,clothing,4,-134.27316284179688,-16.78414535522461,356461657,roberta-large
a blouse is a type of clothing.,blouse,clothing,5,-172.84848022460938,-19.205386691623264,356461657,roberta-large
a suit is a type of clothing.,suit,clothing,6,-135.77241897583008,-16.97155237197876,356461657,roberta-large
slacks are clothes.,slacks,clothing,7,-81.18047332763672,-16.236094665527343,356461657,roberta-large
a jacket is a type of clothing.,jacket,clothing,8,-139.3261260986328,-17.4157657623291,356461657,roberta-large
a coat is a type of clothing.,coat,clothing,9,-140.31111907958984,-17.53888988494873,356461657,roberta-large
a sweater is a type of clothing.,sweater,clothing,10,-138.19811630249023,-17.27476453781128,356461657,roberta-large
a sweatshirt is a type of clothing.,sweatshirt,clothing,11,-177.15294647216797,-19.683660719129776,356461657,roberta-large
underpants are clothes.,underpants,clothing,12,-71.52098846435547,-14.304197692871094,356461657,roberta-large
a sports jacket is a type of clothing.,sports jacket,clothing,13,-159.48992538452148,-17.721102820502388,356461657,roberta-large
a jumper is a type of clothing.,jumper,clothing,14,-147.53199768066406,-18.441499710083008,356461657,roberta-large
panties are clothes.,panties,clothing,15,-108.8196792602539,-18.136613210042317,356461657,roberta-large
socks are clothes.,socks,clothing,16,-83.461669921875,-16.692333984375,356461657,roberta-large
a parka is a type of clothing.,parka,clothing,17,-171.54054260253906,-19.060060289171005,356461657,roberta-large
pajamas are clothes.,pajamas,clothing,18,-105.19254302978516,-17.53209050496419,356461657,roberta-large
an undershirt is a type of clothing.,undershirt,clothing,19,-182.68671035766602,-20.298523373074,356461657,roberta-large
an overcoat is a type of clothing.,overcoat,clothing,20,-181.36998558044434,-20.15222062004937,356461657,roberta-large
a nightgown is a type of clothing.,nightgown,clothing,21,-202.46692276000977,-20.246692276000978,356461657,roberta-large
a raincoat is a type of clothing.,raincoat,clothing,22,-180.78920364379883,-20.087689293755425,356461657,roberta-large
a bathing suit is a type of clothing.,bathing suit,clothing,23,-171.56890869140625,-19.063212076822918,356461657,roberta-large
a bathrobe is a type of clothing.,bathrobe,clothing,24,-186.37680053710938,-20.708533393012154,356461657,roberta-large
a slip is a type of clothing.,slip,clothing,25,-140.94175720214844,-17.617719650268555,356461657,roberta-large
a bra is a type of clothing.,bra,clothing,26,-135.7032127380371,-16.96290159225464,356461657,roberta-large
shoes are clothes.,shoes,clothing,27,-97.55162048339844,-19.51032409667969,356461657,roberta-large
a tuxedo is a type of clothing.,tuxedo,clothing,28,-193.93690872192383,-19.393690872192384,356461657,roberta-large
stockings are clothes.,stockings,clothing,29,-95.66815567016602,-19.1336311340332,356461657,roberta-large
a vest is a type of clothing.,vest,clothing,30,-138.65583419799805,-17.331979274749756,356461657,roberta-large
nylons are clothes.,nylons,clothing,31,-105.1190071105957,-17.519834518432617,356461657,roberta-large
a cape is a type of clothing.,cape,clothing,32,-141.06872940063477,-17.633591175079346,356461657,roberta-large
boots are clothes.,boots,clothing,33,-88.34233474731445,-17.66846694946289,356461657,roberta-large
sandals are clothes.,sandals,clothing,34,-77.81513977050781,-15.563027954101562,356461657,roberta-large
a tie is a type of clothing.,tie,clothing,35,-132.37346649169922,-16.546683311462402,356461657,roberta-large
a girdle is a type of clothing.,girdle,clothing,36,-193.9939842224121,-19.399398422241212,356461657,roberta-large
a belt is a type of clothing.,belt,clothing,37,-130.78981018066406,-16.348726272583008,356461657,roberta-large
a scarf is a type of clothing.,scarf,clothing,38,-134.97998046875,-16.87249755859375,356461657,roberta-large
mittens are clothes.,mittens,clothing,39,-72.1979751586914,-14.439595031738282,356461657,roberta-large
slippers are clothes.,slippers,clothing,40,-83.93183135986328,-16.786366271972657,356461657,roberta-large
a hat is a type of clothing.,hat,clothing,41,-129.86749649047852,-16.233437061309814,356461657,roberta-large
overshoes are clothes.,overshoes,clothing,42,-89.24431991577148,-14.874053319295248,356461657,roberta-large
gloves are clothes.,gloves,clothing,43,-99.36186599731445,-19.872373199462892,356461657,roberta-large
an apron is a type of clothing.,apron,clothing,44,-173.09506607055664,-19.232785118950737,356461657,roberta-large
earmuffs are clothes.,earmuffs,clothing,45,-113.77275466918945,-18.962125778198242,356461657,roberta-large
a handkerchief is a type of clothing.,handkerchief,clothing,46,-190.5050163269043,-19.05050163269043,356461657,roberta-large
a purse is a type of clothing.,purse,clothing,47,-127.72613525390625,-15.965766906738281,356461657,roberta-large
a hairband is a type of clothing.,hairband,clothing,48,-159.96062088012695,-17.773402320014107,356461657,roberta-large
a ring is a type of clothing.,ring,clothing,49,-131.5628890991211,-16.445361137390137,356461657,roberta-large
en arring is a type of clothing.,earrings,clothing,50,-155.45095252990723,-17.272328058878582,356461657,roberta-large
a watch is a type of clothing.,watch,clothing,51,-126.04281616210938,-15.755352020263672,356461657,roberta-large
cuff links are clothes.,cuff links,clothing,52,-103.16213607788086,-17.193689346313477,356461657,roberta-large
a necklace is a type of clothing.,necklace,clothing,53,-130.18181610107422,-16.272727012634277,356461657,roberta-large
a bracelet is a type of clothing.,bracelet,clothing,54,-126.59128189086914,-15.823910236358643,356461657,roberta-large
a cane is a type of clothing.,cane,clothing,55,-132.4776840209961,-16.55971050262451,356461657,roberta-large
an automobile is a vehicle.,automobile,vehicle,1,-104.50585556030273,-17.41764259338379,356461657,roberta-large
a station wagon is a vehicle.,station wagon,vehicle,2,-101.56153106689453,-14.508790152413505,356461657,roberta-large
a truck is a vehicle.,truck,vehicle,3,-89.11575317382812,-14.852625528971354,356461657,roberta-large
a car is a vehicle.,car,vehicle,4,-87.93349838256836,-14.655583063761393,356461657,roberta-large
bus are vehicles.,bus,vehicle,5,-52.49457550048828,-13.12364387512207,356461657,roberta-large
a taxi is a vehicle.,taxi,vehicle,6,-93.04718780517578,-15.507864634195963,356461657,roberta-large
a jeep is a vehicle.,jeep,vehicle,7,-115.89892959594727,-16.556989942278182,356461657,roberta-large
an ambulance is a vehicle.,ambulance,vehicle,8,-94.879150390625,-15.813191731770834,356461657,roberta-large
a motorcycle is a vehicle.,motorcycle,vehicle,9,-86.79319763183594,-14.465532938639322,356461657,roberta-large
a streetcar is a vehicle.,streetcar,vehicle,10,-88.87071228027344,-14.811785380045572,356461657,roberta-large
a van is a vehicle.,van,vehicle,11,-85.48112487792969,-14.246854146321615,356461657,roberta-large
a Honda is a vehicle.,Honda,vehicle,12,-82.01871109008789,-13.669785181681315,356461657,roberta-large
a cable car is a vehicle.,cable car,vehicle,13,-95.79188919067383,-13.68455559866769,356461657,roberta-large
a train is a vehicle.,train,vehicle,14,-90.0389175415039,-15.006486256917318,356461657,roberta-large
a trolley is a vehicle.,trolley,vehicle,15,-114.1063346862793,-16.300904955182755,356461657,roberta-large
a bicycle is a vehicle.,bicycle,vehicle,16,-91.56887817382812,-15.261479695638021,356461657,roberta-large
a carriage is a vehicle.,carriage,vehicle,17,-94.30916976928711,-15.718194961547852,356461657,roberta-large
an airplane is a vehicle.,airplane,vehicle,18,-93.35992813110352,-15.559988021850586,356461657,roberta-large
a bike is a vehicle.,bike,vehicle,19,-87.39041900634766,-14.565069834391275,356461657,roberta-large
a boat is a vehicle.,boat,vehicle,20,-91.96908950805664,-15.328181584676107,356461657,roberta-large
a jet is a vehicle.,jet,vehicle,21,-91.16022872924805,-15.193371454874674,356461657,roberta-large
a ship is a vehicle.,ship,vehicle,22,-91.79085922241211,-15.298476537068685,356461657,roberta-large
a scooter is a vehicle.,scooter,vehicle,23,-122.56304931640625,-17.509007045200892,356461657,roberta-large
a tractor is a vehicle.,tractor,vehicle,24,-87.35872650146484,-14.55978775024414,356461657,roberta-large
a wagon is a vehicle.,wagon,vehicle,25,-89.75745391845703,-14.959575653076172,356461657,roberta-large
a subway is a vehicle.,subway,vehicle,26,-88.81606674194336,-14.802677790323893,356461657,roberta-large
a trailer is a vehicle.,trailer,vehicle,27,-96.43054962158203,-16.071758270263672,356461657,roberta-large
a cart is a vehicle.,cart,vehicle,28,-94.0340576171875,-15.672342936197916,356461657,roberta-large
a wheelchair is a vehicle.,wheelchair,vehicle,29,-87.71731567382812,-14.619552612304688,356461657,roberta-large
a yacht is a vehicle.,yacht,vehicle,30,-90.56804656982422,-15.094674428304037,356461657,roberta-large
a tank is a vehicle.,tank,vehicle,31,-89.99431610107422,-14.99905268351237,356461657,roberta-large
a go-cart is a vehicle.,go-cart,vehicle,32,-141.4074249267578,-17.675928115844727,356461657,roberta-large
a rowboat is a vehicle.,rowboat,vehicle,33,-119.79729461669922,-17.11389923095703,356461657,roberta-large
a dogsled is a vehicle.,dogsled,vehicle,34,-115.25301742553711,-16.46471677507673,356461657,roberta-large
a tricycle is a vehicle.,tricycle,vehicle,35,-120.2930908203125,-17.184727260044642,356461657,roberta-large
a canoe is a vehicle.,canoe,vehicle,36,-89.18640899658203,-14.864401499430338,356461657,roberta-large
a raft is a vehicle.,raft,vehicle,37,-91.43306350708008,-15.23884391784668,356461657,roberta-large
a submarine is a vehicle.,submarine,vehicle,38,-92.3292121887207,-15.388202031453451,356461657,roberta-large
a sled is a vehicle.,sled,vehicle,39,-92.2381477355957,-15.373024622599283,356461657,roberta-large
a horse is a vehicle.,horse,vehicle,40,-92.70360946655273,-15.450601577758789,356461657,roberta-large
a rocket is a vehicle.,rocket,vehicle,41,-88.00270080566406,-14.66711680094401,356461657,roberta-large
a blimp is a vehicle.,blimp,vehicle,42,-123.23056411743164,-17.604366302490234,356461657,roberta-large
skates are vehicles.,skates,vehicle,43,-85.86112594604492,-17.172225189208984,356461657,roberta-large
a camel is a vehicle.,camel,vehicle,44,-91.11873245239258,-15.186455408732096,356461657,roberta-large
feet are vehicles.,feet,vehicle,45,-63.65225410461426,-15.913063526153564,356461657,roberta-large
ski is a vehicle.,skis,vehicle,46,-75.13844680786133,-15.027689361572266,356461657,roberta-large
a skateboard is a vehicle.,skateboard,vehicle,47,-115.6256217956543,-16.517945970807755,356461657,roberta-large
a wheelbarrow is a vehicle.,wheelbarrow,vehicle,48,-148.08671188354492,-18.510838985443115,356461657,roberta-large
a surfboard is a vehicle.,surfboard,vehicle,49,-111.64486694335938,-15.949266706194196,356461657,roberta-large
an elevator is a vehicle.,elevator,vehicle,50,-93.4279556274414,-15.5713259379069,356461657,roberta-large
a chair is a type of furniture.,chair,furniture,1,-136.18938827514648,-17.02367353439331,356461657,roberta-large
a sofa is a type of furniture.,sofa,furniture,2,-140.6133155822754,-17.576664447784424,356461657,roberta-large
a couch is a type of furniture.,couch,furniture,3,-140.25194931030273,-17.531493663787842,356461657,roberta-large
a table is a type of furniture.,table,furniture,4,-142.45286560058594,-17.806608200073242,356461657,roberta-large
an easy chair is a type of furniture.,easy chair,furniture,5,-156.04680252075195,-17.338533613416885,356461657,roberta-large
a dresser is a type of furniture.,dresser,furniture,6,-179.01698684692383,-19.89077631632487,356461657,roberta-large
a rocking chair is a type of furniture.,rocking chair,furniture,7,-160.5091209411621,-17.834346771240234,356461657,roberta-large
a coffee table is a type of furniture.,coffee table,furniture,8,-149.0287971496582,-16.55875523885091,356461657,roberta-large
a rocker is a type of furniture.,rocker,furniture,9,-171.48894500732422,-19.054327223036026,356461657,roberta-large
a love seat is a type of furniture.,love seat,furniture,10,-150.52734375,-16.725260416666668,356461657,roberta-large
a chest of drawers is a type of furniture.,chest of drawers,furniture,11,-222.43053245544434,-20.220957495949484,356461657,roberta-large
a desk is a type of furniture.,desk,furniture,12,-137.7114715576172,-17.21393394470215,356461657,roberta-large
a bed is a type of furniture.,bed,furniture,13,-139.78085327148438,-17.472606658935547,356461657,roberta-large
a bureau is a type of furniture.,bureau,furniture,14,-143.79647064208984,-17.97455883026123,356461657,roberta-large
a davenport is a type of furniture.,davenport,furniture,15,-169.8395652770996,-16.98395652770996,356461657,roberta-large
an end table is a type of furniture.,end table,furniture,16,-162.22916412353516,-18.025462680392796,356461657,roberta-large
a divan is a type of furniture.,divan,furniture,17,-170.5865135192871,-18.954057057698567,356461657,roberta-large
a night table is a type of furniture.,night table,furniture,18,-153.3712272644043,-17.0412474738227,356461657,roberta-large
a chest is a type of furniture.,chest,furniture,19,-141.6919822692871,-17.71149778366089,356461657,roberta-large
a cedar chest is a type of furniture.,cedar chest,furniture,20,-189.20110702514648,-18.92011070251465,356461657,roberta-large
a vanity is a type of furniture.,vanity,furniture,21,-143.48922729492188,-17.936153411865234,356461657,roberta-large
a bookcase is a type of furniture.,bookcase,furniture,22,-177.10421752929688,-19.678246392144096,356461657,roberta-large
a lounge is a type of furniture.,lounge,furniture,23,-132.10453033447266,-16.513066291809082,356461657,roberta-large
a chaise lounge is a type of furniture.,chaise lounge,furniture,24,-180.09939575195312,-18.00993957519531,356461657,roberta-large
an ottoman is a type of furniture.,ottoman,furniture,25,-207.62707328796387,-20.762707328796388,356461657,roberta-large
a footstool is a type of furniture.,footstool,furniture,26,-202.72321701049805,-20.272321701049805,356461657,roberta-large
a cabinet is a type of furniture.,cabinet,furniture,27,-141.65751266479492,-17.707189083099365,356461657,roberta-large
a china closet is a type of furniture.,china closet,furniture,28,-179.8052520751953,-17.98052520751953,356461657,roberta-large
a bench is a type of furniture.,bench,furniture,29,-141.60243225097656,-17.70030403137207,356461657,roberta-large
a buffet is a type of furniture.,buffet,furniture,30,-135.16186904907227,-16.895233631134033,356461657,roberta-large
a lamp is a type of furniture.,lamp,furniture,31,-135.88623809814453,-16.985779762268066,356461657,roberta-large
a stool is a type of furniture.,stool,furniture,32,-151.97912979125977,-18.99739122390747,356461657,roberta-large
a hassock is a type of furniture.,hassock,furniture,33,-177.5752716064453,-17.757527160644532,356461657,roberta-large
drawers are furniture.,drawers,furniture,34,-86.5178451538086,-17.303569030761718,356461657,roberta-large
a piano is a type of furniture.,piano,furniture,35,-140.1598892211914,-17.519986152648926,356461657,roberta-large
a cushion is a type of furniture.,cushion,furniture,36,-138.68969345092773,-17.336211681365967,356461657,roberta-large
a magazine rack is a type of furniture.,magazine rack,furniture,37,-148.8936882019043,-16.543743133544922,356461657,roberta-large
a hi-fi is a type of furniture.,hi-fi,furniture,38,-179.6403923034668,-17.96403923034668,356461657,roberta-large
a cupboard is a type of furniture.,cupboard,furniture,39,-179.30550384521484,-19.922833760579426,356461657,roberta-large
a stereo is a type of furniture.,stereo,furniture,40,-137.30686569213867,-17.163358211517334,356461657,roberta-large
a mirror is a type of furniture.,mirror,furniture,41,-137.54887008666992,-17.19360876083374,356461657,roberta-large
a television is a type of furniture.,television,furniture,42,-133.79774856567383,-16.72471857070923,356461657,roberta-large
a bar is a type of furniture.,bar,furniture,43,-137.6768569946289,-17.209607124328613,356461657,roberta-large
a shelf is a type of furniture.,shelf,furniture,44,-139.20529556274414,-17.400661945343018,356461657,roberta-large
a rug is a type of furniture.,rug,furniture,45,-135.5154151916504,-16.9394268989563,356461657,roberta-large
a pillow is a type of furniture.,pillow,furniture,46,-133.14681243896484,-16.643351554870605,356461657,roberta-large
a wastebasket is a type of furniture.,wastebasket,furniture,47,-191.4885368347168,-19.14885368347168,356461657,roberta-large
a radio is a type of furniture.,radio,furniture,48,-133.63385009765625,-16.70423126220703,356461657,roberta-large
a sewing machine is a type of furniture.,sewing machine,furniture,49,-151.00920486450195,-16.778800540500217,356461657,roberta-large
a stove is a type of furniture.,stove,furniture,50,-129.6064796447754,-16.200809955596924,356461657,roberta-large
a counter is a type of furniture.,counter,furniture,51,-142.85456466674805,-17.856820583343506,356461657,roberta-large
a clock is a type of furniture.,clock,furniture,52,-134.02052307128906,-16.752565383911133,356461657,roberta-large
drapes are furniture.,drapes,furniture,53,-103.95289993286133,-17.325483322143555,356461657,roberta-large
a refrigerator is a type of furniture.,refrigerator,furniture,54,-134.72839736938477,-16.841049671173096,356461657,roberta-large
a picture is a type of furniture.,picture,furniture,55,-129.61716842651367,-16.20214605331421,356461657,roberta-large
a closet is a type of furniture.,closet,furniture,56,-134.72443771362305,-16.84055471420288,356461657,roberta-large
a vase is a type of furniture.,vase,furniture,57,-167.66679763793945,-18.62964418199327,356461657,roberta-large
an ashtray is a type of furniture.,ashtray,furniture,58,-193.4150333404541,-19.34150333404541,356461657,roberta-large
a fan is a type of furniture.,fan,furniture,59,-134.15961074829102,-16.769951343536377,356461657,roberta-large
a telephone is a type of furniture.,telephone,furniture,60,-132.9141387939453,-16.614267349243164,356461657,roberta-large
a gun is a weapon.,gun,weapon,1,-89.51440811157227,-14.919068018595377,356461657,roberta-large
a pistol is a weapon.,pistol,weapon,2,-84.63389587402344,-14.10564931233724,356461657,roberta-large
a revolver is a weapon.,revolver,weapon,3,-87.74060440063477,-14.623434066772461,356461657,roberta-large
a machine gun is a weapon.,machine gun,weapon,4,-98.38991165161133,-14.055701664515905,356461657,roberta-large
a rifle is a weapon.,rifle,weapon,5,-82.64469146728516,-13.774115244547525,356461657,roberta-large
a switchblade is a weapon.,switchblade,weapon,6,-119.71806716918945,-17.102581024169922,356461657,roberta-large
a knife is a weapon.,knife,weapon,7,-91.11847305297852,-15.18641217549642,356461657,roberta-large
a dagger is a weapon.,dagger,weapon,8,-94.30766296386719,-15.717943827311197,356461657,roberta-large
a shotgun is a weapon.,shotgun,weapon,9,-83.31871032714844,-13.886451721191406,356461657,roberta-large
a sword is a weapon.,sword,weapon,10,-91.07411193847656,-15.17901865641276,356461657,roberta-large
a bomb is a weapon.,bomb,weapon,11,-91.34072875976562,-15.223454793294271,356461657,roberta-large
a hand grenade is a weapon.,hand grenade,weapon,12,-108.92326354980469,-15.56046622140067,356461657,roberta-large
an atom bomb is a weapon.,atom bomb,weapon,13,-105.7072525024414,-15.101036071777344,356461657,roberta-large
a bayonet is a weapon.,bayonet,weapon,14,-124.90616226196289,-17.8437374659947,356461657,roberta-large
a spear is a weapon.,spear,weapon,15,-85.99571990966797,-14.332619984944662,356461657,roberta-large
a bazooka is a weapon.,bazooka,weapon,16,-164.71690940856934,-18.30187882317437,356461657,roberta-large
a cannon is a weapon.,cannon,weapon,17,-82.30376434326172,-13.717294057210287,356461657,roberta-large
a bow and arrow is a weapon.,bow and arrow,weapon,18,-124.77265548706055,-15.596581935882568,356461657,roberta-large
a club is a weapon.,club,weapon,19,-99.70183181762695,-16.616971969604492,356461657,roberta-large
a lance is a weapon.,lance,weapon,20,-115.09903717041016,-16.44271959577288,356461657,roberta-large
brass knuckles are weapons.,brass knuckles,weapon,21,-123.84638977050781,-17.69234139578683,356461657,roberta-large
a bullet is a weapon.,bullet,weapon,22,-90.11698913574219,-15.019498189290365,356461657,roberta-large
a tomahawk is a weapon.,tomahawk,weapon,23,-140.2021713256836,-17.52527141571045,356461657,roberta-large
a mortar is a weapon.,mortar,weapon,24,-84.1937141418457,-14.032285690307617,356461657,roberta-large
an arrow is a weapon.,arrow,weapon,25,-89.182373046875,-14.863728841145834,356461657,roberta-large
a blackjack is a weapon.,blackjack,weapon,26,-106.6032829284668,-15.2290404183524,356461657,roberta-large
a tank is a weapon.,tank,weapon,27,-89.06005859375,-14.843343098958334,356461657,roberta-large
teargas is a weapon.,teargas,weapon,28,-96.25876998901367,-13.751252855573382,356461657,roberta-large
a missile is a weapon.,missile,weapon,29,-87.58757781982422,-14.59792963663737,356461657,roberta-large
a whip is a weapon.,whip,weapon,30,-86.4538459777832,-14.408974329630533,356461657,roberta-large
an ice pick is a weapon.,ice pick,weapon,31,-108.81815719604492,-15.545451028006417,356461657,roberta-large
a hatchet is a weapon.,hatchet,weapon,32,-114.06127166748047,-16.29446738106864,356461657,roberta-large
a slingshot is a weapon.,slingshot,weapon,33,-159.92815780639648,-19.99101972579956,356461657,roberta-large
a fist is a weapon.,fist,weapon,34,-96.08635330200195,-16.014392217000324,356461657,roberta-large
an axe is a weapon.,axe,weapon,35,-95.61476516723633,-15.935794194539389,356461657,roberta-large
a bow is a weapon.,bow,weapon,36,-89.61897277832031,-14.936495463053385,356461657,roberta-large
a razor is a weapon.,razor,weapon,37,-89.18816375732422,-14.864693959554037,356461657,roberta-large
a razor blade is a weapon.,razor blade,weapon,38,-101.03971481323242,-14.434244973318917,356461657,roberta-large
a rocket is a weapon.,rocket,weapon,39,-87.43077850341797,-14.571796417236328,356461657,roberta-large
a judo is a weapon.,judo,weapon,40,-117.66155242919922,-16.808793204171316,356461657,roberta-large
a stick is a weapon.,stick,weapon,41,-93.28329849243164,-15.547216415405273,356461657,roberta-large
a poison is a weapon.,poison,weapon,42,-92.35594940185547,-15.392658233642578,356461657,roberta-large
a rock is a weapon.,rock,weapon,43,-93.12419509887695,-15.520699183146158,356461657,roberta-large
a stone is a weapon.,stone,weapon,44,-90.05319595336914,-15.00886599222819,356461657,roberta-large
gas is a weapon.,gas,weapon,45,-71.07280349731445,-14.21456069946289,356461657,roberta-large
a chain is a weapon.,chain,weapon,46,-95.22151565551758,-15.87025260925293,356461657,roberta-large
a scissors is a weapon.,scissors,weapon,47,-88.61427307128906,-14.76904551188151,356461657,roberta-large
a brick is a weapon.,bricks,weapon,48,-96.78440856933594,-16.13073476155599,356461657,roberta-large
a pitchfork is a weapon.,pitchfork,weapon,49,-118.19489669799805,-16.88498524257115,356461657,roberta-large
a hammer is a weapon.,hammer,weapon,50,-90.97444152832031,-15.162406921386719,356461657,roberta-large
words are weapons.,word,weapon,51,-57.31238555908203,-14.328096389770508,356461657,roberta-large
hands are weapons.,hand,weapon,52,-58.89202880859375,-14.723007202148438,356461657,roberta-large
a pipe is a weapon.,pipe,weapon,53,-92.6579704284668,-15.442995071411133,356461657,roberta-large
a rope is a weapon.,rope,weapon,54,-93.13035202026367,-15.521725336710611,356461657,roberta-large
an airplane is a weapon.,airplane,weapon,55,-97.36639404296875,-16.227732340494793,356461657,roberta-large
feet are weapons.,foot,weapon,56,-62.20469284057617,-15.551173210144043,356461657,roberta-large
a car is a weapon.,car,weapon,57,-93.70615005493164,-15.61769167582194,356461657,roberta-large
a screwdriver is a weapon.,screwdriver,weapon,58,-131.44821166992188,-18.778315952845983,356461657,roberta-large
a glass is a weapon.,glass,weapon,59,-92.12710952758789,-15.354518254597982,356461657,roberta-large
a shoe is a weapon.,shoe,weapon,60,-91.77628326416016,-15.29604721069336,356461657,roberta-large
