premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Doves use a fep.,All birds use a fep.,All vegetables use a fep.,dove,bird,use a,Doves,birds,4,2,-5.050073623657227,-44.85988807678223,-8.61398696899414,4.279847621917725,3.3687005043029785,124697433,roberta-base
Doves use a blicket.,All birds use a blicket.,All vegetables use a blicket.,dove,bird,use a,Doves,birds,4,3,-6.462408065795898,-39.500688552856445,-10.008879661560059,0.8630989789962769,1.8469792604446411,124697433,roberta-base
Doves use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,dove,bird,use a,Doves,birds,4,4,-5.749088287353516,-28.2882080078125,-10.164388656616211,2.7846486568450928,3.059023380279541,124697433,roberta-base
Doves use a tove.,All birds use a tove.,All vegetables use a tove.,dove,bird,use a,Doves,birds,4,5,-6.770895004272461,-32.366915702819824,-8.049485206604004,9.59272289276123,5.5885138511657715,124697433,roberta-base
Doves love wugs.,All birds love wugs.,All vegetables love wugs.,dove,bird,love,Doves,birds,5,1,-11.377241134643555,-32.15895080566406,-15.486248970031738,-4.210422039031982,2.591005325317383,124697433,roberta-base
Doves love feps.,All birds love feps.,All vegetables love feps.,dove,bird,love,Doves,birds,5,2,-9.958442687988281,-50.20364856719971,-13.564901351928711,0.11937446892261505,1.8398123979568481,124697433,roberta-base
Doves love blickets.,All birds love blickets.,All vegetables love blickets.,dove,bird,love,Doves,birds,5,3,-10.463245391845703,-39.51724624633789,-13.839798927307129,-4.686305999755859,2.656886577606201,124697433,roberta-base
Doves love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,dove,bird,love,Doves,birds,5,4,-9.607738494873047,-32.70357322692871,-12.591745376586914,-3.3136112689971924,2.641903877258301,124697433,roberta-base
Doves love toves.,All birds love toves.,All vegetables love toves.,dove,bird,love,Doves,birds,5,5,-9.623144149780273,-37.368170738220215,-13.259119033813477,1.789401650428772,7.764955997467041,124697433,roberta-base
Doves have wugs.,All birds have wugs.,All vegetables have wugs.,dove,bird,have,Doves,birds,6,1,-7.815572738647461,-30.69279670715332,-11.12719440460205,-2.9097084999084473,1.7060258388519287,124697433,roberta-base
Doves have feps.,All birds have feps.,All vegetables have feps.,dove,bird,have,Doves,birds,6,2,-5.576120376586914,-43.53564643859863,-9.766057968139648,0.171210378408432,3.0980212688446045,124697433,roberta-base
Doves have blickets.,All birds have blickets.,All vegetables have blickets.,dove,bird,have,Doves,birds,6,3,-7.618494033813477,-37.1713752746582,-10.531599044799805,-1.283449411392212,1.9059313535690308,124697433,roberta-base
Doves have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,dove,bird,have,Doves,birds,6,4,-5.102804183959961,-30.25550079345703,-8.626720428466797,0.13348761200904846,1.4655276536941528,124697433,roberta-base
Doves have toves.,All birds have toves.,All vegetables have toves.,dove,bird,have,Doves,birds,6,5,-9.100630760192871,-33.37769603729248,-10.032136917114258,4.120940685272217,9.488914489746094,124697433,roberta-base
Larks can dax.,All birds can dax.,All vegetables can dax.,lark,bird,can,Larks,birds,1,1,-3.964963912963867,-36.9248309135437,-11.724539756774902,1.3873403072357178,0.9655148386955261,124697433,roberta-base
Larks can wif.,All birds can wif.,All vegetables can wif.,lark,bird,can,Larks,birds,1,2,-3.2456417083740234,-30.41261577606201,-11.397512435913086,2.3097755908966064,0.8617315292358398,124697433,roberta-base
Larks can blick.,All birds can blick.,All vegetables can blick.,lark,bird,can,Larks,birds,1,3,-4.4579057693481445,-37.7780179977417,-11.967464447021484,1.62079656124115,0.3469240367412567,124697433,roberta-base
Larks can gyre.,All birds can gyre.,All vegetables can gyre.,lark,bird,can,Larks,birds,1,4,-3.5967273712158203,-24.908573627471924,-11.355067253112793,4.347908020019531,2.2683982849121094,124697433,roberta-base
Larks can gimble.,All birds can gimble.,All vegetables can gimble.,lark,bird,can,Larks,birds,1,5,-3.2949752807617188,-37.316256523132324,-12.834925651550293,5.037988185882568,1.5730546712875366,124697433,roberta-base
Larks can be daxed.,All birds can be daxed.,All vegetables can be daxed.,lark,bird,can be,Larks,birds,2,1,-3.633523941040039,-31.518424034118652,-9.835204601287842,1.3371537923812866,0.5999360680580139,124697433,roberta-base
Larks can be wiffed.,All birds can be wiffed.,All vegetables can be wiffed.,lark,bird,can be,Larks,birds,2,2,-3.8005809783935547,-22.297343254089355,-9.716979026794434,0.6485888361930847,0.6970500349998474,124697433,roberta-base
Larks can be blicked.,All birds can be blicked.,All vegetables can be blicked.,lark,bird,can be,Larks,birds,2,3,-4.932792663574219,-38.849671363830566,-11.148310661315918,3.015644073486328,1.6476688385009766,124697433,roberta-base
Larks can be gyred.,All birds can be gyred.,All vegetables can be gyred.,lark,bird,can be,Larks,birds,2,4,-3.5714988708496094,-25.910396575927734,-9.57692813873291,2.6065211296081543,1.5737459659576416,124697433,roberta-base
Larks can be gimbled.,All birds can be gimbled.,All vegetables can be gimbled.,lark,bird,can be,Larks,birds,2,5,-3.29461669921875,-25.673973560333252,-8.885900497436523,0.5907883644104004,1.2089629173278809,124697433,roberta-base
Larks are beamish.,All birds are beamish.,All vegetables are beamish.,lark,bird,are,Larks,birds,3,1,-4.569606781005859,-33.52809429168701,-22.19205093383789,4.9584527015686035,4.6974592208862305,124697433,roberta-base
Larks are slithy.,All birds are slithy.,All vegetables are slithy.,lark,bird,are,Larks,birds,3,2,-3.148761749267578,-24.966721534729004,-8.496185302734375,1.6156543493270874,1.4114550352096558,124697433,roberta-base
Larks are mimsy.,All birds are mimsy.,All vegetables are mimsy.,lark,bird,are,Larks,birds,3,3,-2.831165313720703,-30.336671829223633,-8.720430374145508,12.63767147064209,8.601699829101562,124697433,roberta-base
Larks are vorpal.,All birds are vorpal.,All vegetables are vorpal.,lark,bird,are,Larks,birds,3,4,-3.4942989349365234,-16.22377586364746,-8.754789352416992,2.1239447593688965,1.0446525812149048,124697433,roberta-base
Larks are frabjous.,All birds are frabjous.,All vegetables are frabjous.,lark,bird,are,Larks,birds,3,5,-2.961942672729492,-39.0371618270874,-7.691056251525879,1.4590612649917603,1.183025598526001,124697433,roberta-base
Larks use a wug.,All birds use a wug.,All vegetables use a wug.,lark,bird,use a,Larks,birds,4,1,-4.529445648193359,-34.47878456115723,-10.883138656616211,4.139049053192139,2.1371350288391113,124697433,roberta-base
Larks use a fep.,All birds use a fep.,All vegetables use a fep.,lark,bird,use a,Larks,birds,4,2,-3.2851428985595703,-44.85983943939209,-10.037007331848145,4.803250789642334,2.3970887660980225,124697433,roberta-base
Larks use a blicket.,All birds use a blicket.,All vegetables use a blicket.,lark,bird,use a,Larks,birds,4,3,-3.619609832763672,-39.50070667266846,-10.008134841918945,3.883183717727661,2.318260908126831,124697433,roberta-base
Larks use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,lark,bird,use a,Larks,birds,4,4,-5.250741004943848,-28.28819751739502,-12.313587188720703,3.6810569763183594,1.6702237129211426,124697433,roberta-base
Larks use a tove.,All birds use a tove.,All vegetables use a tove.,lark,bird,use a,Larks,birds,4,5,-4.572700500488281,-32.366859436035156,-9.784086227416992,8.637563705444336,5.731225967407227,124697433,roberta-base
Larks love wugs.,All birds love wugs.,All vegetables love wugs.,lark,bird,love,Larks,birds,5,1,-3.291248321533203,-32.15895080566406,-14.21451187133789,1.225536823272705,0.6231884956359863,124697433,roberta-base
Larks love feps.,All birds love feps.,All vegetables love feps.,lark,bird,love,Larks,birds,5,2,-2.735963821411133,-50.20364856719971,-12.251078605651855,4.969626426696777,3.187697410583496,124697433,roberta-base
Larks love blickets.,All birds love blickets.,All vegetables love blickets.,lark,bird,love,Larks,birds,5,3,-2.3989715576171875,-39.517242431640625,-12.092011451721191,1.5764265060424805,0.7055903077125549,124697433,roberta-base
Larks love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,lark,bird,love,Larks,birds,5,4,-4.232332229614258,-32.70357322692871,-12.213190078735352,2.680551052093506,0.9062697291374207,124697433,roberta-base
Larks love toves.,All birds love toves.,All vegetables love toves.,lark,bird,love,Larks,birds,5,5,-5.108562469482422,-37.36817264556885,-14.653079986572266,10.216134071350098,9.942665100097656,124697433,roberta-base
Larks have wugs.,All birds have wugs.,All vegetables have wugs.,lark,bird,have,Larks,birds,6,1,-2.971820831298828,-30.69279670715332,-10.805606842041016,0.4076603055000305,0.21220515668392181,124697433,roberta-base
Larks have feps.,All birds have feps.,All vegetables have feps.,lark,bird,have,Larks,birds,6,2,-2.23321533203125,-43.53564643859863,-9.264101028442383,4.232678413391113,2.442105531692505,124697433,roberta-base
Larks have blickets.,All birds have blickets.,All vegetables have blickets.,lark,bird,have,Larks,birds,6,3,-2.7848987579345703,-37.1713752746582,-9.398809432983398,2.6209404468536377,3.0119481086730957,124697433,roberta-base
Larks have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,lark,bird,have,Larks,birds,6,4,-2.7743492126464844,-30.25550079345703,-9.599133491516113,1.994279146194458,1.0808343887329102,124697433,roberta-base
Larks have toves.,All birds have toves.,All vegetables have toves.,lark,bird,have,Larks,birds,6,5,-6.9066267013549805,-33.37769603729248,-13.47691535949707,7.714272975921631,7.476011276245117,124697433,roberta-base
Swallows can dax.,All birds can dax.,All vegetables can dax.,swallow,bird,can,Swallows,birds,1,1,-6.238832473754883,-36.9248309135437,-10.084754943847656,-0.34214258193969727,0.7129138708114624,124697433,roberta-base
Swallows can wif.,All birds can wif.,All vegetables can wif.,swallow,bird,can,Swallows,birds,1,2,-5.572349548339844,-30.41261577606201,-10.836215019226074,-0.8687721490859985,0.8347840309143066,124697433,roberta-base
Swallows can blick.,All birds can blick.,All vegetables can blick.,swallow,bird,can,Swallows,birds,1,3,-6.626596450805664,-37.778018951416016,-11.133362770080566,-0.44212064146995544,0.885161817073822,124697433,roberta-base
Swallows can gyre.,All birds can gyre.,All vegetables can gyre.,swallow,bird,can,Swallows,birds,1,4,-6.079612731933594,-24.908573627471924,-11.856490135192871,3.328395128250122,2.677206039428711,124697433,roberta-base
Swallows can gimble.,All birds can gimble.,All vegetables can gimble.,swallow,bird,can,Swallows,birds,1,5,-5.980878829956055,-37.316256523132324,-11.139300346374512,3.3860442638397217,0.8992251753807068,124697433,roberta-base
Swallows can be daxed.,All birds can be daxed.,All vegetables can be daxed.,swallow,bird,can be,Swallows,birds,2,1,-5.732789993286133,-31.51842212677002,-10.007142066955566,-1.0824352502822876,0.5461650490760803,124697433,roberta-base
Swallows can be wiffed.,All birds can be wiffed.,All vegetables can be wiffed.,swallow,bird,can be,Swallows,birds,2,2,-7.723388671875,-22.29734516143799,-11.493995666503906,-2.726039171218872,1.7810529470443726,124697433,roberta-base
Swallows can be blicked.,All birds can be blicked.,All vegetables can be blicked.,swallow,bird,can be,Swallows,birds,2,3,-8.313042640686035,-38.849671363830566,-9.604665756225586,0.07416639477014542,1.6704986095428467,124697433,roberta-base
Swallows can be gyred.,All birds can be gyred.,All vegetables can be gyred.,swallow,bird,can be,Swallows,birds,2,4,-5.111183166503906,-25.910396575927734,-9.54386043548584,0.5462415814399719,0.929624080657959,124697433,roberta-base
Swallows can be gimbled.,All birds can be gimbled.,All vegetables can be gimbled.,swallow,bird,can be,Swallows,birds,2,5,-6.1721954345703125,-25.673973560333252,-10.179019927978516,-1.3441908359527588,1.4761464595794678,124697433,roberta-base
Swallows are beamish.,All birds are beamish.,All vegetables are beamish.,swallow,bird,are,Swallows,birds,3,1,-5.396989822387695,-33.52809429168701,-22.751489639282227,5.858620643615723,2.9280107021331787,124697433,roberta-base
Swallows are slithy.,All birds are slithy.,All vegetables are slithy.,swallow,bird,are,Swallows,birds,3,2,-4.277811050415039,-24.966721534729004,-6.94337272644043,-0.5800491571426392,1.5231657028198242,124697433,roberta-base
Swallows are mimsy.,All birds are mimsy.,All vegetables are mimsy.,swallow,bird,are,Swallows,birds,3,3,-6.003461837768555,-30.336671829223633,-7.710198402404785,2.7966341972351074,6.035658359527588,124697433,roberta-base
Swallows are vorpal.,All birds are vorpal.,All vegetables are vorpal.,swallow,bird,are,Swallows,birds,3,4,-3.498525619506836,-16.22377586364746,-9.569826126098633,2.149216890335083,1.4188796281814575,124697433,roberta-base
Swallows are frabjous.,All birds are frabjous.,All vegetables are frabjous.,swallow,bird,are,Swallows,birds,3,5,-5.139091491699219,-39.0371618270874,-6.830163955688477,-1.5203744173049927,1.7023524045944214,124697433,roberta-base
Swallows use a wug.,All birds use a wug.,All vegetables use a wug.,swallow,bird,use a,Swallows,birds,4,1,-5.951837539672852,-34.47878456115723,-9.748584747314453,2.6834170818328857,2.0606560707092285,124697433,roberta-base
Swallows use a fep.,All birds use a fep.,All vegetables use a fep.,swallow,bird,use a,Swallows,birds,4,2,-5.080841064453125,-44.85983943939209,-9.918577194213867,2.5620827674865723,2.415085554122925,124697433,roberta-base
Swallows use a blicket.,All birds use a blicket.,All vegetables use a blicket.,swallow,bird,use a,Swallows,birds,4,3,-5.307808876037598,-39.50070667266846,-11.1704683303833,3.1304187774658203,1.6695125102996826,124697433,roberta-base
Swallows use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,swallow,bird,use a,Swallows,birds,4,4,-4.364324569702148,-28.28819751739502,-11.349305152893066,4.045580863952637,2.9432506561279297,124697433,roberta-base
Swallows use a tove.,All birds use a tove.,All vegetables use a tove.,swallow,bird,use a,Swallows,birds,4,5,-4.997785568237305,-32.366859436035156,-9.90371036529541,5.542555332183838,3.9016168117523193,124697433,roberta-base
Swallows love wugs.,All birds love wugs.,All vegetables love wugs.,swallow,bird,love,Swallows,birds,5,1,-7.1469268798828125,-32.15895080566406,-11.918041229248047,-0.05292568355798721,1.2490098476409912,124697433,roberta-base
Swallows love feps.,All birds love feps.,All vegetables love feps.,swallow,bird,love,Swallows,birds,5,2,-7.327661514282227,-50.20364856719971,-10.388895988464355,1.0231995582580566,3.1008760929107666,124697433,roberta-base
Swallows love blickets.,All birds love blickets.,All vegetables love blickets.,swallow,bird,love,Swallows,birds,5,3,-5.60761833190918,-39.517242431640625,-12.177389144897461,0.24477338790893555,1.6081982851028442,124697433,roberta-base
Swallows love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,swallow,bird,love,Swallows,birds,5,4,-6.122711181640625,-32.70357322692871,-11.946407318115234,1.4592671394348145,2.3135900497436523,124697433,roberta-base
Swallows love toves.,All birds love toves.,All vegetables love toves.,swallow,bird,love,Swallows,birds,5,5,-4.861186981201172,-37.36817264556885,-11.485054969787598,9.152544975280762,10.036943435668945,124697433,roberta-base
Swallows have wugs.,All birds have wugs.,All vegetables have wugs.,swallow,bird,have,Swallows,birds,6,1,-5.672601699829102,-30.69279670715332,-10.089404106140137,-1.0111392736434937,1.5239062309265137,124697433,roberta-base
Swallows have feps.,All birds have feps.,All vegetables have feps.,swallow,bird,have,Swallows,birds,6,2,-5.172052383422852,-43.53564643859863,-8.257984161376953,0.9539428949356079,2.192018747329712,124697433,roberta-base
Swallows have blickets.,All birds have blickets.,All vegetables have blickets.,swallow,bird,have,Swallows,birds,6,3,-4.037670135498047,-37.1713752746582,-10.31234359741211,0.4101465344429016,1.2337005138397217,124697433,roberta-base
Swallows have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,swallow,bird,have,Swallows,birds,6,4,-2.9996891021728516,-30.25550079345703,-10.215242385864258,1.1685689687728882,1.370842695236206,124697433,roberta-base
Swallows have toves.,All birds have toves.,All vegetables have toves.,swallow,bird,have,Swallows,birds,6,5,-4.567289352416992,-33.37769603729248,-11.5076322555542,7.090517520904541,9.086226463317871,124697433,roberta-base
Parakeets can dax.,All birds can dax.,All vegetables can dax.,parakeet,bird,can,Parakeets,birds,1,1,-5.98201847076416,-36.9248309135437,-11.012762069702148,0.18160438537597656,0.42748206853866577,124697433,roberta-base
Parakeets can wif.,All birds can wif.,All vegetables can wif.,parakeet,bird,can,Parakeets,birds,1,2,-4.708549499511719,-30.41261577606201,-11.053351402282715,0.4374661445617676,0.5173094868659973,124697433,roberta-base
Parakeets can blick.,All birds can blick.,All vegetables can blick.,parakeet,bird,can,Parakeets,birds,1,3,-4.764947891235352,-37.778018951416016,-12.097588539123535,0.0015757561195641756,0.655951976776123,124697433,roberta-base
Parakeets can gyre.,All birds can gyre.,All vegetables can gyre.,parakeet,bird,can,Parakeets,birds,1,4,-4.410964012145996,-24.908573627471924,-11.6713228225708,2.5985958576202393,2.909909248352051,124697433,roberta-base
Parakeets can gimble.,All birds can gimble.,All vegetables can gimble.,parakeet,bird,can,Parakeets,birds,1,5,-4.398342132568359,-37.316256523132324,-12.714027404785156,3.477385997772217,1.3760582208633423,124697433,roberta-base
Parakeets can be daxed.,All birds can be daxed.,All vegetables can be daxed.,parakeet,bird,can be,Parakeets,birds,2,1,-4.928890228271484,-31.51842212677002,-9.750847816467285,-0.09321890026330948,1.1534429788589478,124697433,roberta-base
Parakeets can be wiffed.,All birds can be wiffed.,All vegetables can be wiffed.,parakeet,bird,can be,Parakeets,birds,2,2,-4.651522636413574,-22.29734516143799,-10.518814086914062,-0.014774322509765625,0.7771759629249573,124697433,roberta-base
Parakeets can be blicked.,All birds can be blicked.,All vegetables can be blicked.,parakeet,bird,can be,Parakeets,birds,2,3,-6.059231758117676,-38.849671363830566,-9.983691215515137,0.2008509635925293,1.0528597831726074,124697433,roberta-base
Parakeets can be gyred.,All birds can be gyred.,All vegetables can be gyred.,parakeet,bird,can be,Parakeets,birds,2,4,-4.556928634643555,-25.910396575927734,-8.644649505615234,-0.16930723190307617,0.33329492807388306,124697433,roberta-base
Parakeets can be gimbled.,All birds can be gimbled.,All vegetables can be gimbled.,parakeet,bird,can be,Parakeets,birds,2,5,-5.185794830322266,-25.673973560333252,-10.445709228515625,-0.6495530009269714,0.6890971660614014,124697433,roberta-base
Parakeets are beamish.,All birds are beamish.,All vegetables are beamish.,parakeet,bird,are,Parakeets,birds,3,1,-5.198423385620117,-33.52809524536133,-24.448869705200195,6.529285430908203,4.343340873718262,124697433,roberta-base
Parakeets are slithy.,All birds are slithy.,All vegetables are slithy.,parakeet,bird,are,Parakeets,birds,3,2,-3.7052440643310547,-24.966721534729004,-8.731486320495605,-0.8250791430473328,0.8208775520324707,124697433,roberta-base
Parakeets are mimsy.,All birds are mimsy.,All vegetables are mimsy.,parakeet,bird,are,Parakeets,birds,3,3,-4.470129013061523,-30.336671829223633,-8.4845609664917,4.291348934173584,5.927175998687744,124697433,roberta-base
Parakeets are vorpal.,All birds are vorpal.,All vegetables are vorpal.,parakeet,bird,are,Parakeets,birds,3,4,-3.8115158081054688,-16.223773956298828,-9.551637649536133,1.667779564857483,1.2256304025650024,124697433,roberta-base
Parakeets are frabjous.,All birds are frabjous.,All vegetables are frabjous.,parakeet,bird,are,Parakeets,birds,3,5,-4.51408576965332,-39.0371618270874,-7.954960823059082,-0.29250994324684143,1.1999669075012207,124697433,roberta-base
Parakeets use a wug.,All birds use a wug.,All vegetables use a wug.,parakeet,bird,use a,Parakeets,birds,4,1,-4.964178085327148,-34.47878456115723,-9.994955062866211,3.6733062267303467,2.7012407779693604,124697433,roberta-base
Parakeets use a fep.,All birds use a fep.,All vegetables use a fep.,parakeet,bird,use a,Parakeets,birds,4,2,-5.288957595825195,-44.85983943939209,-9.89744758605957,2.11676025390625,2.506309986114502,124697433,roberta-base
Parakeets use a blicket.,All birds use a blicket.,All vegetables use a blicket.,parakeet,bird,use a,Parakeets,birds,4,3,-4.915467262268066,-39.50070667266846,-10.873847961425781,1.6237716674804688,1.2260496616363525,124697433,roberta-base
Parakeets use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,parakeet,bird,use a,Parakeets,birds,4,4,-3.8822460174560547,-28.288195610046387,-10.386993408203125,2.3385276794433594,1.8773514032363892,124697433,roberta-base
Parakeets use a tove.,All birds use a tove.,All vegetables use a tove.,parakeet,bird,use a,Parakeets,birds,4,5,-5.004169464111328,-32.366859436035156,-9.694205284118652,5.561495780944824,6.36865758895874,124697433,roberta-base
Parakeets love wugs.,All birds love wugs.,All vegetables love wugs.,parakeet,bird,love,Parakeets,birds,5,1,-4.237918853759766,-32.15895080566406,-14.139491081237793,1.659179449081421,0.7862950563430786,124697433,roberta-base
Parakeets love feps.,All birds love feps.,All vegetables love feps.,parakeet,bird,love,Parakeets,birds,5,2,-4.68696403503418,-50.20364856719971,-11.438156127929688,4.65078592300415,3.068974494934082,124697433,roberta-base
Parakeets love blickets.,All birds love blickets.,All vegetables love blickets.,parakeet,bird,love,Parakeets,birds,5,3,-3.734842300415039,-39.517242431640625,-11.78422737121582,-0.40833109617233276,0.3554121255874634,124697433,roberta-base
Parakeets love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,parakeet,bird,love,Parakeets,birds,5,4,-4.011541366577148,-32.70357322692871,-12.119120597839355,0.9759045839309692,0.7855665683746338,124697433,roberta-base
Parakeets love toves.,All birds love toves.,All vegetables love toves.,parakeet,bird,love,Parakeets,birds,5,5,-4.034618377685547,-37.368170738220215,-12.825770378112793,17.883554458618164,13.050673484802246,124697433,roberta-base
Parakeets have wugs.,All birds have wugs.,All vegetables have wugs.,parakeet,bird,have,Parakeets,birds,6,1,-4.228677749633789,-30.69279670715332,-10.74551010131836,0.6530874371528625,1.722359538078308,124697433,roberta-base
Parakeets have feps.,All birds have feps.,All vegetables have feps.,parakeet,bird,have,Parakeets,birds,6,2,-4.072772979736328,-43.535648345947266,-9.179303169250488,3.1519312858581543,3.898599624633789,124697433,roberta-base
Parakeets have blickets.,All birds have blickets.,All vegetables have blickets.,parakeet,bird,have,Parakeets,birds,6,3,-3.794527053833008,-37.1713752746582,-9.70751953125,2.6921000480651855,2.6480538845062256,124697433,roberta-base
Parakeets have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,parakeet,bird,have,Parakeets,birds,6,4,-2.256685256958008,-30.25550079345703,-10.607036590576172,1.744615912437439,1.2171522378921509,124697433,roberta-base
Parakeets have toves.,All birds have toves.,All vegetables have toves.,parakeet,bird,have,Parakeets,birds,6,5,-6.8742876052856445,-33.37769603729248,-17.002614974975586,7.439340114593506,10.565165519714355,124697433,roberta-base
Orioles can dax.,All birds can dax.,All vegetables can dax.,oriole,bird,can,Orioles,birds,1,1,-6.654070854187012,-36.92484712600708,-12.833114624023438,1.0136598348617554,1.1998132467269897,124697433,roberta-base
Orioles can wif.,All birds can wif.,All vegetables can wif.,oriole,bird,can,Orioles,birds,1,2,-7.619659423828125,-30.412612915039062,-14.098691940307617,-2.056645393371582,0.6533070206642151,124697433,roberta-base
Orioles can blick.,All birds can blick.,All vegetables can blick.,oriole,bird,can,Orioles,birds,1,3,-12.242258071899414,-37.7780237197876,-18.266197204589844,-6.511181831359863,2.2867002487182617,124697433,roberta-base
Orioles can gyre.,All birds can gyre.,All vegetables can gyre.,oriole,bird,can,Orioles,birds,1,4,-6.234151840209961,-24.908576011657715,-12.806767463684082,3.330334186553955,1.7239149808883667,124697433,roberta-base
Orioles can gimble.,All birds can gimble.,All vegetables can gimble.,oriole,bird,can,Orioles,birds,1,5,-3.8997459411621094,-37.31623935699463,-13.335062026977539,3.9846031665802,2.246361255645752,124697433,roberta-base
Orioles can be daxed.,All birds can be daxed.,All vegetables can be daxed.,oriole,bird,can be,Orioles,birds,2,1,-10.351258277893066,-31.518410682678223,-14.763063430786133,-4.171159744262695,2.791489362716675,124697433,roberta-base
Orioles can be wiffed.,All birds can be wiffed.,All vegetables can be wiffed.,oriole,bird,can be,Orioles,birds,2,2,-9.977104187011719,-22.29735565185547,-15.437943458557129,-2.802746534347534,2.1486432552337646,124697433,roberta-base
Orioles can be blicked.,All birds can be blicked.,All vegetables can be blicked.,oriole,bird,can be,Orioles,birds,2,3,-10.017562866210938,-38.849653244018555,-14.399239540100098,-3.0624403953552246,1.0581316947937012,124697433,roberta-base
Orioles can be gyred.,All birds can be gyred.,All vegetables can be gyred.,oriole,bird,can be,Orioles,birds,2,4,-9.753267288208008,-25.910399436950684,-16.100393295288086,-1.7770614624023438,1.651617169380188,124697433,roberta-base
Orioles can be gimbled.,All birds can be gimbled.,All vegetables can be gimbled.,oriole,bird,can be,Orioles,birds,2,5,-8.392352104187012,-25.673993587493896,-13.134927749633789,-3.742141008377075,0.9854253530502319,124697433,roberta-base
Orioles are beamish.,All birds are beamish.,All vegetables are beamish.,oriole,bird,are,Orioles,birds,3,1,-9.291351318359375,-33.528104305267334,-29.375048637390137,1.7943077087402344,4.437322616577148,124697433,roberta-base
Orioles are slithy.,All birds are slithy.,All vegetables are slithy.,oriole,bird,are,Orioles,birds,3,2,-8.255815505981445,-24.96670627593994,-10.643510818481445,-2.712130069732666,1.6185492277145386,124697433,roberta-base
Orioles are mimsy.,All birds are mimsy.,All vegetables are mimsy.,oriole,bird,are,Orioles,birds,3,3,-4.816808700561523,-30.336681365966797,-9.326040267944336,5.256747245788574,6.183554649353027,124697433,roberta-base
Orioles are vorpal.,All birds are vorpal.,All vegetables are vorpal.,oriole,bird,are,Orioles,birds,3,4,-3.9655914306640625,-16.2237606048584,-9.214228630065918,1.9648323059082031,1.1598021984100342,124697433,roberta-base
Orioles are frabjous.,All birds are frabjous.,All vegetables are frabjous.,oriole,bird,are,Orioles,birds,3,5,-5.88947868347168,-39.037137031555176,-9.460187911987305,2.4438209533691406,1.8227962255477905,124697433,roberta-base
Orioles use a wug.,All birds use a wug.,All vegetables use a wug.,oriole,bird,use a,Orioles,birds,4,1,-7.877473831176758,-34.478766441345215,-14.150248527526855,2.9618825912475586,3.88759708404541,124697433,roberta-base
Orioles use a fep.,All birds use a fep.,All vegetables use a fep.,oriole,bird,use a,Orioles,birds,4,2,-8.60702133178711,-44.85988807678223,-14.538801193237305,0.6115413904190063,2.317095994949341,124697433,roberta-base
Orioles use a blicket.,All birds use a blicket.,All vegetables use a blicket.,oriole,bird,use a,Orioles,birds,4,3,-10.900802612304688,-39.500688552856445,-16.255990028381348,-1.3102092742919922,3.032505750656128,124697433,roberta-base
Orioles use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,oriole,bird,use a,Orioles,birds,4,4,-9.443674087524414,-28.2882080078125,-16.398975372314453,0.5090141296386719,2.834923267364502,124697433,roberta-base
Orioles use a tove.,All birds use a tove.,All vegetables use a tove.,oriole,bird,use a,Orioles,birds,4,5,-12.743606567382812,-32.366915702819824,-16.862668991088867,1.9729458093643188,4.678016662597656,124697433,roberta-base
Orioles love wugs.,All birds love wugs.,All vegetables love wugs.,oriole,bird,love,Orioles,birds,5,1,-5.95323371887207,-32.15898323059082,-17.95854091644287,0.6736782193183899,1.1723029613494873,124697433,roberta-base
Orioles love feps.,All birds love feps.,All vegetables love feps.,oriole,bird,love,Orioles,birds,5,2,-5.815864562988281,-50.203678131103516,-12.429386138916016,2.664323329925537,1.0492819547653198,124697433,roberta-base
Orioles love blickets.,All birds love blickets.,All vegetables love blickets.,oriole,bird,love,Orioles,birds,5,3,-6.61494255065918,-39.51720333099365,-13.709989547729492,0.0809747725725174,0.9770902395248413,124697433,roberta-base
Orioles love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,oriole,bird,love,Orioles,birds,5,4,-5.468849182128906,-32.703556060791016,-13.949634552001953,1.2745890617370605,0.5692515969276428,124697433,roberta-base
Orioles love toves.,All birds love toves.,All vegetables love toves.,oriole,bird,love,Orioles,birds,5,5,-13.224488258361816,-37.36819839477539,-22.217588424682617,4.1763224601745605,11.307440757751465,124697433,roberta-base
Orioles have wugs.,All birds have wugs.,All vegetables have wugs.,oriole,bird,have,Orioles,birds,6,1,-4.2646942138671875,-30.69278049468994,-13.131938934326172,0.9833483695983887,0.9265208840370178,124697433,roberta-base
