premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Badminton is mimsy.,All sports are mimsy.,All toys are mimsy.,badminton,sport,is,Badminton,sports,4,3,-15.273127555847168,-38.28834819793701,-22.481375217437744,7.532701015472412,4.22553014755249,774031360,gpt2-large
Badminton is vorpal.,All sports are vorpal.,All toys are vorpal.,badminton,sport,is,Badminton,sports,4,4,-16.70150899887085,-38.018903732299805,-20.478545665740967,4.852806091308594,1.7649288177490234,774031360,gpt2-large
Badminton is frabjous.,All sports are frabjous.,All toys are frabjous.,badminton,sport,is,Badminton,sports,4,5,-14.69128131866455,-35.21097707748413,-21.747319221496582,3.9853382110595703,2.1305370330810547,774031360,gpt2-large
Racing involves daxing.,All sports involve daxing.,All toys involve daxing.,racing,sport,involves,Racing,sports,1,1,-14.476181507110596,-44.93565082550049,-22.932820320129395,7.956395626068115,2.822063684463501,774031360,gpt2-large
Racing involves wiffing.,All sports involve wiffing.,All toys involve wiffing.,racing,sport,involves,Racing,sports,1,2,-12.472292423248291,-44.280280113220215,-23.69442081451416,7.261587619781494,0.5272443890571594,774031360,gpt2-large
Racing involves blicking.,All sports involve blicking.,All toys involve blicking.,racing,sport,involves,Racing,sports,1,3,-13.453411102294922,-41.86804819107056,-24.091601848602295,6.07248067855835,0.6383040547370911,774031360,gpt2-large
Racing involves gyring.,All sports involve gyring.,All toys involve gyring.,racing,sport,involves,Racing,sports,1,4,-14.29829216003418,-51.81374168395996,-22.984392642974854,8.324694633483887,0.9390106797218323,774031360,gpt2-large
Racing involves gimbling.,All sports involve gimbling.,All toys involve gimbling.,racing,sport,involves,Racing,sports,1,5,-13.483832836151123,-44.90140914916992,-24.493921756744385,6.162165641784668,1.4989566802978516,774031360,gpt2-large
Racing requires daxing.,All sports require daxing.,All toys require daxing.,racing,sport,requires,Racing,sports,2,1,-14.468225479125977,-45.3405237197876,-19.925405025482178,8.069283485412598,1.1356059312820435,774031360,gpt2-large
Racing requires wiffing.,All sports require wiffing.,All toys require wiffing.,racing,sport,requires,Racing,sports,2,2,-14.094373226165771,-43.64621877670288,-21.697845935821533,7.514811038970947,1.5971994400024414,774031360,gpt2-large
Racing requires blicking.,All sports require blicking.,All toys require blicking.,racing,sport,requires,Racing,sports,2,3,-15.262288570404053,-41.22198486328125,-22.20572328567505,5.538399696350098,2.636415481567383,774031360,gpt2-large
Racing requires gyring.,All sports require gyring.,All toys require gyring.,racing,sport,requires,Racing,sports,2,4,-15.616361141204834,-51.91460990905762,-21.3387393951416,6.254957675933838,1.1045663356781006,774031360,gpt2-large
Racing requires gimbling.,All sports require gimbling.,All toys require gimbling.,racing,sport,requires,Racing,sports,2,5,-15.026021480560303,-44.102182388305664,-22.681203365325928,5.484350681304932,1.191691279411316,774031360,gpt2-large
Racing includes daxing.,All sports include daxing.,All toys include daxing.,racing,sport,includes,Racing,sports,3,1,-17.626018524169922,-46.75452136993408,-24.37264394760132,6.022357940673828,1.0894683599472046,774031360,gpt2-large
Racing includes wiffing.,All sports include wiffing.,All toys include wiffing.,racing,sport,includes,Racing,sports,3,2,-15.854495525360107,-45.55984878540039,-23.305458545684814,6.564618110656738,1.2403172254562378,774031360,gpt2-large
Racing includes blicking.,All sports include blicking.,All toys include blicking.,racing,sport,includes,Racing,sports,3,3,-16.85440969467163,-43.53647518157959,-26.13931703567505,6.938704490661621,1.834258794784546,774031360,gpt2-large
Racing includes gyring.,All sports include gyring.,All toys include gyring.,racing,sport,includes,Racing,sports,3,4,-17.830652713775635,-53.963979721069336,-23.665550708770752,5.755570888519287,2.126098155975342,774031360,gpt2-large
Racing includes gimbling.,All sports include gimbling.,All toys include gimbling.,racing,sport,includes,Racing,sports,3,5,-16.681432247161865,-45.72871208190918,-27.482910633087158,5.795248985290527,1.1042702198028564,774031360,gpt2-large
Racing is beamish.,All sports are beamish.,All toys are beamish.,racing,sport,is,Racing,sports,4,1,-14.512575626373291,-37.29821157455444,-20.82963752746582,11.121475219726562,0.7708457112312317,774031360,gpt2-large
Racing is slithy.,All sports are slithy.,All toys are slithy.,racing,sport,is,Racing,sports,4,2,-14.617376327514648,-38.54179573059082,-20.268917560577393,4.843043327331543,2.0291497707366943,774031360,gpt2-large
Racing is mimsy.,All sports are mimsy.,All toys are mimsy.,racing,sport,is,Racing,sports,4,3,-15.798987865447998,-38.28834819793701,-23.17816162109375,10.476609230041504,5.865720272064209,774031360,gpt2-large
Racing is vorpal.,All sports are vorpal.,All toys are vorpal.,racing,sport,is,Racing,sports,4,4,-14.345897197723389,-38.018903732299805,-19.639708995819092,5.983235836029053,3.107686758041382,774031360,gpt2-large
Racing is frabjous.,All sports are frabjous.,All toys are frabjous.,racing,sport,is,Racing,sports,4,5,-14.794854640960693,-35.21097707748413,-22.207173347473145,2.953517436981201,2.5790140628814697,774031360,gpt2-large
Pole vault involves daxing.,All sports involve daxing.,All toys involve daxing.,pole vault,sport,involves,Pole vault,sports,1,1,-20.87051820755005,-44.93565082550049,-26.346108436584473,3.6873619556427,0.7910769581794739,774031360,gpt2-large
Pole vault involves wiffing.,All sports involve wiffing.,All toys involve wiffing.,pole vault,sport,involves,Pole vault,sports,1,2,-16.657066345214844,-44.280280113220215,-24.559436798095703,4.6969990730285645,1.1758993864059448,774031360,gpt2-large
Pole vault involves blicking.,All sports involve blicking.,All toys involve blicking.,pole vault,sport,involves,Pole vault,sports,1,3,-17.535146236419678,-41.86804819107056,-25.54298973083496,4.883088111877441,1.3961536884307861,774031360,gpt2-large
Pole vault involves gyring.,All sports involve gyring.,All toys involve gyring.,pole vault,sport,involves,Pole vault,sports,1,4,-19.769736766815186,-51.81374168395996,-26.580472946166992,6.02341365814209,0.6746456027030945,774031360,gpt2-large
Pole vault involves gimbling.,All sports involve gimbling.,All toys involve gimbling.,pole vault,sport,involves,Pole vault,sports,1,5,-17.39657211303711,-44.90140914916992,-26.156295776367188,4.1093854904174805,1.076816439628601,774031360,gpt2-large
Pole vault requires daxing.,All sports require daxing.,All toys require daxing.,pole vault,sport,requires,Pole vault,sports,2,1,-20.466481685638428,-45.3405237197876,-21.264166355133057,5.925579071044922,0.30737167596817017,774031360,gpt2-large
Pole vault requires wiffing.,All sports require wiffing.,All toys require wiffing.,pole vault,sport,requires,Pole vault,sports,2,2,-17.842162132263184,-43.64621877670288,-20.93305015563965,5.312841415405273,1.3053462505340576,774031360,gpt2-large
Pole vault requires blicking.,All sports require blicking.,All toys require blicking.,pole vault,sport,requires,Pole vault,sports,2,3,-19.107674598693848,-41.22198486328125,-21.937915802001953,5.52907657623291,2.3758301734924316,774031360,gpt2-large
Pole vault requires gyring.,All sports require gyring.,All toys require gyring.,pole vault,sport,requires,Pole vault,sports,2,4,-20.360888481140137,-51.91460990905762,-22.853697299957275,2.976821184158325,0.5486612319946289,774031360,gpt2-large
Pole vault requires gimbling.,All sports require gimbling.,All toys require gimbling.,pole vault,sport,requires,Pole vault,sports,2,5,-17.658104419708252,-44.102182388305664,-22.721738815307617,6.861773490905762,0.5870549082756042,774031360,gpt2-large
Pole vault includes daxing.,All sports include daxing.,All toys include daxing.,pole vault,sport,includes,Pole vault,sports,3,1,-23.102906703948975,-46.75452136993408,-25.510143280029297,3.643350124359131,1.5285958051681519,774031360,gpt2-large
Pole vault includes wiffing.,All sports include wiffing.,All toys include wiffing.,pole vault,sport,includes,Pole vault,sports,3,2,-21.63106346130371,-45.55984878540039,-23.744720458984375,2.593338966369629,1.7671911716461182,774031360,gpt2-large
Pole vault includes blicking.,All sports include blicking.,All toys include blicking.,pole vault,sport,includes,Pole vault,sports,3,3,-24.021052837371826,-43.53647518157959,-26.0470929145813,4.724023342132568,2.0507922172546387,774031360,gpt2-large
Pole vault includes gyring.,All sports include gyring.,All toys include gyring.,pole vault,sport,includes,Pole vault,sports,3,4,-24.14766263961792,-53.963979721069336,-25.14995765686035,2.516005039215088,1.512287974357605,774031360,gpt2-large
Pole vault includes gimbling.,All sports include gimbling.,All toys include gimbling.,pole vault,sport,includes,Pole vault,sports,3,5,-22.07267427444458,-45.72871208190918,-25.646570682525635,2.695668935775757,1.465975046157837,774031360,gpt2-large
Pole vault is beamish.,All sports are beamish.,All toys are beamish.,pole vault,sport,is,Pole vault,sports,4,1,-22.82201337814331,-37.29821157455444,-25.323224544525146,-1.421850562095642,1.8700753450393677,774031360,gpt2-large
Pole vault is slithy.,All sports are slithy.,All toys are slithy.,pole vault,sport,is,Pole vault,sports,4,2,-19.490508556365967,-38.54179573059082,-21.568769454956055,2.1492648124694824,2.0758721828460693,774031360,gpt2-large
Pole vault is mimsy.,All sports are mimsy.,All toys are mimsy.,pole vault,sport,is,Pole vault,sports,4,3,-20.939589500427246,-38.28834819793701,-23.1444993019104,4.392062187194824,3.3955702781677246,774031360,gpt2-large
Pole vault is vorpal.,All sports are vorpal.,All toys are vorpal.,pole vault,sport,is,Pole vault,sports,4,4,-19.32088041305542,-38.018903732299805,-21.195666790008545,1.9268138408660889,1.613484263420105,774031360,gpt2-large
Pole vault is frabjous.,All sports are frabjous.,All toys are frabjous.,pole vault,sport,is,Pole vault,sports,4,5,-18.315602779388428,-35.21097707748413,-21.81502866744995,1.5487724542617798,3.242128849029541,774031360,gpt2-large
Fencing involves daxing.,All sports involve daxing.,All toys involve daxing.,fencing,sport,involves,Fencing,sports,1,1,-15.081413269042969,-44.93565082550049,-23.177642345428467,8.705055236816406,2.062107801437378,774031360,gpt2-large
Fencing involves wiffing.,All sports involve wiffing.,All toys involve wiffing.,fencing,sport,involves,Fencing,sports,1,2,-12.464007377624512,-44.280280113220215,-22.573352336883545,8.224992752075195,1.2910993099212646,774031360,gpt2-large
Fencing involves blicking.,All sports involve blicking.,All toys involve blicking.,fencing,sport,involves,Fencing,sports,1,3,-12.917436599731445,-41.86804819107056,-23.266687393188477,6.466533660888672,1.555916428565979,774031360,gpt2-large
Fencing involves gyring.,All sports involve gyring.,All toys involve gyring.,fencing,sport,involves,Fencing,sports,1,4,-14.585586071014404,-51.81374168395996,-23.17296600341797,8.687398910522461,0.8316056728363037,774031360,gpt2-large
Fencing involves gimbling.,All sports involve gimbling.,All toys involve gimbling.,fencing,sport,involves,Fencing,sports,1,5,-13.257987976074219,-44.90140914916992,-22.565390586853027,6.535780429840088,1.9255256652832031,774031360,gpt2-large
Fencing requires daxing.,All sports require daxing.,All toys require daxing.,fencing,sport,requires,Fencing,sports,2,1,-14.680499076843262,-45.3405237197876,-20.900572299957275,10.244165420532227,3.7009809017181396,774031360,gpt2-large
Fencing requires wiffing.,All sports require wiffing.,All toys require wiffing.,fencing,sport,requires,Fencing,sports,2,2,-13.283240795135498,-43.64621877670288,-21.417550563812256,9.787742614746094,1.4510103464126587,774031360,gpt2-large
Fencing requires blicking.,All sports require blicking.,All toys require blicking.,fencing,sport,requires,Fencing,sports,2,3,-14.29309892654419,-41.22198486328125,-21.987086296081543,9.033561706542969,1.7711728811264038,774031360,gpt2-large
Fencing requires gyring.,All sports require gyring.,All toys require gyring.,fencing,sport,requires,Fencing,sports,2,4,-16.400572299957275,-51.91460990905762,-21.948365688323975,6.716422080993652,0.4533538222312927,774031360,gpt2-large
Fencing requires gimbling.,All sports require gimbling.,All toys require gimbling.,fencing,sport,requires,Fencing,sports,2,5,-14.592828273773193,-44.102182388305664,-21.705406665802002,7.437350273132324,2.675278663635254,774031360,gpt2-large
Fencing includes daxing.,All sports include daxing.,All toys include daxing.,fencing,sport,includes,Fencing,sports,3,1,-16.681174278259277,-46.75452136993408,-25.70039939880371,8.338093757629395,2.670764446258545,774031360,gpt2-large
Fencing includes wiffing.,All sports include wiffing.,All toys include wiffing.,fencing,sport,includes,Fencing,sports,3,2,-14.969548225402832,-45.55984878540039,-23.168773651123047,7.748461723327637,3.5307552814483643,774031360,gpt2-large
Fencing includes blicking.,All sports include blicking.,All toys include blicking.,fencing,sport,includes,Fencing,sports,3,3,-15.745272636413574,-43.53647518157959,-25.92668056488037,9.614561080932617,2.7421557903289795,774031360,gpt2-large
Fencing includes gyring.,All sports include gyring.,All toys include gyring.,fencing,sport,includes,Fencing,sports,3,4,-16.79076623916626,-53.963979721069336,-24.685853481292725,8.160455703735352,1.5164812803268433,774031360,gpt2-large
Fencing includes gimbling.,All sports include gimbling.,All toys include gimbling.,fencing,sport,includes,Fencing,sports,3,5,-15.948113441467285,-45.72871208190918,-26.779569625854492,7.299830436706543,3.302111864089966,774031360,gpt2-large
Fencing is beamish.,All sports are beamish.,All toys are beamish.,fencing,sport,is,Fencing,sports,4,1,-15.540583610534668,-37.29821157455444,-21.85634136199951,8.29324722290039,0.6146554350852966,774031360,gpt2-large
Fencing is slithy.,All sports are slithy.,All toys are slithy.,fencing,sport,is,Fencing,sports,4,2,-14.793185710906982,-38.54179573059082,-20.236584663391113,5.348067760467529,0.9666738510131836,774031360,gpt2-large
Fencing is mimsy.,All sports are mimsy.,All toys are mimsy.,fencing,sport,is,Fencing,sports,4,3,-15.393422603607178,-38.28834819793701,-21.32101011276245,9.106911659240723,5.733402252197266,774031360,gpt2-large
Fencing is vorpal.,All sports are vorpal.,All toys are vorpal.,fencing,sport,is,Fencing,sports,4,4,-16.076647758483887,-38.018903732299805,-20.045934677124023,4.653400421142578,1.9304569959640503,774031360,gpt2-large
Fencing is frabjous.,All sports are frabjous.,All toys are frabjous.,fencing,sport,is,Fencing,sports,4,5,-13.545848369598389,-35.21097707748413,-20.48153257369995,4.024582862854004,1.3783941268920898,774031360,gpt2-large
Bowling involves daxing.,All sports involve daxing.,All toys involve daxing.,bowling,sport,involves,Bowling,sports,1,1,-14.252596378326416,-44.93565082550049,-22.28619909286499,8.81044864654541,1.16326904296875,774031360,gpt2-large
Bowling involves wiffing.,All sports involve wiffing.,All toys involve wiffing.,bowling,sport,involves,Bowling,sports,1,2,-12.02643871307373,-44.280280113220215,-22.063995838165283,7.420229434967041,1.5502263307571411,774031360,gpt2-large
Bowling involves blicking.,All sports involve blicking.,All toys involve blicking.,bowling,sport,involves,Bowling,sports,1,3,-12.626194953918457,-41.86804819107056,-22.9932861328125,5.929382801055908,2.1468453407287598,774031360,gpt2-large
Bowling involves gyring.,All sports involve gyring.,All toys involve gyring.,bowling,sport,involves,Bowling,sports,1,4,-13.992688179016113,-51.81374168395996,-22.510188102722168,8.472512245178223,3.30649471282959,774031360,gpt2-large
Bowling involves gimbling.,All sports involve gimbling.,All toys involve gimbling.,bowling,sport,involves,Bowling,sports,1,5,-13.06470537185669,-44.90140914916992,-23.569501399993896,6.223313331604004,1.4537453651428223,774031360,gpt2-large
Bowling requires daxing.,All sports require daxing.,All toys require daxing.,bowling,sport,requires,Bowling,sports,2,1,-14.262300491333008,-45.3405237197876,-20.483831882476807,8.27721881866455,1.7899364233016968,774031360,gpt2-large
Bowling requires wiffing.,All sports require wiffing.,All toys require wiffing.,bowling,sport,requires,Bowling,sports,2,2,-12.927034378051758,-43.64621877670288,-21.18736696243286,6.74147891998291,3.057882308959961,774031360,gpt2-large
Bowling requires blicking.,All sports require blicking.,All toys require blicking.,bowling,sport,requires,Bowling,sports,2,3,-14.302264213562012,-41.22198486328125,-22.10860538482666,6.8131561279296875,1.9761745929718018,774031360,gpt2-large
Bowling requires gyring.,All sports require gyring.,All toys require gyring.,bowling,sport,requires,Bowling,sports,2,4,-15.813685417175293,-51.91460990905762,-20.951584339141846,6.219552040100098,0.8257325887680054,774031360,gpt2-large
Bowling requires gimbling.,All sports require gimbling.,All toys require gimbling.,bowling,sport,requires,Bowling,sports,2,5,-14.27335262298584,-44.102182388305664,-22.562671184539795,5.757805824279785,2.679433822631836,774031360,gpt2-large
Bowling includes daxing.,All sports include daxing.,All toys include daxing.,bowling,sport,includes,Bowling,sports,3,1,-15.746810913085938,-46.75452136993408,-23.98046112060547,6.8949384689331055,2.728991746902466,774031360,gpt2-large
Bowling includes wiffing.,All sports include wiffing.,All toys include wiffing.,bowling,sport,includes,Bowling,sports,3,2,-13.95864200592041,-45.55984878540039,-21.676892280578613,7.483699798583984,1.4026539325714111,774031360,gpt2-large
Bowling includes blicking.,All sports include blicking.,All toys include blicking.,bowling,sport,includes,Bowling,sports,3,3,-14.973369121551514,-43.53647518157959,-24.816161155700684,9.209925651550293,2.2117807865142822,774031360,gpt2-large
Bowling includes gyring.,All sports include gyring.,All toys include gyring.,bowling,sport,includes,Bowling,sports,3,4,-15.657532215118408,-53.963979721069336,-24.665396690368652,8.204390525817871,0.7747302651405334,774031360,gpt2-large
Bowling includes gimbling.,All sports include gimbling.,All toys include gimbling.,bowling,sport,includes,Bowling,sports,3,5,-15.096447467803955,-45.72871208190918,-26.15920352935791,7.528631687164307,1.3298094272613525,774031360,gpt2-large
Bowling is beamish.,All sports are beamish.,All toys are beamish.,bowling,sport,is,Bowling,sports,4,1,-15.065836429595947,-37.29821157455444,-20.950851440429688,6.523777008056641,1.5577247142791748,774031360,gpt2-large
Bowling is slithy.,All sports are slithy.,All toys are slithy.,bowling,sport,is,Bowling,sports,4,2,-14.668909549713135,-38.54179573059082,-20.089362144470215,3.7567734718322754,1.6323933601379395,774031360,gpt2-large
Bowling is mimsy.,All sports are mimsy.,All toys are mimsy.,bowling,sport,is,Bowling,sports,4,3,-15.825022220611572,-38.28834819793701,-22.003007411956787,5.435006141662598,3.9682531356811523,774031360,gpt2-large
Bowling is vorpal.,All sports are vorpal.,All toys are vorpal.,bowling,sport,is,Bowling,sports,4,4,-14.761603355407715,-38.018903732299805,-19.894360542297363,5.301636219024658,1.2655739784240723,774031360,gpt2-large
Bowling is frabjous.,All sports are frabjous.,All toys are frabjous.,bowling,sport,is,Bowling,sports,4,5,-14.351512908935547,-35.21097707748413,-20.335522174835205,2.9350640773773193,1.336377501487732,774031360,gpt2-large
Water skiing involves daxing.,All sports involve daxing.,All toys involve daxing.,water skiing,sport,involves,Water skiing,sports,1,1,-17.296544075012207,-44.93565082550049,-26.15944480895996,8.082356452941895,2.598515510559082,774031360,gpt2-large
Water skiing involves wiffing.,All sports involve wiffing.,All toys involve wiffing.,water skiing,sport,involves,Water skiing,sports,1,2,-14.960858345031738,-44.280280113220215,-25.934858798980713,6.807828426361084,2.0834760665893555,774031360,gpt2-large
Water skiing involves blicking.,All sports involve blicking.,All toys involve blicking.,water skiing,sport,involves,Water skiing,sports,1,3,-15.634031295776367,-41.86804819107056,-27.241443157196045,5.980295658111572,2.2196168899536133,774031360,gpt2-large
Water skiing involves gyring.,All sports involve gyring.,All toys involve gyring.,water skiing,sport,involves,Water skiing,sports,1,4,-17.176634788513184,-51.81374168395996,-26.801223754882812,8.689570426940918,0.9615606665611267,774031360,gpt2-large
Water skiing involves gimbling.,All sports involve gimbling.,All toys involve gimbling.,water skiing,sport,involves,Water skiing,sports,1,5,-16.022976398468018,-44.90140914916992,-27.116887092590332,6.900417327880859,1.6165964603424072,774031360,gpt2-large
Water skiing requires daxing.,All sports require daxing.,All toys require daxing.,water skiing,sport,requires,Water skiing,sports,2,1,-16.954041957855225,-45.3405237197876,-22.723342418670654,7.841513156890869,2.3718137741088867,774031360,gpt2-large
Water skiing requires wiffing.,All sports require wiffing.,All toys require wiffing.,water skiing,sport,requires,Water skiing,sports,2,2,-15.399704456329346,-43.64621877670288,-23.424933433532715,5.219066619873047,1.6973679065704346,774031360,gpt2-large
Water skiing requires blicking.,All sports require blicking.,All toys require blicking.,water skiing,sport,requires,Water skiing,sports,2,3,-16.169262886047363,-41.22198486328125,-24.265464782714844,7.435720920562744,1.516725778579712,774031360,gpt2-large
Water skiing requires gyring.,All sports require gyring.,All toys require gyring.,water skiing,sport,requires,Water skiing,sports,2,4,-18.424527168273926,-51.91460990905762,-24.37531805038452,5.2974066734313965,0.8982648253440857,774031360,gpt2-large
Water skiing requires gimbling.,All sports require gimbling.,All toys require gimbling.,water skiing,sport,requires,Water skiing,sports,2,5,-16.32590675354004,-44.102182388305664,-24.454955577850342,6.452762603759766,1.4114967584609985,774031360,gpt2-large
Water skiing includes daxing.,All sports include daxing.,All toys include daxing.,water skiing,sport,includes,Water skiing,sports,3,1,-20.025709629058838,-46.75452136993408,-27.155296325683594,5.244899749755859,2.020376205444336,774031360,gpt2-large
Water skiing includes wiffing.,All sports include wiffing.,All toys include wiffing.,water skiing,sport,includes,Water skiing,sports,3,2,-16.897980213165283,-45.55984878540039,-25.47028350830078,4.939749240875244,0.858081579208374,774031360,gpt2-large
Water skiing includes blicking.,All sports include blicking.,All toys include blicking.,water skiing,sport,includes,Water skiing,sports,3,3,-18.10783624649048,-43.53647518157959,-28.440895557403564,6.405282020568848,0.2340811789035797,774031360,gpt2-large
Water skiing includes gyring.,All sports include gyring.,All toys include gyring.,water skiing,sport,includes,Water skiing,sports,3,4,-20.02359676361084,-53.963979721069336,-28.46498966217041,4.502305030822754,1.743137240409851,774031360,gpt2-large
Water skiing includes gimbling.,All sports include gimbling.,All toys include gimbling.,water skiing,sport,includes,Water skiing,sports,3,5,-19.43975305557251,-45.72871208190918,-30.438392162322998,4.883046627044678,1.2483898401260376,774031360,gpt2-large
Water skiing is beamish.,All sports are beamish.,All toys are beamish.,water skiing,sport,is,Water skiing,sports,4,1,-16.12263822555542,-37.29821157455444,-24.230921268463135,10.394941329956055,1.4152191877365112,774031360,gpt2-large
Water skiing is slithy.,All sports are slithy.,All toys are slithy.,water skiing,sport,is,Water skiing,sports,4,2,-16.893612384796143,-38.54179573059082,-23.85882043838501,4.781490325927734,1.932395339012146,774031360,gpt2-large
Water skiing is mimsy.,All sports are mimsy.,All toys are mimsy.,water skiing,sport,is,Water skiing,sports,4,3,-19.725601196289062,-38.28834819793701,-26.687050819396973,4.593765735626221,4.555473804473877,774031360,gpt2-large
Water skiing is vorpal.,All sports are vorpal.,All toys are vorpal.,water skiing,sport,is,Water skiing,sports,4,4,-17.254568099975586,-38.018903732299805,-21.670300483703613,4.195274829864502,2.5871946811676025,774031360,gpt2-large
Water skiing is frabjous.,All sports are frabjous.,All toys are frabjous.,water skiing,sport,is,Water skiing,sports,4,5,-17.67230749130249,-35.21097707748413,-25.32735252380371,1.4323753118515015,1.8700014352798462,774031360,gpt2-large
Ice skating involves daxing.,All sports involve daxing.,All toys involve daxing.,ice skating,sport,involves,Ice skating,sports,1,1,-15.45346212387085,-44.93565082550049,-23.971784114837646,7.250053405761719,2.7187581062316895,774031360,gpt2-large
Ice skating involves wiffing.,All sports involve wiffing.,All toys involve wiffing.,ice skating,sport,involves,Ice skating,sports,1,2,-13.2126784324646,-44.280280113220215,-23.599061012268066,6.482588291168213,1.3226425647735596,774031360,gpt2-large
Ice skating involves blicking.,All sports involve blicking.,All toys involve blicking.,ice skating,sport,involves,Ice skating,sports,1,3,-13.742259979248047,-41.86804819107056,-24.719604015350342,6.875425815582275,1.9123846292495728,774031360,gpt2-large
Ice skating involves gyring.,All sports involve gyring.,All toys involve gyring.,ice skating,sport,involves,Ice skating,sports,1,4,-15.438690185546875,-51.81374168395996,-23.78632688522339,8.411008834838867,1.250056505203247,774031360,gpt2-large
Ice skating involves gimbling.,All sports involve gimbling.,All toys involve gimbling.,ice skating,sport,involves,Ice skating,sports,1,5,-14.118917465209961,-44.90140914916992,-24.70654010772705,5.6150102615356445,2.327204465866089,774031360,gpt2-large
Ice skating requires daxing.,All sports require daxing.,All toys require daxing.,ice skating,sport,requires,Ice skating,sports,2,1,-14.99967098236084,-45.3405237197876,-20.536333084106445,9.223048210144043,1.461881399154663,774031360,gpt2-large
Ice skating requires wiffing.,All sports require wiffing.,All toys require wiffing.,ice skating,sport,requires,Ice skating,sports,2,2,-13.36848497390747,-43.64621877670288,-21.235986709594727,6.935345649719238,2.7252373695373535,774031360,gpt2-large
Ice skating requires blicking.,All sports require blicking.,All toys require blicking.,ice skating,sport,requires,Ice skating,sports,2,3,-14.788018703460693,-41.22198486328125,-22.652526378631592,8.099258422851562,3.0864486694335938,774031360,gpt2-large
Ice skating requires gyring.,All sports require gyring.,All toys require gyring.,ice skating,sport,requires,Ice skating,sports,2,4,-16.289028644561768,-51.91460990905762,-21.57645320892334,5.981741428375244,2.2823667526245117,774031360,gpt2-large
Ice skating requires gimbling.,All sports require gimbling.,All toys require gimbling.,ice skating,sport,requires,Ice skating,sports,2,5,-14.959319114685059,-44.102182388305664,-22.603843212127686,7.16791296005249,2.938063144683838,774031360,gpt2-large
Ice skating includes daxing.,All sports include daxing.,All toys include daxing.,ice skating,sport,includes,Ice skating,sports,3,1,-17.187429904937744,-46.75452136993408,-24.53029203414917,7.033321380615234,0.6493815779685974,774031360,gpt2-large
Ice skating includes wiffing.,All sports include wiffing.,All toys include wiffing.,ice skating,sport,includes,Ice skating,sports,3,2,-14.822121143341064,-45.55984878540039,-23.37321710586548,6.902488708496094,0.7865139245986938,774031360,gpt2-large
Ice skating includes blicking.,All sports include blicking.,All toys include blicking.,ice skating,sport,includes,Ice skating,sports,3,3,-16.17817497253418,-43.53647518157959,-26.203723907470703,8.78062629699707,2.4433810710906982,774031360,gpt2-large
Ice skating includes gyring.,All sports include gyring.,All toys include gyring.,ice skating,sport,includes,Ice skating,sports,3,4,-16.74258279800415,-53.963979721069336,-24.934478282928467,7.550548553466797,0.43605440855026245,774031360,gpt2-large
Ice skating includes gimbling.,All sports include gimbling.,All toys include gimbling.,ice skating,sport,includes,Ice skating,sports,3,5,-16.11985683441162,-45.72871208190918,-27.12165117263794,7.499863624572754,0.6144933104515076,774031360,gpt2-large
Ice skating is beamish.,All sports are beamish.,All toys are beamish.,ice skating,sport,is,Ice skating,sports,4,1,-14.079669952392578,-37.29821157455444,-21.30189085006714,7.48766565322876,3.0440597534179688,774031360,gpt2-large
Ice skating is slithy.,All sports are slithy.,All toys are slithy.,ice skating,sport,is,Ice skating,sports,4,2,-15.363979816436768,-38.54179573059082,-21.047709941864014,3.6311326026916504,2.4308345317840576,774031360,gpt2-large
Ice skating is mimsy.,All sports are mimsy.,All toys are mimsy.,ice skating,sport,is,Ice skating,sports,4,3,-16.443952083587646,-38.28834819793701,-22.970594882965088,3.192101001739502,3.651340961456299,774031360,gpt2-large
Ice skating is vorpal.,All sports are vorpal.,All toys are vorpal.,ice skating,sport,is,Ice skating,sports,4,4,-15.317551136016846,-38.018903732299805,-20.267308235168457,4.8769097328186035,1.7753733396530151,774031360,gpt2-large
Ice skating is frabjous.,All sports are frabjous.,All toys are frabjous.,ice skating,sport,is,Ice skating,sports,4,5,-15.538455963134766,-35.21097707748413,-21.636273860931396,1.5077879428863525,0.9853391051292419,774031360,gpt2-large
Jai alai involves daxing.,All sports involve daxing.,All toys involve daxing.,jai alai,sport,involves,Jai alai,sports,1,1,-21.646955013275146,-44.93565082550049,-24.986286640167236,4.664531707763672,0.23391054570674896,774031360,gpt2-large
Jai alai involves wiffing.,All sports involve wiffing.,All toys involve wiffing.,jai alai,sport,involves,Jai alai,sports,1,2,-19.03987741470337,-44.280280113220215,-23.746838092803955,4.702481746673584,0.9790149331092834,774031360,gpt2-large
Jai alai involves blicking.,All sports involve blicking.,All toys involve blicking.,jai alai,sport,involves,Jai alai,sports,1,3,-19.139047622680664,-41.86804819107056,-25.011436939239502,4.468968391418457,1.1079455614089966,774031360,gpt2-large
Jai alai involves gyring.,All sports involve gyring.,All toys involve gyring.,jai alai,sport,involves,Jai alai,sports,1,4,-19.937442302703857,-51.81374168395996,-25.515807151794434,5.131800174713135,1.6026830673217773,774031360,gpt2-large
Jai alai involves gimbling.,All sports involve gimbling.,All toys involve gimbling.,jai alai,sport,involves,Jai alai,sports,1,5,-18.79590082168579,-44.90140914916992,-24.967732429504395,4.800240516662598,1.0135056972503662,774031360,gpt2-large
