preamble,stimulus,item,category,feature,score,params,model
Checkers,has teams.,checkers,sport,12,-23.187210083007812,81913344,distilgpt2
Cards,has teams.,cards,sport,12,-23.08428192138672,81913344,distilgpt2
Sunbathing,has teams.,sunbathing,sport,12,-21.772876739501953,81913344,distilgpt2
Football,has spectators.,football,sport,13,-22.72716522216797,81913344,distilgpt2
Baseball,has spectators.,baseball,sport,13,-22.857189178466797,81913344,distilgpt2
Basketball,has spectators.,basketball,sport,13,-22.259918212890625,81913344,distilgpt2
Tennis,has spectators.,tennis,sport,13,-23.636260986328125,81913344,distilgpt2
Softball,has spectators.,softball,sport,13,-23.053909301757812,81913344,distilgpt2
Canoeing,has spectators.,canoeing,sport,13,-25.188709259033203,81913344,distilgpt2
Handball,has spectators.,handball,sport,13,-24.188251495361328,81913344,distilgpt2
Rugby,has spectators.,rugby,sport,13,-25.74239730834961,81913344,distilgpt2
Hockey,has spectators.,hockey,sport,13,-23.30280303955078,81913344,distilgpt2
Ice hockey,has spectators.,ice hockey,sport,13,-21.37689971923828,81913344,distilgpt2
Swimming,has spectators.,swimming,sport,13,-24.74130630493164,81913344,distilgpt2
Track,has spectators.,track,sport,13,-25.74825668334961,81913344,distilgpt2
Boxing,has spectators.,boxing,sport,13,-24.306819915771484,81913344,distilgpt2
Volleyball,has spectators.,volleyball,sport,13,-23.052059173583984,81913344,distilgpt2
Lacrosse,has spectators.,lacrosse,sport,13,-22.355571746826172,81913344,distilgpt2
Skiing,has spectators.,skiing,sport,13,-25.65604019165039,81913344,distilgpt2
Golf,has spectators.,golf,sport,13,-22.681163787841797,81913344,distilgpt2
Polo,has spectators.,polo,sport,13,-25.050048828125,81913344,distilgpt2
Surfing,has spectators.,surfing,sport,13,-24.626548767089844,81913344,distilgpt2
Wrestling,has spectators.,wrestling,sport,13,-23.885311126708984,81913344,distilgpt2
Gymnastics,has spectators.,gymnastics,sport,13,-25.115100860595703,81913344,distilgpt2
Cricket,has spectators.,cricket,sport,13,-25.740028381347656,81913344,distilgpt2
Squash,has spectators.,squash,sport,13,-25.09433364868164,81913344,distilgpt2
Badminton,has spectators.,badminton,sport,13,-23.445438385009766,81913344,distilgpt2
Racing,has spectators.,racing,sport,13,-26.417800903320312,81913344,distilgpt2
Pole vault,has spectators.,pole vault,sport,13,-23.652599334716797,81913344,distilgpt2
Fencing,has spectators.,fencing,sport,13,-24.84040069580078,81913344,distilgpt2
Bowling,has spectators.,bowling,sport,13,-25.1756591796875,81913344,distilgpt2
Water skiing,has spectators.,water skiing,sport,13,-23.54343032836914,81913344,distilgpt2
Ice skating,has spectators.,ice skating,sport,13,-22.384750366210938,81913344,distilgpt2
Jai alai,has spectators.,jai alai,sport,13,-25.801097869873047,81913344,distilgpt2
Skating,has spectators.,skating,sport,13,-25.451404571533203,81913344,distilgpt2
Skindiving,has spectators.,skindiving,sport,13,-27.392276763916016,81913344,distilgpt2
Sailing,has spectators.,sailing,sport,13,-27.744918823242188,81913344,distilgpt2
Diving,has spectators.,diving,sport,13,-26.05107879638672,81913344,distilgpt2
Archery,has spectators.,archery,sport,13,-24.88077163696289,81913344,distilgpt2
Judo,has spectators.,judo,sport,13,-24.73810577392578,81913344,distilgpt2
Car racing,has spectators.,car racing,sport,13,-22.769588470458984,81913344,distilgpt2
Ping pong,has spectators.,ping pong,sport,13,-24.087982177734375,81913344,distilgpt2
Rowing,has spectators.,rowing,sport,13,-27.130584716796875,81913344,distilgpt2
Fishing,has spectators.,fishing,sport,13,-25.80649185180664,81913344,distilgpt2
Horseback riding,has spectators.,horseback riding,sport,13,-23.935943603515625,81913344,distilgpt2
Running,has spectators.,running,sport,13,-27.00499725341797,81913344,distilgpt2
Horse racing,has spectators.,horse racing,sport,13,-22.613487243652344,81913344,distilgpt2
Hiking,has spectators.,hiking,sport,13,-25.211742401123047,81913344,distilgpt2
Weight lifting,has spectators.,weight lifting,sport,13,-24.840534210205078,81913344,distilgpt2
Croquet,has spectators.,croquet,sport,13,-24.828144073486328,81913344,distilgpt2
Horseshoes,has spectators.,horseshoes,sport,13,-26.609275817871094,81913344,distilgpt2
Boating,has spectators.,boating,sport,13,-25.71910858154297,81913344,distilgpt2
Pool,has spectators.,pool,sport,13,-24.524402618408203,81913344,distilgpt2
Billiards,has spectators.,billiards,sport,13,-26.515487670898438,81913344,distilgpt2
Hunting,has spectators.,hunting,sport,13,-26.374984741210938,81913344,distilgpt2
Jump rope,has spectators.,jump rope,sport,13,-24.127819061279297,81913344,distilgpt2
Camping,has spectators.,camping,sport,13,-25.97118377685547,81913344,distilgpt2
Chess,has spectators.,chess,sport,13,-24.15619659423828,81913344,distilgpt2
Dancing,has spectators.,dancing,sport,13,-25.957908630371094,81913344,distilgpt2
Checkers,has spectators.,checkers,sport,13,-27.978626251220703,81913344,distilgpt2
Cards,has spectators.,cards,sport,13,-26.92717742919922,81913344,distilgpt2
Sunbathing,has spectators.,sunbathing,sport,13,-25.462661743164062,81913344,distilgpt2
Football,involves physical skill.,football,sport,14,-22.929004669189453,81913344,distilgpt2
Baseball,involves physical skill.,baseball,sport,14,-24.521133422851562,81913344,distilgpt2
Basketball,involves physical skill.,basketball,sport,14,-22.75048065185547,81913344,distilgpt2
Tennis,involves physical skill.,tennis,sport,14,-24.970905303955078,81913344,distilgpt2
Softball,involves physical skill.,softball,sport,14,-24.40277099609375,81913344,distilgpt2
Canoeing,involves physical skill.,canoeing,sport,14,-28.212779998779297,81913344,distilgpt2
Handball,involves physical skill.,handball,sport,14,-24.894737243652344,81913344,distilgpt2
Rugby,involves physical skill.,rugby,sport,14,-28.413333892822266,81913344,distilgpt2
Hockey,involves physical skill.,hockey,sport,14,-23.182273864746094,81913344,distilgpt2
Ice hockey,involves physical skill.,ice hockey,sport,14,-21.8270263671875,81913344,distilgpt2
Swimming,involves physical skill.,swimming,sport,14,-21.867855072021484,81913344,distilgpt2
Track,involves physical skill.,track,sport,14,-28.22060775756836,81913344,distilgpt2
Boxing,involves physical skill.,boxing,sport,14,-25.541637420654297,81913344,distilgpt2
Volleyball,involves physical skill.,volleyball,sport,14,-24.32546615600586,81913344,distilgpt2
Lacrosse,involves physical skill.,lacrosse,sport,14,-24.004531860351562,81913344,distilgpt2
Skiing,involves physical skill.,skiing,sport,14,-26.333694458007812,81913344,distilgpt2
Golf,involves physical skill.,golf,sport,14,-24.45501708984375,81913344,distilgpt2
Polo,involves physical skill.,polo,sport,14,-28.173465728759766,81913344,distilgpt2
Surfing,involves physical skill.,surfing,sport,14,-21.21518325805664,81913344,distilgpt2
Wrestling,involves physical skill.,wrestling,sport,14,-23.600311279296875,81913344,distilgpt2
Gymnastics,involves physical skill.,gymnastics,sport,14,-23.85696792602539,81913344,distilgpt2
Cricket,involves physical skill.,cricket,sport,14,-25.03482437133789,81913344,distilgpt2
Squash,involves physical skill.,squash,sport,14,-25.492938995361328,81913344,distilgpt2
Badminton,involves physical skill.,badminton,sport,14,-25.092288970947266,81913344,distilgpt2
Racing,involves physical skill.,racing,sport,14,-23.48822784423828,81913344,distilgpt2
Pole vault,involves physical skill.,pole vault,sport,14,-26.787002563476562,81913344,distilgpt2
Fencing,involves physical skill.,fencing,sport,14,-21.54633331298828,81913344,distilgpt2
Bowling,involves physical skill.,bowling,sport,14,-23.726028442382812,81913344,distilgpt2
Water skiing,involves physical skill.,water skiing,sport,14,-20.807056427001953,81913344,distilgpt2
Ice skating,involves physical skill.,ice skating,sport,14,-19.932884216308594,81913344,distilgpt2
Jai alai,involves physical skill.,jai alai,sport,14,-29.076282501220703,81913344,distilgpt2
Skating,involves physical skill.,skating,sport,14,-19.988059997558594,81913344,distilgpt2
Skindiving,involves physical skill.,skindiving,sport,14,-28.140586853027344,81913344,distilgpt2
Sailing,involves physical skill.,sailing,sport,14,-25.449928283691406,81913344,distilgpt2
Diving,involves physical skill.,diving,sport,14,-26.130233764648438,81913344,distilgpt2
Archery,involves physical skill.,archery,sport,14,-23.285537719726562,81913344,distilgpt2
Judo,involves physical skill.,judo,sport,14,-24.666500091552734,81913344,distilgpt2
Car racing,involves physical skill.,car racing,sport,14,-22.80316162109375,81913344,distilgpt2
Ping pong,involves physical skill.,ping pong,sport,14,-26.923137664794922,81913344,distilgpt2
Rowing,involves physical skill.,rowing,sport,14,-24.746395111083984,81913344,distilgpt2
Fishing,involves physical skill.,fishing,sport,14,-24.93852996826172,81913344,distilgpt2
Horseback riding,involves physical skill.,horseback riding,sport,14,-24.14261245727539,81913344,distilgpt2
Running,involves physical skill.,running,sport,14,-26.668941497802734,81913344,distilgpt2
Horse racing,involves physical skill.,horse racing,sport,14,-22.574966430664062,81913344,distilgpt2
Hiking,involves physical skill.,hiking,sport,14,-24.569210052490234,81913344,distilgpt2
Weight lifting,involves physical skill.,weight lifting,sport,14,-21.198471069335938,81913344,distilgpt2
Croquet,involves physical skill.,croquet,sport,14,-25.54712677001953,81913344,distilgpt2
Horseshoes,involves physical skill.,horseshoes,sport,14,-28.936168670654297,81913344,distilgpt2
Boating,involves physical skill.,boating,sport,14,-23.328960418701172,81913344,distilgpt2
Pool,involves physical skill.,pool,sport,14,-29.1329345703125,81913344,distilgpt2
Billiards,involves physical skill.,billiards,sport,14,-28.985240936279297,81913344,distilgpt2
Hunting,involves physical skill.,hunting,sport,14,-24.97858428955078,81913344,distilgpt2
Jump rope,involves physical skill.,jump rope,sport,14,-26.55083465576172,81913344,distilgpt2
Camping,involves physical skill.,camping,sport,14,-26.114269256591797,81913344,distilgpt2
Chess,involves physical skill.,chess,sport,14,-24.812885284423828,81913344,distilgpt2
Dancing,involves physical skill.,dancing,sport,14,-23.70508575439453,81913344,distilgpt2
Checkers,involves physical skill.,checkers,sport,14,-30.301288604736328,81913344,distilgpt2
Cards,involves physical skill.,cards,sport,14,-29.135116577148438,81913344,distilgpt2
Sunbathing,involves physical skill.,sunbathing,sport,14,-26.257251739501953,81913344,distilgpt2
Football,has rules.,football,sport,15,-17.23569107055664,81913344,distilgpt2
Baseball,has rules.,baseball,sport,15,-16.950523376464844,81913344,distilgpt2
Basketball,has rules.,basketball,sport,15,-17.289180755615234,81913344,distilgpt2
Tennis,has rules.,tennis,sport,15,-17.830596923828125,81913344,distilgpt2
Softball,has rules.,softball,sport,15,-17.746749877929688,81913344,distilgpt2
Canoeing,has rules.,canoeing,sport,15,-18.773761749267578,81913344,distilgpt2
Handball,has rules.,handball,sport,15,-17.7567138671875,81913344,distilgpt2
Rugby,has rules.,rugby,sport,15,-18.743995666503906,81913344,distilgpt2
Hockey,has rules.,hockey,sport,15,-17.60715103149414,81913344,distilgpt2
Ice hockey,has rules.,ice hockey,sport,15,-16.494503021240234,81913344,distilgpt2
Swimming,has rules.,swimming,sport,15,-18.23638153076172,81913344,distilgpt2
Track,has rules.,track,sport,15,-19.808895111083984,81913344,distilgpt2
Boxing,has rules.,boxing,sport,15,-18.075359344482422,81913344,distilgpt2
Volleyball,has rules.,volleyball,sport,15,-16.536941528320312,81913344,distilgpt2
Lacrosse,has rules.,lacrosse,sport,15,-17.536033630371094,81913344,distilgpt2
Skiing,has rules.,skiing,sport,15,-19.489818572998047,81913344,distilgpt2
Golf,has rules.,golf,sport,15,-16.985977172851562,81913344,distilgpt2
Polo,has rules.,polo,sport,15,-18.640907287597656,81913344,distilgpt2
Surfing,has rules.,surfing,sport,15,-17.403812408447266,81913344,distilgpt2
Wrestling,has rules.,wrestling,sport,15,-17.745281219482422,81913344,distilgpt2
Gymnastics,has rules.,gymnastics,sport,15,-18.446834564208984,81913344,distilgpt2
Cricket,has rules.,cricket,sport,15,-18.861419677734375,81913344,distilgpt2
Squash,has rules.,squash,sport,15,-18.21066665649414,81913344,distilgpt2
Badminton,has rules.,badminton,sport,15,-17.662769317626953,81913344,distilgpt2
Racing,has rules.,racing,sport,15,-19.521038055419922,81913344,distilgpt2
Pole vault,has rules.,pole vault,sport,15,-17.595619201660156,81913344,distilgpt2
Fencing,has rules.,fencing,sport,15,-18.098888397216797,81913344,distilgpt2
Bowling,has rules.,bowling,sport,15,-18.582469940185547,81913344,distilgpt2
Water skiing,has rules.,water skiing,sport,15,-18.22176742553711,81913344,distilgpt2
Ice skating,has rules.,ice skating,sport,15,-17.32007598876953,81913344,distilgpt2
Jai alai,has rules.,jai alai,sport,15,-19.32555389404297,81913344,distilgpt2
Skating,has rules.,skating,sport,15,-18.648849487304688,81913344,distilgpt2
Skindiving,has rules.,skindiving,sport,15,-20.870468139648438,81913344,distilgpt2
Sailing,has rules.,sailing,sport,15,-20.68596649169922,81913344,distilgpt2
Diving,has rules.,diving,sport,15,-19.98065185546875,81913344,distilgpt2
Archery,has rules.,archery,sport,15,-18.283740997314453,81913344,distilgpt2
Judo,has rules.,judo,sport,15,-18.21273422241211,81913344,distilgpt2
Car racing,has rules.,car racing,sport,15,-17.633743286132812,81913344,distilgpt2
Ping pong,has rules.,ping pong,sport,15,-17.701900482177734,81913344,distilgpt2
Rowing,has rules.,rowing,sport,15,-20.758529663085938,81913344,distilgpt2
Fishing,has rules.,fishing,sport,15,-18.636173248291016,81913344,distilgpt2
Horseback riding,has rules.,horseback riding,sport,15,-18.24505615234375,81913344,distilgpt2
Running,has rules.,running,sport,15,-21.5830078125,81913344,distilgpt2
Horse racing,has rules.,horse racing,sport,15,-17.432601928710938,81913344,distilgpt2
Hiking,has rules.,hiking,sport,15,-19.50688934326172,81913344,distilgpt2
Weight lifting,has rules.,weight lifting,sport,15,-18.667236328125,81913344,distilgpt2
Croquet,has rules.,croquet,sport,15,-17.92894744873047,81913344,distilgpt2
Horseshoes,has rules.,horseshoes,sport,15,-20.372493743896484,81913344,distilgpt2
Boating,has rules.,boating,sport,15,-18.088272094726562,81913344,distilgpt2
Pool,has rules.,pool,sport,15,-18.110321044921875,81913344,distilgpt2
Billiards,has rules.,billiards,sport,15,-19.715553283691406,81913344,distilgpt2
Hunting,has rules.,hunting,sport,15,-19.838176727294922,81913344,distilgpt2
Jump rope,has rules.,jump rope,sport,15,-17.19379425048828,81913344,distilgpt2
Camping,has rules.,camping,sport,15,-19.17050552368164,81913344,distilgpt2
Chess,has rules.,chess,sport,15,-17.258499145507812,81913344,distilgpt2
Dancing,has rules.,dancing,sport,15,-19.540695190429688,81913344,distilgpt2
Checkers,has rules.,checkers,sport,15,-21.589000701904297,81913344,distilgpt2
Cards,has rules.,cards,sport,15,-20.057281494140625,81913344,distilgpt2
Sunbathing,has rules.,sunbathing,sport,15,-18.123245239257812,81913344,distilgpt2
Football,uses special equipment.,football,sport,16,-22.235271453857422,81913344,distilgpt2
Baseball,uses special equipment.,baseball,sport,16,-24.153499603271484,81913344,distilgpt2
Basketball,uses special equipment.,basketball,sport,16,-23.606800079345703,81913344,distilgpt2
Tennis,uses special equipment.,tennis,sport,16,-23.92491912841797,81913344,distilgpt2
Softball,uses special equipment.,softball,sport,16,-23.919513702392578,81913344,distilgpt2
Canoeing,uses special equipment.,canoeing,sport,16,-21.88768768310547,81913344,distilgpt2
Handball,uses special equipment.,handball,sport,16,-22.576858520507812,81913344,distilgpt2
Rugby,uses special equipment.,rugby,sport,16,-25.274818420410156,81913344,distilgpt2
Hockey,uses special equipment.,hockey,sport,16,-23.130279541015625,81913344,distilgpt2
Ice hockey,uses special equipment.,ice hockey,sport,16,-21.765338897705078,81913344,distilgpt2
Swimming,uses special equipment.,swimming,sport,16,-22.81085968017578,81913344,distilgpt2
Track,uses special equipment.,track,sport,16,-23.406158447265625,81913344,distilgpt2
Boxing,uses special equipment.,boxing,sport,16,-23.189762115478516,81913344,distilgpt2
Volleyball,uses special equipment.,volleyball,sport,16,-22.004539489746094,81913344,distilgpt2
Lacrosse,uses special equipment.,lacrosse,sport,16,-22.70882797241211,81913344,distilgpt2
Skiing,uses special equipment.,skiing,sport,16,-24.066707611083984,81913344,distilgpt2
Golf,uses special equipment.,golf,sport,16,-23.301528930664062,81913344,distilgpt2
Polo,uses special equipment.,polo,sport,16,-24.277183532714844,81913344,distilgpt2
Surfing,uses special equipment.,surfing,sport,16,-22.34387969970703,81913344,distilgpt2
Wrestling,uses special equipment.,wrestling,sport,16,-23.903003692626953,81913344,distilgpt2
Gymnastics,uses special equipment.,gymnastics,sport,16,-23.61573028564453,81913344,distilgpt2
Cricket,uses special equipment.,cricket,sport,16,-23.999893188476562,81913344,distilgpt2
Squash,uses special equipment.,squash,sport,16,-25.509708404541016,81913344,distilgpt2
Badminton,uses special equipment.,badminton,sport,16,-24.259357452392578,81913344,distilgpt2
Racing,uses special equipment.,racing,sport,16,-25.392440795898438,81913344,distilgpt2
Pole vault,uses special equipment.,pole vault,sport,16,-21.759201049804688,81913344,distilgpt2
Fencing,uses special equipment.,fencing,sport,16,-21.475906372070312,81913344,distilgpt2
Bowling,uses special equipment.,bowling,sport,16,-22.545665740966797,81913344,distilgpt2
Water skiing,uses special equipment.,water skiing,sport,16,-19.92333984375,81913344,distilgpt2
Ice skating,uses special equipment.,ice skating,sport,16,-20.956695556640625,81913344,distilgpt2
Jai alai,uses special equipment.,jai alai,sport,16,-23.687049865722656,81913344,distilgpt2
Skating,uses special equipment.,skating,sport,16,-23.26247787475586,81913344,distilgpt2
Skindiving,uses special equipment.,skindiving,sport,16,-25.826297760009766,81913344,distilgpt2
Sailing,uses special equipment.,sailing,sport,16,-24.600692749023438,81913344,distilgpt2
Diving,uses special equipment.,diving,sport,16,-23.522010803222656,81913344,distilgpt2
Archery,uses special equipment.,archery,sport,16,-19.779666900634766,81913344,distilgpt2
Judo,uses special equipment.,judo,sport,16,-24.235607147216797,81913344,distilgpt2
Car racing,uses special equipment.,car racing,sport,16,-20.630390167236328,81913344,distilgpt2
Ping pong,uses special equipment.,ping pong,sport,16,-24.343387603759766,81913344,distilgpt2
Rowing,uses special equipment.,rowing,sport,16,-24.202163696289062,81913344,distilgpt2
Fishing,uses special equipment.,fishing,sport,16,-22.89297103881836,81913344,distilgpt2
Horseback riding,uses special equipment.,horseback riding,sport,16,-23.320953369140625,81913344,distilgpt2
Running,uses special equipment.,running,sport,16,-27.345577239990234,81913344,distilgpt2
Horse racing,uses special equipment.,horse racing,sport,16,-21.18780517578125,81913344,distilgpt2
Hiking,uses special equipment.,hiking,sport,16,-23.246017456054688,81913344,distilgpt2
Weight lifting,uses special equipment.,weight lifting,sport,16,-21.82506561279297,81913344,distilgpt2
Croquet,uses special equipment.,croquet,sport,16,-24.972431182861328,81913344,distilgpt2
Horseshoes,uses special equipment.,horseshoes,sport,16,-25.258495330810547,81913344,distilgpt2
Boating,uses special equipment.,boating,sport,16,-22.587512969970703,81913344,distilgpt2
Pool,uses special equipment.,pool,sport,16,-24.3641357421875,81913344,distilgpt2
Billiards,uses special equipment.,billiards,sport,16,-26.274192810058594,81913344,distilgpt2
Hunting,uses special equipment.,hunting,sport,16,-23.548580169677734,81913344,distilgpt2
Jump rope,uses special equipment.,jump rope,sport,16,-22.961288452148438,81913344,distilgpt2
Camping,uses special equipment.,camping,sport,16,-21.340904235839844,81913344,distilgpt2
Chess,uses special equipment.,chess,sport,16,-24.598194122314453,81913344,distilgpt2
Dancing,uses special equipment.,dancing,sport,16,-24.671432495117188,81913344,distilgpt2
Checkers,uses special equipment.,checkers,sport,16,-25.24331283569336,81913344,distilgpt2
Cards,uses special equipment.,cards,sport,16,-26.183212280273438,81913344,distilgpt2
Sunbathing,uses special equipment.,sunbathing,sport,16,-23.775989532470703,81913344,distilgpt2
Football,takes place outdoors.,football,sport,17,-20.556480407714844,81913344,distilgpt2
Baseball,takes place outdoors.,baseball,sport,17,-21.222679138183594,81913344,distilgpt2
Basketball,takes place outdoors.,basketball,sport,17,-20.599266052246094,81913344,distilgpt2
Tennis,takes place outdoors.,tennis,sport,17,-19.90660858154297,81913344,distilgpt2
Softball,takes place outdoors.,softball,sport,17,-21.357704162597656,81913344,distilgpt2
Canoeing,takes place outdoors.,canoeing,sport,17,-20.118362426757812,81913344,distilgpt2
Handball,takes place outdoors.,handball,sport,17,-20.12548065185547,81913344,distilgpt2
Rugby,takes place outdoors.,rugby,sport,17,-23.167694091796875,81913344,distilgpt2
Hockey,takes place outdoors.,hockey,sport,17,-20.122756958007812,81913344,distilgpt2
Ice hockey,takes place outdoors.,ice hockey,sport,17,-18.305770874023438,81913344,distilgpt2
Swimming,takes place outdoors.,swimming,sport,17,-16.735267639160156,81913344,distilgpt2
Track,takes place outdoors.,track,sport,17,-20.411174774169922,81913344,distilgpt2
Boxing,takes place outdoors.,boxing,sport,17,-19.361713409423828,81913344,distilgpt2
Volleyball,takes place outdoors.,volleyball,sport,17,-19.347389221191406,81913344,distilgpt2
Lacrosse,takes place outdoors.,lacrosse,sport,17,-20.384952545166016,81913344,distilgpt2
Skiing,takes place outdoors.,skiing,sport,17,-21.264720916748047,81913344,distilgpt2
Golf,takes place outdoors.,golf,sport,17,-19.430004119873047,81913344,distilgpt2
Polo,takes place outdoors.,polo,sport,17,-24.68413543701172,81913344,distilgpt2
Surfing,takes place outdoors.,surfing,sport,17,-17.021461486816406,81913344,distilgpt2
Wrestling,takes place outdoors.,wrestling,sport,17,-19.31588363647461,81913344,distilgpt2
Gymnastics,takes place outdoors.,gymnastics,sport,17,-20.870574951171875,81913344,distilgpt2
Cricket,takes place outdoors.,cricket,sport,17,-23.200672149658203,81913344,distilgpt2
Squash,takes place outdoors.,squash,sport,17,-20.743236541748047,81913344,distilgpt2
Badminton,takes place outdoors.,badminton,sport,17,-22.44829559326172,81913344,distilgpt2
Racing,takes place outdoors.,racing,sport,17,-18.848007202148438,81913344,distilgpt2
Pole vault,takes place outdoors.,pole vault,sport,17,-19.97028350830078,81913344,distilgpt2
Fencing,takes place outdoors.,fencing,sport,17,-17.870670318603516,81913344,distilgpt2
Bowling,takes place outdoors.,bowling,sport,17,-19.1119384765625,81913344,distilgpt2
Water skiing,takes place outdoors.,water skiing,sport,17,-15.010211944580078,81913344,distilgpt2
Ice skating,takes place outdoors.,ice skating,sport,17,-16.68476104736328,81913344,distilgpt2
Jai alai,takes place outdoors.,jai alai,sport,17,-24.58089828491211,81913344,distilgpt2
Skating,takes place outdoors.,skating,sport,17,-16.826644897460938,81913344,distilgpt2
Skindiving,takes place outdoors.,skindiving,sport,17,-19.49897003173828,81913344,distilgpt2
Sailing,takes place outdoors.,sailing,sport,17,-19.10198974609375,81913344,distilgpt2
Diving,takes place outdoors.,diving,sport,17,-16.909881591796875,81913344,distilgpt2
Archery,takes place outdoors.,archery,sport,17,-17.323917388916016,81913344,distilgpt2
Judo,takes place outdoors.,judo,sport,17,-21.528038024902344,81913344,distilgpt2
Car racing,takes place outdoors.,car racing,sport,17,-17.33269500732422,81913344,distilgpt2
Ping pong,takes place outdoors.,ping pong,sport,17,-21.789169311523438,81913344,distilgpt2
Rowing,takes place outdoors.,rowing,sport,17,-17.60677719116211,81913344,distilgpt2
Fishing,takes place outdoors.,fishing,sport,17,-17.509174346923828,81913344,distilgpt2
Horseback riding,takes place outdoors.,horseback riding,sport,17,-17.80162811279297,81913344,distilgpt2
Running,takes place outdoors.,running,sport,17,-20.404041290283203,81913344,distilgpt2
Horse racing,takes place outdoors.,horse racing,sport,17,-16.520751953125,81913344,distilgpt2
Hiking,takes place outdoors.,hiking,sport,17,-16.236289978027344,81913344,distilgpt2
Weight lifting,takes place outdoors.,weight lifting,sport,17,-16.39917755126953,81913344,distilgpt2
Croquet,takes place outdoors.,croquet,sport,17,-20.0545654296875,81913344,distilgpt2
Horseshoes,takes place outdoors.,horseshoes,sport,17,-24.126800537109375,81913344,distilgpt2
Boating,takes place outdoors.,boating,sport,17,-16.57712173461914,81913344,distilgpt2
Pool,takes place outdoors.,pool,sport,17,-21.93909454345703,81913344,distilgpt2
Billiards,takes place outdoors.,billiards,sport,17,-25.158889770507812,81913344,distilgpt2
Hunting,takes place outdoors.,hunting,sport,17,-17.203231811523438,81913344,distilgpt2
Jump rope,takes place outdoors.,jump rope,sport,17,-22.454235076904297,81913344,distilgpt2
Camping,takes place outdoors.,camping,sport,17,-17.472858428955078,81913344,distilgpt2
Chess,takes place outdoors.,chess,sport,17,-22.913055419921875,81913344,distilgpt2
Dancing,takes place outdoors.,dancing,sport,17,-18.58269500732422,81913344,distilgpt2
Checkers,takes place outdoors.,checkers,sport,17,-25.27065658569336,81913344,distilgpt2
Cards,takes place outdoors.,cards,sport,17,-23.866809844970703,81913344,distilgpt2
Sunbathing,takes place outdoors.,sunbathing,sport,17,-17.298160552978516,81913344,distilgpt2
Football,is exercise.,football,sport,18,-17.66360092163086,81913344,distilgpt2
Baseball,is exercise.,baseball,sport,18,-18.25653076171875,81913344,distilgpt2
Basketball,is exercise.,basketball,sport,18,-17.143386840820312,81913344,distilgpt2
Tennis,is exercise.,tennis,sport,18,-19.779781341552734,81913344,distilgpt2
Softball,is exercise.,softball,sport,18,-20.106693267822266,81913344,distilgpt2
Canoeing,is exercise.,canoeing,sport,18,-22.629878997802734,81913344,distilgpt2
Handball,is exercise.,handball,sport,18,-18.559181213378906,81913344,distilgpt2
Rugby,is exercise.,rugby,sport,18,-22.282562255859375,81913344,distilgpt2
Hockey,is exercise.,hockey,sport,18,-18.17352294921875,81913344,distilgpt2
Ice hockey,is exercise.,ice hockey,sport,18,-19.474868774414062,81913344,distilgpt2
Swimming,is exercise.,swimming,sport,18,-17.634124755859375,81913344,distilgpt2
Track,is exercise.,track,sport,18,-20.508358001708984,81913344,distilgpt2
Boxing,is exercise.,boxing,sport,18,-18.985488891601562,81913344,distilgpt2
Volleyball,is exercise.,volleyball,sport,18,-20.40917205810547,81913344,distilgpt2
Lacrosse,is exercise.,lacrosse,sport,18,-20.782154083251953,81913344,distilgpt2
Skiing,is exercise.,skiing,sport,18,-20.164196014404297,81913344,distilgpt2
Golf,is exercise.,golf,sport,18,-19.468276977539062,81913344,distilgpt2
Polo,is exercise.,polo,sport,18,-22.553821563720703,81913344,distilgpt2
Surfing,is exercise.,surfing,sport,18,-16.407108306884766,81913344,distilgpt2
Wrestling,is exercise.,wrestling,sport,18,-19.36495590209961,81913344,distilgpt2
Gymnastics,is exercise.,gymnastics,sport,18,-19.567352294921875,81913344,distilgpt2
Cricket,is exercise.,cricket,sport,18,-21.096206665039062,81913344,distilgpt2
Squash,is exercise.,squash,sport,18,-19.469470977783203,81913344,distilgpt2
Badminton,is exercise.,badminton,sport,18,-20.502193450927734,81913344,distilgpt2
Racing,is exercise.,racing,sport,18,-18.27338409423828,81913344,distilgpt2
Pole vault,is exercise.,pole vault,sport,18,-20.594844818115234,81913344,distilgpt2
Fencing,is exercise.,fencing,sport,18,-17.35940933227539,81913344,distilgpt2
Bowling,is exercise.,bowling,sport,18,-18.059940338134766,81913344,distilgpt2
Water skiing,is exercise.,water skiing,sport,18,-17.20553207397461,81913344,distilgpt2
Ice skating,is exercise.,ice skating,sport,18,-17.737667083740234,81913344,distilgpt2
Jai alai,is exercise.,jai alai,sport,18,-23.04308319091797,81913344,distilgpt2
Skating,is exercise.,skating,sport,18,-14.781349182128906,81913344,distilgpt2
Skindiving,is exercise.,skindiving,sport,18,-20.469738006591797,81913344,distilgpt2
Sailing,is exercise.,sailing,sport,18,-19.467567443847656,81913344,distilgpt2
Diving,is exercise.,diving,sport,18,-18.196781158447266,81913344,distilgpt2
Archery,is exercise.,archery,sport,18,-18.38125228881836,81913344,distilgpt2
Judo,is exercise.,judo,sport,18,-20.328022003173828,81913344,distilgpt2
Car racing,is exercise.,car racing,sport,18,-19.693233489990234,81913344,distilgpt2
Ping pong,is exercise.,ping pong,sport,18,-19.669193267822266,81913344,distilgpt2
Rowing,is exercise.,rowing,sport,18,-17.2412109375,81913344,distilgpt2
Fishing,is exercise.,fishing,sport,18,-18.499095916748047,81913344,distilgpt2
