preamble,stimulus,item,category,feature,score,params,model
Dancing,has teams.,dancing,sport,12,-23.397987365722656,354824192,gpt2-medium
Checkers,has teams.,checkers,sport,12,-19.542205810546875,354824192,gpt2-medium
Cards,has teams.,cards,sport,12,-21.630435943603516,354824192,gpt2-medium
Sunbathing,has teams.,sunbathing,sport,12,-23.13306427001953,354824192,gpt2-medium
Football,has spectators.,football,sport,13,-19.800521850585938,354824192,gpt2-medium
Baseball,has spectators.,baseball,sport,13,-19.708633422851562,354824192,gpt2-medium
Basketball,has spectators.,basketball,sport,13,-20.48876190185547,354824192,gpt2-medium
Tennis,has spectators.,tennis,sport,13,-21.066967010498047,354824192,gpt2-medium
Softball,has spectators.,softball,sport,13,-21.3524169921875,354824192,gpt2-medium
Canoeing,has spectators.,canoeing,sport,13,-22.455352783203125,354824192,gpt2-medium
Handball,has spectators.,handball,sport,13,-21.124526977539062,354824192,gpt2-medium
Rugby,has spectators.,rugby,sport,13,-20.966594696044922,354824192,gpt2-medium
Hockey,has spectators.,hockey,sport,13,-19.644222259521484,354824192,gpt2-medium
Ice hockey,has spectators.,ice hockey,sport,13,-19.90546417236328,354824192,gpt2-medium
Swimming,has spectators.,swimming,sport,13,-22.560501098632812,354824192,gpt2-medium
Track,has spectators.,track,sport,13,-27.22344207763672,354824192,gpt2-medium
Boxing,has spectators.,boxing,sport,13,-21.980052947998047,354824192,gpt2-medium
Volleyball,has spectators.,volleyball,sport,13,-20.524211883544922,354824192,gpt2-medium
Lacrosse,has spectators.,lacrosse,sport,13,-20.085105895996094,354824192,gpt2-medium
Skiing,has spectators.,skiing,sport,13,-22.75029754638672,354824192,gpt2-medium
Golf,has spectators.,golf,sport,13,-22.115901947021484,354824192,gpt2-medium
Polo,has spectators.,polo,sport,13,-22.74034881591797,354824192,gpt2-medium
Surfing,has spectators.,surfing,sport,13,-21.519153594970703,354824192,gpt2-medium
Wrestling,has spectators.,wrestling,sport,13,-23.363285064697266,354824192,gpt2-medium
Gymnastics,has spectators.,gymnastics,sport,13,-20.97214126586914,354824192,gpt2-medium
Cricket,has spectators.,cricket,sport,13,-20.163883209228516,354824192,gpt2-medium
Squash,has spectators.,squash,sport,13,-21.532928466796875,354824192,gpt2-medium
Badminton,has spectators.,badminton,sport,13,-19.6248779296875,354824192,gpt2-medium
Racing,has spectators.,racing,sport,13,-21.93445587158203,354824192,gpt2-medium
Pole vault,has spectators.,pole vault,sport,13,-23.465164184570312,354824192,gpt2-medium
Fencing,has spectators.,fencing,sport,13,-22.026390075683594,354824192,gpt2-medium
Bowling,has spectators.,bowling,sport,13,-21.040904998779297,354824192,gpt2-medium
Water skiing,has spectators.,water skiing,sport,13,-23.175262451171875,354824192,gpt2-medium
Ice skating,has spectators.,ice skating,sport,13,-22.090415954589844,354824192,gpt2-medium
Jai alai,has spectators.,jai alai,sport,13,-23.20767593383789,354824192,gpt2-medium
Skating,has spectators.,skating,sport,13,-22.856525421142578,354824192,gpt2-medium
Skindiving,has spectators.,skindiving,sport,13,-24.165470123291016,354824192,gpt2-medium
Sailing,has spectators.,sailing,sport,13,-22.847450256347656,354824192,gpt2-medium
Diving,has spectators.,diving,sport,13,-26.28641128540039,354824192,gpt2-medium
Archery,has spectators.,archery,sport,13,-22.233020782470703,354824192,gpt2-medium
Judo,has spectators.,judo,sport,13,-21.004364013671875,354824192,gpt2-medium
Car racing,has spectators.,car racing,sport,13,-20.690956115722656,354824192,gpt2-medium
Ping pong,has spectators.,ping pong,sport,13,-23.009761810302734,354824192,gpt2-medium
Rowing,has spectators.,rowing,sport,13,-19.62494659423828,354824192,gpt2-medium
Fishing,has spectators.,fishing,sport,13,-23.61602783203125,354824192,gpt2-medium
Horseback riding,has spectators.,horseback riding,sport,13,-22.104476928710938,354824192,gpt2-medium
Running,has spectators.,running,sport,13,-25.451183319091797,354824192,gpt2-medium
Horse racing,has spectators.,horse racing,sport,13,-20.9259033203125,354824192,gpt2-medium
Hiking,has spectators.,hiking,sport,13,-26.048599243164062,354824192,gpt2-medium
Weight lifting,has spectators.,weight lifting,sport,13,-23.354751586914062,354824192,gpt2-medium
Croquet,has spectators.,croquet,sport,13,-21.768856048583984,354824192,gpt2-medium
Horseshoes,has spectators.,horseshoes,sport,13,-24.999290466308594,354824192,gpt2-medium
Boating,has spectators.,boating,sport,13,-23.32866668701172,354824192,gpt2-medium
Pool,has spectators.,pool,sport,13,-23.866863250732422,354824192,gpt2-medium
Billiards,has spectators.,billiards,sport,13,-20.76400375366211,354824192,gpt2-medium
Hunting,has spectators.,hunting,sport,13,-24.175140380859375,354824192,gpt2-medium
Jump rope,has spectators.,jump rope,sport,13,-23.32260513305664,354824192,gpt2-medium
Camping,has spectators.,camping,sport,13,-22.665451049804688,354824192,gpt2-medium
Chess,has spectators.,chess,sport,13,-19.737369537353516,354824192,gpt2-medium
Dancing,has spectators.,dancing,sport,13,-25.838851928710938,354824192,gpt2-medium
Checkers,has spectators.,checkers,sport,13,-21.919937133789062,354824192,gpt2-medium
Cards,has spectators.,cards,sport,13,-25.656909942626953,354824192,gpt2-medium
Sunbathing,has spectators.,sunbathing,sport,13,-24.71106719970703,354824192,gpt2-medium
Football,involves physical skill.,football,sport,14,-22.86990737915039,354824192,gpt2-medium
Baseball,involves physical skill.,baseball,sport,14,-24.168201446533203,354824192,gpt2-medium
Basketball,involves physical skill.,basketball,sport,14,-20.984024047851562,354824192,gpt2-medium
Tennis,involves physical skill.,tennis,sport,14,-20.747081756591797,354824192,gpt2-medium
Softball,involves physical skill.,softball,sport,14,-22.668407440185547,354824192,gpt2-medium
Canoeing,involves physical skill.,canoeing,sport,14,-22.918895721435547,354824192,gpt2-medium
Handball,involves physical skill.,handball,sport,14,-20.66610336303711,354824192,gpt2-medium
Rugby,involves physical skill.,rugby,sport,14,-22.692657470703125,354824192,gpt2-medium
Hockey,involves physical skill.,hockey,sport,14,-20.729053497314453,354824192,gpt2-medium
Ice hockey,involves physical skill.,ice hockey,sport,14,-20.86655044555664,354824192,gpt2-medium
Swimming,involves physical skill.,swimming,sport,14,-23.604522705078125,354824192,gpt2-medium
Track,involves physical skill.,track,sport,14,-30.86090087890625,354824192,gpt2-medium
Boxing,involves physical skill.,boxing,sport,14,-23.451114654541016,354824192,gpt2-medium
Volleyball,involves physical skill.,volleyball,sport,14,-22.170166015625,354824192,gpt2-medium
Lacrosse,involves physical skill.,lacrosse,sport,14,-22.55716323852539,354824192,gpt2-medium
Skiing,involves physical skill.,skiing,sport,14,-23.19382095336914,354824192,gpt2-medium
Golf,involves physical skill.,golf,sport,14,-22.143001556396484,354824192,gpt2-medium
Polo,involves physical skill.,polo,sport,14,-26.65251922607422,354824192,gpt2-medium
Surfing,involves physical skill.,surfing,sport,14,-23.592239379882812,354824192,gpt2-medium
Wrestling,involves physical skill.,wrestling,sport,14,-22.434860229492188,354824192,gpt2-medium
Gymnastics,involves physical skill.,gymnastics,sport,14,-20.320331573486328,354824192,gpt2-medium
Cricket,involves physical skill.,cricket,sport,14,-22.373641967773438,354824192,gpt2-medium
Squash,involves physical skill.,squash,sport,14,-27.414596557617188,354824192,gpt2-medium
Badminton,involves physical skill.,badminton,sport,14,-21.201282501220703,354824192,gpt2-medium
Racing,involves physical skill.,racing,sport,14,-22.032733917236328,354824192,gpt2-medium
Pole vault,involves physical skill.,pole vault,sport,14,-25.942073822021484,354824192,gpt2-medium
Fencing,involves physical skill.,fencing,sport,14,-21.07300567626953,354824192,gpt2-medium
Bowling,involves physical skill.,bowling,sport,14,-22.48687744140625,354824192,gpt2-medium
Water skiing,involves physical skill.,water skiing,sport,14,-24.029590606689453,354824192,gpt2-medium
Ice skating,involves physical skill.,ice skating,sport,14,-21.55694580078125,354824192,gpt2-medium
Jai alai,involves physical skill.,jai alai,sport,14,-25.772571563720703,354824192,gpt2-medium
Skating,involves physical skill.,skating,sport,14,-22.39346694946289,354824192,gpt2-medium
Skindiving,involves physical skill.,skindiving,sport,14,-27.954143524169922,354824192,gpt2-medium
Sailing,involves physical skill.,sailing,sport,14,-22.509021759033203,354824192,gpt2-medium
Diving,involves physical skill.,diving,sport,14,-25.3460693359375,354824192,gpt2-medium
Archery,involves physical skill.,archery,sport,14,-23.236919403076172,354824192,gpt2-medium
Judo,involves physical skill.,judo,sport,14,-21.00782012939453,354824192,gpt2-medium
Car racing,involves physical skill.,car racing,sport,14,-22.786239624023438,354824192,gpt2-medium
Ping pong,involves physical skill.,ping pong,sport,14,-24.002777099609375,354824192,gpt2-medium
Rowing,involves physical skill.,rowing,sport,14,-23.70100212097168,354824192,gpt2-medium
Fishing,involves physical skill.,fishing,sport,14,-23.355377197265625,354824192,gpt2-medium
Horseback riding,involves physical skill.,horseback riding,sport,14,-22.409183502197266,354824192,gpt2-medium
Running,involves physical skill.,running,sport,14,-27.560958862304688,354824192,gpt2-medium
Horse racing,involves physical skill.,horse racing,sport,14,-20.575572967529297,354824192,gpt2-medium
Hiking,involves physical skill.,hiking,sport,14,-22.17571449279785,354824192,gpt2-medium
Weight lifting,involves physical skill.,weight lifting,sport,14,-22.906173706054688,354824192,gpt2-medium
Croquet,involves physical skill.,croquet,sport,14,-24.524768829345703,354824192,gpt2-medium
Horseshoes,involves physical skill.,horseshoes,sport,14,-27.707191467285156,354824192,gpt2-medium
Boating,involves physical skill.,boating,sport,14,-24.43850326538086,354824192,gpt2-medium
Pool,involves physical skill.,pool,sport,14,-28.355796813964844,354824192,gpt2-medium
Billiards,involves physical skill.,billiards,sport,14,-20.641220092773438,354824192,gpt2-medium
Hunting,involves physical skill.,hunting,sport,14,-23.412090301513672,354824192,gpt2-medium
Jump rope,involves physical skill.,jump rope,sport,14,-25.087425231933594,354824192,gpt2-medium
Camping,involves physical skill.,camping,sport,14,-26.00981903076172,354824192,gpt2-medium
Chess,involves physical skill.,chess,sport,14,-20.323741912841797,354824192,gpt2-medium
Dancing,involves physical skill.,dancing,sport,14,-23.66818618774414,354824192,gpt2-medium
Checkers,involves physical skill.,checkers,sport,14,-28.30276870727539,354824192,gpt2-medium
Cards,involves physical skill.,cards,sport,14,-28.461711883544922,354824192,gpt2-medium
Sunbathing,involves physical skill.,sunbathing,sport,14,-26.55450439453125,354824192,gpt2-medium
Football,has rules.,football,sport,15,-13.721511840820312,354824192,gpt2-medium
Baseball,has rules.,baseball,sport,15,-13.758659362792969,354824192,gpt2-medium
Basketball,has rules.,basketball,sport,15,-14.074226379394531,354824192,gpt2-medium
Tennis,has rules.,tennis,sport,15,-14.271656036376953,354824192,gpt2-medium
Softball,has rules.,softball,sport,15,-14.613685607910156,354824192,gpt2-medium
Canoeing,has rules.,canoeing,sport,15,-16.584609985351562,354824192,gpt2-medium
Handball,has rules.,handball,sport,15,-14.489078521728516,354824192,gpt2-medium
Rugby,has rules.,rugby,sport,15,-15.080413818359375,354824192,gpt2-medium
Hockey,has rules.,hockey,sport,15,-13.41982650756836,354824192,gpt2-medium
Ice hockey,has rules.,ice hockey,sport,15,-13.196552276611328,354824192,gpt2-medium
Swimming,has rules.,swimming,sport,15,-16.614192962646484,354824192,gpt2-medium
Track,has rules.,track,sport,15,-20.907352447509766,354824192,gpt2-medium
Boxing,has rules.,boxing,sport,15,-14.898323059082031,354824192,gpt2-medium
Volleyball,has rules.,volleyball,sport,15,-14.069019317626953,354824192,gpt2-medium
Lacrosse,has rules.,lacrosse,sport,15,-15.261833190917969,354824192,gpt2-medium
Skiing,has rules.,skiing,sport,15,-15.191276550292969,354824192,gpt2-medium
Golf,has rules.,golf,sport,15,-14.565174102783203,354824192,gpt2-medium
Polo,has rules.,polo,sport,15,-17.011051177978516,354824192,gpt2-medium
Surfing,has rules.,surfing,sport,15,-14.656986236572266,354824192,gpt2-medium
Wrestling,has rules.,wrestling,sport,15,-15.11507797241211,354824192,gpt2-medium
Gymnastics,has rules.,gymnastics,sport,15,-14.736934661865234,354824192,gpt2-medium
Cricket,has rules.,cricket,sport,15,-14.497230529785156,354824192,gpt2-medium
Squash,has rules.,squash,sport,15,-15.481529235839844,354824192,gpt2-medium
Badminton,has rules.,badminton,sport,15,-13.229644775390625,354824192,gpt2-medium
Racing,has rules.,racing,sport,15,-15.002937316894531,354824192,gpt2-medium
Pole vault,has rules.,pole vault,sport,15,-16.81476593017578,354824192,gpt2-medium
Fencing,has rules.,fencing,sport,15,-15.852325439453125,354824192,gpt2-medium
Bowling,has rules.,bowling,sport,15,-15.503543853759766,354824192,gpt2-medium
Water skiing,has rules.,water skiing,sport,15,-15.468238830566406,354824192,gpt2-medium
Ice skating,has rules.,ice skating,sport,15,-14.173057556152344,354824192,gpt2-medium
Jai alai,has rules.,jai alai,sport,15,-16.541011810302734,354824192,gpt2-medium
Skating,has rules.,skating,sport,15,-15.862621307373047,354824192,gpt2-medium
Skindiving,has rules.,skindiving,sport,15,-17.172809600830078,354824192,gpt2-medium
Sailing,has rules.,sailing,sport,15,-16.42766571044922,354824192,gpt2-medium
Diving,has rules.,diving,sport,15,-17.962528228759766,354824192,gpt2-medium
Archery,has rules.,archery,sport,15,-15.100894927978516,354824192,gpt2-medium
Judo,has rules.,judo,sport,15,-14.6436767578125,354824192,gpt2-medium
Car racing,has rules.,car racing,sport,15,-13.998916625976562,354824192,gpt2-medium
Ping pong,has rules.,ping pong,sport,15,-15.155452728271484,354824192,gpt2-medium
Rowing,has rules.,rowing,sport,15,-13.733497619628906,354824192,gpt2-medium
Fishing,has rules.,fishing,sport,15,-16.902080535888672,354824192,gpt2-medium
Horseback riding,has rules.,horseback riding,sport,15,-15.282493591308594,354824192,gpt2-medium
Running,has rules.,running,sport,15,-17.925708770751953,354824192,gpt2-medium
Horse racing,has rules.,horse racing,sport,15,-13.969650268554688,354824192,gpt2-medium
Hiking,has rules.,hiking,sport,15,-18.394210815429688,354824192,gpt2-medium
Weight lifting,has rules.,weight lifting,sport,15,-15.246109008789062,354824192,gpt2-medium
Croquet,has rules.,croquet,sport,15,-16.15959930419922,354824192,gpt2-medium
Horseshoes,has rules.,horseshoes,sport,15,-18.478046417236328,354824192,gpt2-medium
Boating,has rules.,boating,sport,15,-16.002777099609375,354824192,gpt2-medium
Pool,has rules.,pool,sport,15,-17.951160430908203,354824192,gpt2-medium
Billiards,has rules.,billiards,sport,15,-15.132225036621094,354824192,gpt2-medium
Hunting,has rules.,hunting,sport,15,-16.421295166015625,354824192,gpt2-medium
Jump rope,has rules.,jump rope,sport,15,-15.64761734008789,354824192,gpt2-medium
Camping,has rules.,camping,sport,15,-15.605453491210938,354824192,gpt2-medium
Chess,has rules.,chess,sport,15,-13.173999786376953,354824192,gpt2-medium
Dancing,has rules.,dancing,sport,15,-18.07514190673828,354824192,gpt2-medium
Checkers,has rules.,checkers,sport,15,-17.88013458251953,354824192,gpt2-medium
Cards,has rules.,cards,sport,15,-19.812488555908203,354824192,gpt2-medium
Sunbathing,has rules.,sunbathing,sport,15,-17.04547119140625,354824192,gpt2-medium
Football,uses special equipment.,football,sport,16,-21.832565307617188,354824192,gpt2-medium
Baseball,uses special equipment.,baseball,sport,16,-22.364612579345703,354824192,gpt2-medium
Basketball,uses special equipment.,basketball,sport,16,-22.213050842285156,354824192,gpt2-medium
Tennis,uses special equipment.,tennis,sport,16,-24.284503936767578,354824192,gpt2-medium
Softball,uses special equipment.,softball,sport,16,-22.886287689208984,354824192,gpt2-medium
Canoeing,uses special equipment.,canoeing,sport,16,-21.54467010498047,354824192,gpt2-medium
Handball,uses special equipment.,handball,sport,16,-22.03338623046875,354824192,gpt2-medium
Rugby,uses special equipment.,rugby,sport,16,-23.253719329833984,354824192,gpt2-medium
Hockey,uses special equipment.,hockey,sport,16,-20.865707397460938,354824192,gpt2-medium
Ice hockey,uses special equipment.,ice hockey,sport,16,-18.865699768066406,354824192,gpt2-medium
Swimming,uses special equipment.,swimming,sport,16,-23.931427001953125,354824192,gpt2-medium
Track,uses special equipment.,track,sport,16,-24.378307342529297,354824192,gpt2-medium
Boxing,uses special equipment.,boxing,sport,16,-22.516494750976562,354824192,gpt2-medium
Volleyball,uses special equipment.,volleyball,sport,16,-22.55428695678711,354824192,gpt2-medium
Lacrosse,uses special equipment.,lacrosse,sport,16,-21.80911636352539,354824192,gpt2-medium
Skiing,uses special equipment.,skiing,sport,16,-22.23193359375,354824192,gpt2-medium
Golf,uses special equipment.,golf,sport,16,-23.14712142944336,354824192,gpt2-medium
Polo,uses special equipment.,polo,sport,16,-26.34256362915039,354824192,gpt2-medium
Surfing,uses special equipment.,surfing,sport,16,-24.165557861328125,354824192,gpt2-medium
Wrestling,uses special equipment.,wrestling,sport,16,-23.87377166748047,354824192,gpt2-medium
Gymnastics,uses special equipment.,gymnastics,sport,16,-22.40019989013672,354824192,gpt2-medium
Cricket,uses special equipment.,cricket,sport,16,-24.04637908935547,354824192,gpt2-medium
Squash,uses special equipment.,squash,sport,16,-24.132049560546875,354824192,gpt2-medium
Badminton,uses special equipment.,badminton,sport,16,-21.63562774658203,354824192,gpt2-medium
Racing,uses special equipment.,racing,sport,16,-22.620784759521484,354824192,gpt2-medium
Pole vault,uses special equipment.,pole vault,sport,16,-21.28784942626953,354824192,gpt2-medium
Fencing,uses special equipment.,fencing,sport,16,-22.335220336914062,354824192,gpt2-medium
Bowling,uses special equipment.,bowling,sport,16,-24.658695220947266,354824192,gpt2-medium
Water skiing,uses special equipment.,water skiing,sport,16,-19.51865005493164,354824192,gpt2-medium
Ice skating,uses special equipment.,ice skating,sport,16,-21.14471435546875,354824192,gpt2-medium
Jai alai,uses special equipment.,jai alai,sport,16,-24.835987091064453,354824192,gpt2-medium
Skating,uses special equipment.,skating,sport,16,-22.545799255371094,354824192,gpt2-medium
Skindiving,uses special equipment.,skindiving,sport,16,-22.153118133544922,354824192,gpt2-medium
Sailing,uses special equipment.,sailing,sport,16,-23.507991790771484,354824192,gpt2-medium
Diving,uses special equipment.,diving,sport,16,-20.79880142211914,354824192,gpt2-medium
Archery,uses special equipment.,archery,sport,16,-21.598003387451172,354824192,gpt2-medium
Judo,uses special equipment.,judo,sport,16,-23.19049835205078,354824192,gpt2-medium
Car racing,uses special equipment.,car racing,sport,16,-20.73462677001953,354824192,gpt2-medium
Ping pong,uses special equipment.,ping pong,sport,16,-22.887474060058594,354824192,gpt2-medium
Rowing,uses special equipment.,rowing,sport,16,-22.867965698242188,354824192,gpt2-medium
Fishing,uses special equipment.,fishing,sport,16,-22.128738403320312,354824192,gpt2-medium
Horseback riding,uses special equipment.,horseback riding,sport,16,-19.728271484375,354824192,gpt2-medium
Running,uses special equipment.,running,sport,16,-24.849987030029297,354824192,gpt2-medium
Horse racing,uses special equipment.,horse racing,sport,16,-19.151336669921875,354824192,gpt2-medium
Hiking,uses special equipment.,hiking,sport,16,-21.48450469970703,354824192,gpt2-medium
Weight lifting,uses special equipment.,weight lifting,sport,16,-20.31219482421875,354824192,gpt2-medium
Croquet,uses special equipment.,croquet,sport,16,-24.728103637695312,354824192,gpt2-medium
Horseshoes,uses special equipment.,horseshoes,sport,16,-27.398136138916016,354824192,gpt2-medium
Boating,uses special equipment.,boating,sport,16,-21.276470184326172,354824192,gpt2-medium
Pool,uses special equipment.,pool,sport,16,-25.383968353271484,354824192,gpt2-medium
Billiards,uses special equipment.,billiards,sport,16,-23.174903869628906,354824192,gpt2-medium
Hunting,uses special equipment.,hunting,sport,16,-21.344524383544922,354824192,gpt2-medium
Jump rope,uses special equipment.,jump rope,sport,16,-21.569942474365234,354824192,gpt2-medium
Camping,uses special equipment.,camping,sport,16,-21.929908752441406,354824192,gpt2-medium
Chess,uses special equipment.,chess,sport,16,-24.1343994140625,354824192,gpt2-medium
Dancing,uses special equipment.,dancing,sport,16,-25.102127075195312,354824192,gpt2-medium
Checkers,uses special equipment.,checkers,sport,16,-24.92186737060547,354824192,gpt2-medium
Cards,uses special equipment.,cards,sport,16,-29.878387451171875,354824192,gpt2-medium
Sunbathing,uses special equipment.,sunbathing,sport,16,-23.96930694580078,354824192,gpt2-medium
Football,takes place outdoors.,football,sport,17,-17.332828521728516,354824192,gpt2-medium
Baseball,takes place outdoors.,baseball,sport,17,-17.557865142822266,354824192,gpt2-medium
Basketball,takes place outdoors.,basketball,sport,17,-18.476760864257812,354824192,gpt2-medium
Tennis,takes place outdoors.,tennis,sport,17,-16.708221435546875,354824192,gpt2-medium
Softball,takes place outdoors.,softball,sport,17,-16.77074432373047,354824192,gpt2-medium
Canoeing,takes place outdoors.,canoeing,sport,17,-17.256637573242188,354824192,gpt2-medium
Handball,takes place outdoors.,handball,sport,17,-16.43321990966797,354824192,gpt2-medium
Rugby,takes place outdoors.,rugby,sport,17,-16.94381332397461,354824192,gpt2-medium
Hockey,takes place outdoors.,hockey,sport,17,-16.12103271484375,354824192,gpt2-medium
Ice hockey,takes place outdoors.,ice hockey,sport,17,-14.359199523925781,354824192,gpt2-medium
Swimming,takes place outdoors.,swimming,sport,17,-16.232200622558594,354824192,gpt2-medium
Track,takes place outdoors.,track,sport,17,-22.713172912597656,354824192,gpt2-medium
Boxing,takes place outdoors.,boxing,sport,17,-16.903690338134766,354824192,gpt2-medium
Volleyball,takes place outdoors.,volleyball,sport,17,-16.126632690429688,354824192,gpt2-medium
Lacrosse,takes place outdoors.,lacrosse,sport,17,-16.1226806640625,354824192,gpt2-medium
Skiing,takes place outdoors.,skiing,sport,17,-16.000885009765625,354824192,gpt2-medium
Golf,takes place outdoors.,golf,sport,17,-16.66638946533203,354824192,gpt2-medium
Polo,takes place outdoors.,polo,sport,17,-21.49007797241211,354824192,gpt2-medium
Surfing,takes place outdoors.,surfing,sport,17,-17.333580017089844,354824192,gpt2-medium
Wrestling,takes place outdoors.,wrestling,sport,17,-18.573101043701172,354824192,gpt2-medium
Gymnastics,takes place outdoors.,gymnastics,sport,17,-16.533355712890625,354824192,gpt2-medium
Cricket,takes place outdoors.,cricket,sport,17,-19.356521606445312,354824192,gpt2-medium
Squash,takes place outdoors.,squash,sport,17,-19.50336456298828,354824192,gpt2-medium
Badminton,takes place outdoors.,badminton,sport,17,-17.153114318847656,354824192,gpt2-medium
Racing,takes place outdoors.,racing,sport,17,-16.694229125976562,354824192,gpt2-medium
Pole vault,takes place outdoors.,pole vault,sport,17,-18.15509033203125,354824192,gpt2-medium
Fencing,takes place outdoors.,fencing,sport,17,-16.805526733398438,354824192,gpt2-medium
Bowling,takes place outdoors.,bowling,sport,17,-16.730579376220703,354824192,gpt2-medium
Water skiing,takes place outdoors.,water skiing,sport,17,-13.383193969726562,354824192,gpt2-medium
Ice skating,takes place outdoors.,ice skating,sport,17,-15.359542846679688,354824192,gpt2-medium
Jai alai,takes place outdoors.,jai alai,sport,17,-21.513282775878906,354824192,gpt2-medium
Skating,takes place outdoors.,skating,sport,17,-16.540611267089844,354824192,gpt2-medium
Skindiving,takes place outdoors.,skindiving,sport,17,-17.99254608154297,354824192,gpt2-medium
Sailing,takes place outdoors.,sailing,sport,17,-18.555389404296875,354824192,gpt2-medium
Diving,takes place outdoors.,diving,sport,17,-18.317874908447266,354824192,gpt2-medium
Archery,takes place outdoors.,archery,sport,17,-15.537208557128906,354824192,gpt2-medium
Judo,takes place outdoors.,judo,sport,17,-19.248146057128906,354824192,gpt2-medium
Car racing,takes place outdoors.,car racing,sport,17,-16.51648712158203,354824192,gpt2-medium
Ping pong,takes place outdoors.,ping pong,sport,17,-17.350921630859375,354824192,gpt2-medium
Rowing,takes place outdoors.,rowing,sport,17,-15.953330993652344,354824192,gpt2-medium
Fishing,takes place outdoors.,fishing,sport,17,-17.05805206298828,354824192,gpt2-medium
Horseback riding,takes place outdoors.,horseback riding,sport,17,-14.009567260742188,354824192,gpt2-medium
Running,takes place outdoors.,running,sport,17,-22.92203140258789,354824192,gpt2-medium
Horse racing,takes place outdoors.,horse racing,sport,17,-15.058807373046875,354824192,gpt2-medium
Hiking,takes place outdoors.,hiking,sport,17,-17.615936279296875,354824192,gpt2-medium
Weight lifting,takes place outdoors.,weight lifting,sport,17,-17.20538330078125,354824192,gpt2-medium
Croquet,takes place outdoors.,croquet,sport,17,-19.35748291015625,354824192,gpt2-medium
Horseshoes,takes place outdoors.,horseshoes,sport,17,-21.699386596679688,354824192,gpt2-medium
Boating,takes place outdoors.,boating,sport,17,-17.857803344726562,354824192,gpt2-medium
Pool,takes place outdoors.,pool,sport,17,-23.220809936523438,354824192,gpt2-medium
Billiards,takes place outdoors.,billiards,sport,17,-17.908031463623047,354824192,gpt2-medium
Hunting,takes place outdoors.,hunting,sport,17,-17.153221130371094,354824192,gpt2-medium
Jump rope,takes place outdoors.,jump rope,sport,17,-19.60757064819336,354824192,gpt2-medium
Camping,takes place outdoors.,camping,sport,17,-16.69988250732422,354824192,gpt2-medium
Chess,takes place outdoors.,chess,sport,17,-19.14653778076172,354824192,gpt2-medium
Dancing,takes place outdoors.,dancing,sport,17,-19.472293853759766,354824192,gpt2-medium
Checkers,takes place outdoors.,checkers,sport,17,-21.26256561279297,354824192,gpt2-medium
Cards,takes place outdoors.,cards,sport,17,-24.556941986083984,354824192,gpt2-medium
Sunbathing,takes place outdoors.,sunbathing,sport,17,-16.082420349121094,354824192,gpt2-medium
Football,is exercise.,football,sport,18,-17.229991912841797,354824192,gpt2-medium
Baseball,is exercise.,baseball,sport,18,-17.774185180664062,354824192,gpt2-medium
Basketball,is exercise.,basketball,sport,18,-17.013378143310547,354824192,gpt2-medium
Tennis,is exercise.,tennis,sport,18,-17.35021209716797,354824192,gpt2-medium
Softball,is exercise.,softball,sport,18,-17.944782257080078,354824192,gpt2-medium
Canoeing,is exercise.,canoeing,sport,18,-16.112770080566406,354824192,gpt2-medium
Handball,is exercise.,handball,sport,18,-17.335811614990234,354824192,gpt2-medium
Rugby,is exercise.,rugby,sport,18,-18.56147003173828,354824192,gpt2-medium
Hockey,is exercise.,hockey,sport,18,-17.644283294677734,354824192,gpt2-medium
Ice hockey,is exercise.,ice hockey,sport,18,-17.86278533935547,354824192,gpt2-medium
Swimming,is exercise.,swimming,sport,18,-15.176403045654297,354824192,gpt2-medium
Track,is exercise.,track,sport,18,-22.562408447265625,354824192,gpt2-medium
Boxing,is exercise.,boxing,sport,18,-17.658676147460938,354824192,gpt2-medium
Volleyball,is exercise.,volleyball,sport,18,-17.204856872558594,354824192,gpt2-medium
Lacrosse,is exercise.,lacrosse,sport,18,-17.79660415649414,354824192,gpt2-medium
Skiing,is exercise.,skiing,sport,18,-16.41741180419922,354824192,gpt2-medium
Golf,is exercise.,golf,sport,18,-16.094005584716797,354824192,gpt2-medium
Polo,is exercise.,polo,sport,18,-18.832805633544922,354824192,gpt2-medium
Surfing,is exercise.,surfing,sport,18,-16.397003173828125,354824192,gpt2-medium
Wrestling,is exercise.,wrestling,sport,18,-17.06652069091797,354824192,gpt2-medium
Gymnastics,is exercise.,gymnastics,sport,18,-16.143817901611328,354824192,gpt2-medium
Cricket,is exercise.,cricket,sport,18,-17.860965728759766,354824192,gpt2-medium
Squash,is exercise.,squash,sport,18,-17.719810485839844,354824192,gpt2-medium
Badminton,is exercise.,badminton,sport,18,-16.76150131225586,354824192,gpt2-medium
Racing,is exercise.,racing,sport,18,-17.480693817138672,354824192,gpt2-medium
Pole vault,is exercise.,pole vault,sport,18,-18.409099578857422,354824192,gpt2-medium
Fencing,is exercise.,fencing,sport,18,-16.365982055664062,354824192,gpt2-medium
Bowling,is exercise.,bowling,sport,18,-16.399681091308594,354824192,gpt2-medium
Water skiing,is exercise.,water skiing,sport,18,-18.201889038085938,354824192,gpt2-medium
Ice skating,is exercise.,ice skating,sport,18,-17.463348388671875,354824192,gpt2-medium
Jai alai,is exercise.,jai alai,sport,18,-17.70073699951172,354824192,gpt2-medium
Skating,is exercise.,skating,sport,18,-14.926368713378906,354824192,gpt2-medium
